commercial_group,catch_tonnes_matched,tl_weighted,sppr,ppr
Anchovies,6907.352790027099,2.51159132602985,32.478153198195436,224338.0621084828
Cod-likes,740821.9266295667,4.149539932221344,1411.0419720461523,1045330832.2864138
Crustaceans,285498.3665785909,2.205056379427213,16.034535349975965,4577833.651264812
Flatfishes,0.084540174,3.4901731731472427,309.1527920878317,26.135830835691113
Herring-likes,5940.7491715112,3.0874175272960374,122.29748535601935,726538.6848066751
Molluscs,23703.8202913302,2.000002667625962,10.000061424546384,237039.658909711
Other fishes & inverts,358321.8367739405,3.6717817147724596,469.6579896263004,168288713.49845225
Perch-likes,117294.30590042162,3.389554770571526,245.21936900231697,28762835.680466134
Scorpionfishes,1.0462100000000001e-05,3.78,602.5595860743575,0.006304038645468537
Sharks & rays,51017.43725857529,3.6586109052506486,455.62852460954423,23244999.667484652
Tuna & billfishes,385.05859208460004,4.405772115639851,2545.4942223954117,980164.421435061
