commercial_group,taxon_count_total,taxon_count_matched,catch_tonnes_total,catch_tonnes_matched,catch_tonnes_missing_tl,catch_coverage_fraction,sppr_correct,ppr_correct,tl_weighted_jensen,sppr_jensen,ppr_jensen,jensen_difference,jensen_ratio_correct_to_error,jensen_percent_difference
Anchovies,2,2,1846.4376834211002,1846.4376834211002,0.0,1.0,732.9622603032947,1353369.1379495088,3.2017476134121394,732.0482182508354,1351681.4162596164,1687.721689892467,1.0012486090802097,0.001248609080209702
Crustaceans,16,16,8195.7265323692,8195.7265323692,0.0,1.0,324.80451720728064,2662008.9995090785,2.818444807539823,232.1941319993236,1902999.6082872928,759009.3912217857,1.3988489476910073,0.3988489476910072
Flatfishes,3,3,691.2461631122,691.2461631122,0.0,1.0,22852.263428761053,15796539.413560325,4.288896200183057,19008.70842416074,13139696.763919665,2656842.6496406607,1.202199692837364,0.20219969283736391
Herring-likes,10,10,12717.2067838525,12717.2067838525,0.0,1.0,1768.1646424083428,22486115.385403506,2.957267013450208,351.93551407176744,4475636.7070320975,18010478.678371407,5.024115418052908,4.024115418052907
Molluscs,2,2,2725.8614490224995,2725.8614490224995,0.0,1.0,26.98563659934263,73559.1064834787,2.099999708629714,26.98563339858215,73559.09775864909,0.008724829604034312,1.0000001186097964,1.1860979633900478e-07
Other fishes & inverts,39,39,48908.4913532825,48908.4913532825,0.0,1.0,1971.0009293892417,96398681.9123455,3.4446649516565935,1515.5924440852411,74125339.94664331,22273341.96570219,1.3004821560580353,0.3004821560580353
Perch-likes,93,93,112862.12392606889,112862.12392606889,0.0,1.0,8330.493302849756,940197167.5115161,3.671671210373483,2991.7436867777305,337654546.73214245,602542620.7793736,2.784494320040547,1.784494320040547
Scorpionfishes,2,2,119.6725045985,119.6725045985,0.0,1.0,5868.8081502089835,702334.9703435989,3.894856856466195,5838.423625440799,698698.7781635551,3636.192180043785,1.0052042343477414,0.0052042343477414895
Sharks & rays,20,20,32240.654084842794,32240.654084842794,0.0,1.0,14521.07919087341,468169091.1315585,4.085776987182173,10343.997817831474,333497255.49907327,134671835.6324852,1.4038169232635842,0.4038169232635842
Tuna & billfishes,18,18,17071.658151050196,17071.658151050196,0.0,1.0,30609.392525211828,522553085.40172744,4.441236641847048,30002.130323838417,512186112.6918264,10366972.709901035,1.0202406360754623,0.020240636075462407
