functional_group,catch_tonnes_matched,tl_weighted,sppr,ppr
Cephalopods,196380.5012637451,3.71625676936407,520.3035263897457,102177467.32171248
Large bathydemersals (>=90 cm),3016.0292991803,3.876109267957771,751.8120252059641,2267487.095497266
Large bathypelagics (>=90 cm),47.292612522899994,4.34,2187.761623949552,103464.9627739166
Large benthopelagics (>=90 cm),64700.41213946631,3.4948171510455706,312.4763485722408,20217348.536459513
Large demersals (>=90 cm),129247.3596493851,4.2357293502381665,1720.7958509293858,222408320.22823998
Large pelagics (>=90 cm),177511.3751657084,4.349893421677619,2238.171811144727,397300956.0534247
Large rays (>=90 cm),9852.164392947201,3.6723037913483396,470.22291707398875,4632713.480344117
Large reef assoc. fish (>=90 cm),13339.6876927437,4.02358012635732,1055.7962772915573,14083992.606230803
Large sharks (>=90 cm),32734.844587045794,4.284248906839119,1924.194224796723,62988198.904011786
"Lobsters, crabs",11262.552337756599,3.1691507392424185,147.62188250574687,1662599.1779191294
Medium bathydemersals (30 - 89 cm),13950.1080116193,4.128064244655343,1342.96360942058,18734487.407091208
Medium bathypelagics (30 - 89 cm),6599.1527883068,4.074876598339896,1188.164571032558,7840879.541896857
Medium benthopelagics (30 - 89 cm),131512.9041380172,3.171039228176064,148.26520014389124,19498787.053527504
Medium demersals (30 - 89 cm),1363135.812517585,3.2939121691047184,196.74883483433769,268195382.83379304
Medium pelagics (30 - 89 cm),1212339.6851625312,3.624155367103649,420.87716856904984,510246094.03509945
Medium reef assoc. fish (30 - 89 cm),33429.1965621297,3.3452652084291885,221.4446581760926,7402717.005802221
Other demersal invertebrates,48530.590650798695,2.339667777102389,21.860886886323293,1060921.752743569
Shrimps,19011.6711644389,3.0781558570165712,119.71700874938027,2276020.4031334724
Small benthopelagics (<30 cm),7430.244932018501,3.212304622789581,163.04392541829753,1211456.3005357077
Small demersals (<30 cm),31780.444928138106,3.1292032426340244,134.6490341840696,4279206.215513809
Small pelagics (<30 cm),2214415.796080132,3.0466725235539176,111.34546249893324,246565150.97948575
Small reef assoc. fish (<30 cm),5920.4287295725,3.434938184647867,272.23137996709306,1611726.4830483452
Small to medium flatfishes (<90 cm),37418.0255920436,3.4806313532564084,302.4345151587278,11316502.428126575
Small to medium rays (<90 cm),4583.2943247119,3.780287515022746,602.9586293490388,2763536.8639315157
Small to medium sharks (<90 cm),2865.682606869,3.821688827923369,663.26766870221,1900714.6218984735
