commercial_group,catch_tonnes_matched,tl_weighted,sppr,ppr
Anchovies,26687.1808469247,3.1103357981551927,128.92460163613663,3440634.1594813024
Cod-likes,94231.65227819631,4.417958767513354,2617.9344462963095,246692288.43050623
Crustaceans,40645.767301183594,3.0834267066908874,121.17881652012504,4925405.9781098245
Flatfishes,37418.0255920436,3.4806313532564084,302.4345151587278,11316502.428126575
Herring-likes,2390071.1965708393,3.037485032297229,109.01469204680457,260552875.46410775
Molluscs,27631.596812516203,2.057403287932293,11.413091207403308,315361.934627442
Other fishes & inverts,1560886.6637494164,3.3273082456953698,212.47519950468316,331649705.28435653
Perch-likes,1384458.6660075733,3.690010722774576,489.7909122061986,678095272.9356261
"Salmon, smelts, etc",288.3642016095,3.6199999999999997,416.8693834703351,120210.20693986768
Scorpionfishes,14191.6686893406,3.7205036585893376,525.4164413115933,7456536.059026502
Sharks & rays,50035.98591157389,4.091101166048676,1233.3921103635776,61713990.257598355
Tuna & billfishes,144468.48936819646,4.422018742936276,2642.52279876098,381761276.8580174
