functional_group,catch_tonnes_matched,tl_weighted,sppr,ppr
Cephalopods,0.10721843780000001,4.024564403287734,1058.1918279135211,113.45767468161418
Krill,267059.9528973811,2.25,17.78279410038923,4749072.154833774
Large bathydemersals (>=90 cm),0.9775699999999999,3.9590729052650957,910.0660331196303,889.6532519967569
Large benthopelagics (>=90 cm),35.113099999999996,4.21,1621.8100973589299,56946.78012957383
Large rays (>=90 cm),12.5221209088,3.6100000000000003,407.380277804113,5101.2650945236355
Large reef assoc. fish (>=90 cm),0.00022,3.29,194.98445997580455,0.04289658119467701
Large sharks (>=90 cm),22.3761236044,4.049914383595261,1121.7972824431668,25101.47465102832
Medium bathydemersals (30 - 89 cm),0.0046069999,3.640811809655129,437.33255727666494,2.01479104764034
Medium benthopelagics (30 - 89 cm),5.691186,3.5804441727963208,380.57843228395444,2165.9426457163895
Medium demersals (30 - 89 cm),8.524656087600002,3.2880463914741114,194.10932147106723,1654.7152089382391
Medium pelagics (30 - 89 cm),4.4219889999,3.23,169.82436524617444,750.9614750335832
Shrimps,1.0000000000000002e-06,3.0,100.0,0.00010000000000000002
Small bathypelagics (<30 cm),0.011875,3.24,173.78008287493762,2.0636384841398843
Small benthopelagics (<30 cm),0.00024500000000000005,3.33,213.79620895022325,0.0523800711928047
Small demersals (<30 cm),0.00047,3.35,223.872113856834,0.10521989351271198
Small pelagics (<30 cm),0.004655,3.3,199.52623149688787,0.9287946076180131
