functional_group,catch_tonnes_matched,tl_weighted,sppr,ppr
Cephalopods,3.4973299026,3.884342099135318,766.199914413617,2679.6538720483036
Large bathydemersals (>=90 cm),591.1247397031,4.4445645805359835,2783.329230203839,1645294.766712274
Large bathypelagics (>=90 cm),9.6284300213,3.551068137477475,355.68711877589834,3424.7085326115584
Large benthopelagics (>=90 cm),231838.2044167705,4.09015652625061,1230.7122580602656,285326120.06240106
Large demersals (>=90 cm),88453.07862478531,4.203940402648447,1599.3385395686416,141466417.58811438
Large flatfishes (>=90 cm),6043.3365690605,3.300768136842931,199.87944590426812,1207938.7648368136
Large rays (>=90 cm),1318.840294512,4.028141279362163,1066.9431496605557,1407127.617725888
Large reef assoc. fish (>=90 cm),1358.0404244062,3.79,616.5950018614822,837360.9380147088
Large sharks (>=90 cm),28.146417429,4.269886907645031,1861.6023034182363,52397.43551879759
"Lobsters, crabs",142.890216093,2.867538658257567,73.71207864340523,10532.734846020383
Medium bathydemersals (30 - 89 cm),3287.6095585217995,3.322749404278419,210.25648719546632,691241.2370450314
Medium bathypelagics (30 - 89 cm),9848.1594076503,3.65,446.683592150963,4399011.2202845365
Medium benthopelagics (30 - 89 cm),85572.43121418862,4.054015842987482,1132.4416737581776,96905787.23175228
Medium demersals (30 - 89 cm),183646.88041889382,3.5354631336602327,343.13351068234925,63015398.80399662
Medium pelagics (30 - 89 cm),65672.61610553,3.630041511883609,426.6202952019651,28017270.86962654
Other demersal invertebrates,608.234572457,3.13583840576857,136.72200096099888,83159.0477999787
Shrimps,2954.9606595894998,3.0694316916470954,117.33611149408107,346723.5934142169
Small bathypelagics (<30 cm),0.0774884332,3.01,102.32929922807536,7.929337067637529
Small pelagics (<30 cm),957.4095374514999,3.15,141.2537544622754,135237.6917230148
Small to medium flatfishes (<90 cm),15635.1413376487,4.166811661138757,1468.2893919950434,22956912.16841278
Small to medium rays (<90 cm),4.586832131,3.8008871840389564,632.2475921285723,2900.0135703227184
Small to medium sharks (<90 cm),0.0170904325,3.84,691.8309709189363,11.823690509899542
