functional_group,taxon_count_total,taxon_count_matched,catch_tonnes_total,catch_tonnes_matched,catch_tonnes_missing_tl,catch_coverage_fraction,sppr_correct,ppr_correct,tl_weighted_jensen,sppr_jensen,ppr_jensen,jensen_difference,jensen_ratio_correct_to_error,jensen_percent_difference
Cephalopods,5,5,1749.9598441386997,1749.9598441386997,0.0,1.0,671.6021621106082,1175276.8149302937,3.817197514190065,656.4437445955272,1148750.192978213,26526.621952080633,1.0230917236090369,0.023091723609036843
Jellyfish,2,2,640.8393659158,640.8393659158,0.0,1.0,288.40315031266056,184820.09197448456,3.46,288.40315031266056,184820.09197448456,0.0,1.0,0.0
Large bathydemersals (>=90 cm),1,1,0.0396496076,0.0396496076,0.0,1.0,467.7351412871981,18.545514812767962,3.6699999999999995,467.7351412871976,18.545514812767944,1.7763568394002505e-14,1.0000000000000009,9.578363595370728e-16
Large bathypelagics (>=90 cm),2,2,12.449334884599999,12.449334884599999,0.0,1.0,2187.605666135889,27234.23553317414,4.339964566767294,2187.583136062386,27233.95504874413,0.2804844300080731,1.0000102990707558,1.0299070755828665e-05
Large benthopelagics (>=90 cm),10,10,12150.280833017297,12150.280833017297,0.0,1.0,2438.3182709907537,29626251.752814833,4.373749732443904,2364.5566998151767,28730027.948346976,896223.8044678569,1.0311946722112195,0.031194672211219427
Large demersals (>=90 cm),9,9,27414.0894676919,27414.0894676919,0.0,1.0,1152.2998346410027,31589250.76045503,4.057156521389491,1140.6608120012197,31270177.55249153,319073.2079635002,1.0102037542776305,0.010203754277630483
Large pelagics (>=90 cm),32,32,21776.9651120901,21776.9651120901,0.0,1.0,2391.0504065456985,52069821.28459452,4.276302793130539,1889.308128764484,41143397.2060924,10926424.078502119,1.2655693214580774,0.26556932145807743
Large rays (>=90 cm),12,12,9240.5317037083,9240.5317037083,0.0,1.0,536.8421593616931,4960706.99346895,3.702883900442412,504.5264049388599,4662092.240195507,298614.7532734424,1.0640516613332645,0.06405166133326436
Large reef assoc. fish (>=90 cm),21,21,11192.455045526798,11192.455045526798,0.0,1.0,829.8738599208256,9288325.870621644,3.729278263900318,536.1400665318205,6000723.592763147,3287602.2778584966,1.5478676407997418,0.5478676407997419
Large sharks (>=90 cm),26,26,3570.7603375062,3570.7603375062,0.0,1.0,1535.910660990415,5484368.870217505,4.155538760812333,1430.667662309296,5108571.344726748,375797.5254907571,1.0735621566445712,0.07356215664457126
"Lobsters, crabs",8,8,7152.8838934707,7152.8838934707,0.0,1.0,234.2717092214072,1675718.335585655,3.231242081648598,170.3107579176874,1218213.0771942136,457505.2583914413,1.375554381213151,0.3755543812131509
Medium bathydemersals (30 - 89 cm),1,1,820.3041966866,820.3041966866,0.0,1.0,3090.2954325135925,2534982.3122923314,4.49,3090.295432513592,2534982.3122923314,0.0,1.0,0.0
Medium benthopelagics (30 - 89 cm),14,14,6477.3122264732,6477.3122264732,0.0,1.0,968.3371783949734,6272222.244966322,3.961953336761212,916.1220511122685,5934008.562611203,338213.6823551189,1.0569958197374578,0.05699581973745776
Medium demersals (30 - 89 cm),40,40,173462.1449218681,173462.1449218681,0.0,1.0,473.2610506989106,82092876.96221,3.443798695909716,277.8425114193862,48195157.98128536,33897718.980924636,1.70334283361178,0.7033428336117798
Medium pelagics (30 - 89 cm),16,16,12403.682403863502,12403.682403863502,0.0,1.0,1133.9438332666014,14065079.171658471,3.9131134293685426,818.6785833193018,10154629.138337523,3910450.0333209485,1.3850903839075261,0.3850903839075262
Medium reef assoc. fish (30 - 89 cm),42,42,18715.766500200498,18715.766500200498,0.0,1.0,930.0259084869504,17406147.7423786,3.8737865959331628,747.8019545265096,13995686.769311704,3410460.973066896,1.2436794299044334,0.24367942990443334
Other demersal invertebrates,14,14,7352.254246062799,7352.254246062799,0.0,1.0,11.237319823412031,82619.63238604677,2.0373643397017336,10.898440053122478,80128.10215603061,2491.5302300161566,1.0310943372297086,0.0310943372297086
Shrimps,9,9,38116.46824207911,38116.46824207911,0.0,1.0,52.71732174244004,2009398.1200031822,2.6989858000857403,50.00181858596382,1905892.7301780907,103505.38982509146,1.0543080878509987,0.05430808785099867
Small benthopelagics (<30 cm),3,3,1043.0040263561,1043.0040263561,0.0,1.0,1079.6570488469633,1126086.6490311273,3.4986251228461547,315.2282440875372,328784.32780446473,797302.3212266626,3.42500099244644,2.42500099244644
Small demersals (<30 cm),12,12,16412.8838063371,16412.8838063371,0.0,1.0,390.6482989273744,6411665.139438238,3.5233671946894436,333.70844301206125,5477117.9003506275,934547.2390876105,1.170627555603246,0.17062755560324597
Small pelagics (<30 cm),15,15,78708.0340735877,78708.0340735877,0.0,1.0,287.28314001437604,22611491.173018776,3.2294116295959547,169.59444757301068,13348445.558267808,9263045.614750968,1.6939418956549281,0.6939418956549281
Small reef assoc. fish (<30 cm),11,11,1078.4243349336998,1078.4243349336998,0.0,1.0,678.652090451772,731874.9292968173,3.668861519686479,466.5106037626016,503096.38760220236,228778.54169461492,1.454740974756332,0.454740974756332
Small to medium flatfishes (<90 cm),4,4,3415.4823753489,3415.4823753489,0.0,1.0,300.3525712512118,1025848.9134992388,3.4285117429588916,268.23271345061283,916144.1052825799,109704.80821665889,1.1197462359732382,0.11974623597323808
Small to medium rays (<90 cm),2,2,319.0149114419,319.0149114419,0.0,1.0,380.0505694017816,121241.79874115303,3.579837736955492,380.04737479285023,121240.77961326769,1.0191278853453696,1.0000084058176515,8.405817651421996e-06
