commercial_group,catch_tonnes_matched,tl_weighted,sppr,ppr
Anchovies,2432.1429237378,2.7753980049746403,59.620828254904396,145006.37554755242
Cod-likes,183.0729879504,3.9099980698540353,812.8269036888784,148806.64994479498
Crustaceans,45269.3521355498,2.78308612854173,60.68566684359771,2747200.8219234836
Flatfishes,3415.4823753489,3.4285117429588916,268.23271345061283,916144.1052825799
Herring-likes,75683.8483990559,3.243918783760125,175.3552544045105,13271560.490328852
Molluscs,7337.397917767299,2.0365693542947425,10.878508471933435,79819.9454103783
Other fishes & inverts,101490.5759909777,3.5378816294240587,345.0496803557191,35019290.804804675
Perch-likes,191509.0741502911,3.6926119620879136,492.7333547368823,94362908.56862728
Scorpionfishes,357.52101189210003,3.78,602.5595860743575,215427.71293858925
Sharks & rays,13130.3069526564,3.822992932678038,665.2623302264458,8735098.5999127
Tuna & billfishes,12417.2560075698,4.431352660237059,2699.9309680247143,33525734.03272863
