functional_group,catch_tonnes_matched,tl_weighted,sppr,ppr
Cephalopods,20812.934995008804,3.883211871210261,764.2085129140046,15905422.101911522
Jellyfish,50676.829383063,3.437928233374196,274.11211676182126,13891132.972969059
Large bathydemersals (>=90 cm),5160.2323106803,3.834137920209619,682.5554209120037,3522144.536820113
Large bathypelagics (>=90 cm),0.0366913061,4.164355412630023,1460.0085955629183,53.56962228843014
Large benthopelagics (>=90 cm),11357.61045494,3.272762782954974,187.397064240731,2128382.8560455893
Large demersals (>=90 cm),4920.998222732401,4.255084376846237,1799.220442480531,8853960.599750496
Large flatfishes (>=90 cm),1065.284680887,4.2782055422025245,1897.60380363407,2021488.2624042775
Large pelagics (>=90 cm),35591.609171308104,4.349851633821059,2237.956464399636,79652471.82331434
Large rays (>=90 cm),1643.2937593865,3.632870611938951,429.4084753180726,705644.2677178605
Large reef assoc. fish (>=90 cm),3813.6161532003,3.5944170918858465,393.0222086314954,1498835.8434035291
Large sharks (>=90 cm),14198.3966801304,4.123326419006599,1328.3925124366867,18861043.838491134
"Lobsters, crabs",40370.8004359025,3.793639180330657,621.7834816104582,25101896.85043646
Medium bathydemersals (30 - 89 cm),988.9755804001999,3.5633543523440574,365.89321179237805,361859.45149686036
Medium benthopelagics (30 - 89 cm),296620.78710831696,4.349693255803573,2237.140477778303,663582369.3904766
Medium demersals (30 - 89 cm),196220.2209344742,3.473882762746042,297.77124911483105,58428740.28924651
Medium pelagics (30 - 89 cm),96936.796505461,3.3215329331459094,209.66837686681174,20324580.781968437
Medium reef assoc. fish (30 - 89 cm),15196.408052597602,3.9179086095006173,827.7679545290657,12579099.60988774
Other demersal invertebrates,23788.7611625672,2.259597050777358,18.180132779021626,432482.8365839046
Shrimps,28771.1951542897,2.9555543334449332,90.27226376710128,2597240.917862786
Small benthopelagics (<30 cm),1478.4967141666,3.575727967598953,376.4679139896027,556606.5738227818
Small demersals (<30 cm),7052.469495210999,3.8286995928003447,674.0616091305536,4753798.936286069
Small pelagics (<30 cm),165493.7171602589,2.922079423396063,83.57558465565471,13831234.168506194
Small to medium flatfishes (<90 cm),15130.773216357999,3.628023403535823,424.64244673059125,6425168.559519958
Small to medium rays (<90 cm),246.2148993012,3.7628667497145343,579.2509433146713,142620.2126783469
Small to medium sharks (<90 cm),1.1601356049,3.58,380.1893963205613,441.0712552769202
