taxon,groups,weights,weight_basis,confidence,catch_tonnes,SPPR_1986,SPPR_1995_TE0.1,SPPR_1995_TEmean,Ulanowicz_globalTEmean,Ulanowicz_TE,EwE_TE_noEE,EwE_TE_EE,SPPR_2015,new_TE_noEEfix,new_TE_EEfix,new_GE,new_WithEgestion,sym_TE_asPP,sym_TE_asDC,sym_GE_asPP,sym_GE_asDC,sym_WithEgestion_asPP,sym_WithEgestion_asDC,MC_new_GE,MC_new_TE_EEfix,SPPR_1995_TEmean_catch,Ulanowicz_globalTEmean_catch
Euthynnus affinis,Juvenile large pelagic fish | Pelagic fish (> 30 cm),0.899939 | 0.100061,model_catch,medium,816087.965,63.434269,92.005775,206.984752,1189.772627,223.065849,230.564829,148.455132,255.179301,255.179301,255.179301,33.419239,18.716060,255.179301,255.179301,33.419239,33.419239,18.716060,18.716060,34.380036,269.191776,26.756147,45.652518
Auxis,Juvenile large pelagic fish | Pelagic fish (> 30 cm),0.899939 | 0.100061,model_catch,medium,803741.611,63.434269,92.005775,206.984752,1189.772627,223.065849,230.564829,148.455132,255.179301,255.179301,255.179301,33.419239,18.716060,255.179301,255.179301,33.419239,33.419239,18.716060,18.716060,34.380036,269.191776,26.756147,45.652518
Pampus argenteus,Pomfret (stromateids),1.000000,single,high,794370.862,63.434269,336.393851,930.422112,2272.634239,465.630742,483.589541,459.410064,1101.511253,1101.511253,1101.511253,105.929949,51.426987,1101.511253,1101.511253,105.929949,105.929949,51.426987,51.426987,110.875796,1226.777070,70.210872,96.760698
Spratelloides gracilis,Pelagic fish (≤ 30 cm),1.000000,single,medium,757719.185,63.434269,60.479203,123.916392,184.333489,82.963782,82.963782,61.393198,82.861621,82.861621,82.861621,19.548829,12.624641,82.861621,82.861621,19.548829,19.548829,12.624641,12.624641,19.621964,85.282461,20.037581,23.973469
Bivalvia,Non-ceph molluscs,1.000000,single,high,749929.762,63.434269,14.712171,23.542407,66.945703,14.797601,14.797601,14.072519,15.301656,15.301656,15.301656,6.337314,4.346392,15.301656,15.301656,6.337314,6.337314,4.346392,4.346392,6.495924,15.811216,7.132443,9.854636
Dussumieria,Pelagic fish (≤ 30 cm),1.000000,single,medium,697208.687,63.434269,60.479203,123.916392,184.333489,82.963782,82.963782,61.393198,82.861621,82.861621,82.861621,19.548829,12.624641,82.861621,82.861621,19.548829,19.548829,12.624641,12.624641,19.621964,85.282461,20.037581,23.973469
Carcharhinus,Demersal sharks and rays | Pelagic sharks and rays,0.813468 | 0.186532,catch_composition,low,685947.922,63.434269,418.405771,1233.714268,16384.867956,926.508706,948.439839,867.161249,1398.188480,1398.188480,1398.188480,127.296233,56.029869,1398.188480,1398.188480,127.296233,127.296233,56.029869,56.029869,131.360768,1538.722280,80.435712,173.213520
Lutjanus,Snappers,1.000000,single,high,665694.576,63.434269,536.638231,1610.571623,12376.733572,525.090844,542.355915,515.238119,725.901962,725.901962,725.901962,163.181781,72.177790,725.901962,725.901962,163.181781,163.181781,72.177790,72.177790,164.390743,802.697922,98.768345,188.729954
Penaeus merguiensis,Shrimps,1.000000,single,high,664922.307,63.434269,20.606299,34.975139,80.509664,20.320611,20.320611,19.304581,20.277168,20.277168,20.277168,8.595684,5.924649,20.277168,20.277168,8.595684,8.595684,5.924649,5.924649,8.765007,20.714839,9.123443,12.775807
Octopoda,Cephalopods,1.000000,single,high,662621.716,63.434269,165.179677,403.438538,1806.275122,290.545782,293.904290,115.504386,531.624857,531.624857,531.624857,31.248602,16.100034,531.624857,531.624857,31.248602,31.248602,16.100034,16.100034,32.328440,587.981629,41.753504,65.561648
Clupanodon thrissa,Pelagic fish (≤ 30 cm),1.000000,single,medium,647036.927,63.434269,60.479203,123.916392,184.333489,82.963782,82.963782,61.393198,82.861621,82.861621,82.861621,19.548829,12.624641,82.861621,82.861621,19.548829,19.548829,12.624641,12.624641,19.621964,85.282461,20.037581,23.973469
Sardinella fimbriata,Pelagic fish (≤ 30 cm),1.000000,single,medium,639879.15,63.434269,60.479203,123.916392,184.333489,82.963782,82.963782,61.393198,82.861621,82.861621,82.861621,19.548829,12.624641,82.861621,82.861621,19.548829,19.548829,12.624641,12.624641,19.621964,85.282461,20.037581,23.973469
Ruvettus pretiosus,Unresolved,,,unresolved,635369.554,,,,,,,,,,,,,,,,,,,,,,
Lates calcarifer,Juvenile demersal fish (> 30 cm) | Adult demersal fish (> 30 cm),0.899915 | 0.100085,model_catch,medium,632668.965,63.434269,122.316169,286.728044,2340.575757,204.767879,206.522246,149.869278,252.256118,252.256118,252.256118,40.505014,22.148998,252.256118,252.256118,40.505014,40.505014,22.148998,22.148998,41.258511,269.055759,33.188270,55.556032
Carangoides,Juvenile large pelagic fish | Pelagic fish (> 30 cm),0.899939 | 0.100061,model_catch,medium,616681.8,63.434269,92.005775,206.984752,1189.772627,223.065849,230.564829,148.455132,255.179301,255.179301,255.179301,33.419239,18.716060,255.179301,255.179301,33.419239,33.419239,18.716060,18.716060,34.380036,269.191776,26.756147,45.652518
Scomberomorus niphonius,Juvenile large pelagic fish | Pelagic fish (> 30 cm),0.899939 | 0.100061,model_catch,medium,615678.066,63.434269,92.005775,206.984752,1189.772627,223.065849,230.564829,148.455132,255.179301,255.179301,255.179301,33.419239,18.716060,255.179301,255.179301,33.419239,33.419239,18.716060,18.716060,34.380036,269.191776,26.756147,45.652518
Megalaspis cordyla,Juvenile large pelagic fish | Pelagic fish (> 30 cm),0.899939 | 0.100061,model_catch,medium,612069.759,63.434269,92.005775,206.984752,1189.772627,223.065849,230.564829,148.455132,255.179301,255.179301,255.179301,33.419239,18.716060,255.179301,255.179301,33.419239,33.419239,18.716060,18.716060,34.380036,269.191776,26.756147,45.652518
Scomberomorus guttatus,Juvenile large pelagic fish | Pelagic fish (> 30 cm),0.899939 | 0.100061,model_catch,medium,588900.767,63.434269,92.005775,206.984752,1189.772627,223.065849,230.564829,148.455132,255.179301,255.179301,255.179301,33.419239,18.716060,255.179301,255.179301,33.419239,33.419239,18.716060,18.716060,34.380036,269.191776,26.756147,45.652518
Atrobucca nibe,Juvenile large croakers | Croakers (> 30 cm),0.898734 | 0.101266,model_catch,low,588586.829,63.434269,180.267223,448.755994,4655.281597,445.833410,453.703535,257.431403,590.130119,590.130119,590.130119,62.839178,31.157390,590.130119,590.130119,62.839178,62.839178,31.157390,31.157390,65.392286,635.256474,44.356214,85.631596
Trichiuridae,Juvenile Hairtail (trichiurids) | Adult hairtail (trichiurids),0.795455 | 0.204545,model_catch,medium,577893.819,63.434269,710.421967,2239.750901,23933.503037,1101.210241,1141.758761,803.627797,1727.642477,1727.642477,1727.642477,160.440266,68.587954,1727.642477,1727.642477,160.440266,160.440266,68.587954,68.587954,165.147134,1898.579762,121.217921,249.575052
Thunnus tonggol,Juvenile large pelagic fish | Pelagic fish (> 30 cm),0.899939 | 0.100061,model_catch,medium,559808.092,63.434269,92.005775,206.984752,1189.772627,223.065849,230.564829,148.455132,255.179301,255.179301,255.179301,33.419239,18.716060,255.179301,255.179301,33.419239,33.419239,18.716060,18.716060,34.380036,269.191776,26.756147,45.652518
Penaeus indicus,Shrimps,1.000000,single,high,555200.22,63.434269,20.606299,34.975139,80.509664,20.320611,20.320611,19.304581,20.277168,20.277168,20.277168,8.595684,5.924649,20.277168,20.277168,8.595684,8.595684,5.924649,5.924649,8.765007,20.714839,9.123443,12.775807
Rhopilema esculentum,Jellyfish,1.000000,single,high,548978.368,63.434269,103.790936,233.719503,253.736100,147.872082,149.515381,77.747998,388.671891,388.671891,388.671891,34.202274,19.734493,388.671891,388.671891,34.202274,34.202274,19.734493,19.734493,35.387160,427.727713,29.732869,28.492009
Clupeiformes,Pelagic fish (≤ 30 cm) | Juvenile large pelagic fish | Pelagic fish (> 30 cm),0.740799 | 0.233265 | 0.025936,model_catch,low,539337.373,63.434269,68.650915,145.447774,444.944076,119.278344,121.222085,83.959718,127.526494,127.526494,127.526494,23.144050,14.203542,127.526494,127.526494,23.144050,23.144050,14.203542,14.203542,23.447267,132.951895,21.779038,29.592695
Miichthys miiuy,Juvenile large croakers | Croakers (> 30 cm),0.898734 | 0.101266,model_catch,low,538900.161,63.434269,180.267223,448.755994,4655.281597,445.833410,453.703535,257.431403,590.130119,590.130119,590.130119,62.839178,31.157390,590.130119,590.130119,62.839178,62.839178,31.157390,31.157390,65.392286,635.256474,44.356214,85.631596
Platycephalidae,Juvenile demersal fish (> 30 cm) | Adult demersal fish (> 30 cm),0.899915 | 0.100085,model_catch,medium,533637.836,63.434269,122.316169,286.728044,2340.575757,204.767879,206.522246,149.869278,252.256118,252.256118,252.256118,40.505014,22.148998,252.256118,252.256118,40.505014,40.505014,22.148998,22.148998,41.258511,269.055759,33.188270,55.556032
Lutjanidae,Snappers,1.000000,single,high,517939.381,63.434269,536.638231,1610.571623,12376.733572,525.090844,542.355915,515.238119,725.901962,725.901962,725.901962,163.181781,72.177790,725.901962,725.901962,163.181781,163.181781,72.177790,72.177790,164.390743,802.697922,98.768345,188.729954
Chelidonichthys kumu,Juvenile demersal fish (> 30 cm) | Adult demersal fish (> 30 cm),0.899915 | 0.100085,model_catch,medium,511849.701,63.434269,122.316169,286.728044,2340.575757,204.767879,206.522246,149.869278,252.256118,252.256118,252.256118,40.505014,22.148998,252.256118,252.256118,40.505014,40.505014,22.148998,22.148998,41.258511,269.055759,33.188270,55.556032
Chirocentrus dorab,Benthopelagic fish,1.000000,single,low,505880.763,63.434269,57.638856,117.107635,512.579983,196.052075,216.299620,103.607518,258.058840,258.058840,258.058840,30.797768,18.057770,258.058840,258.058840,30.797768,30.797768,18.057770,18.057770,31.541928,269.911942,19.345508,32.639814
Parapenaeopsis,Shrimps,1.000000,single,high,502329.698,63.434269,20.606299,34.975139,80.509664,20.320611,20.320611,19.304581,20.277168,20.277168,20.277168,8.595684,5.924649,20.277168,20.277168,8.595684,8.595684,5.924649,5.924649,8.765007,20.714839,9.123443,12.775807
Lutjanus malabaricus,Snappers,1.000000,single,high,484204.484,63.434269,536.638231,1610.571623,12376.733572,525.090844,542.355915,515.238119,725.901962,725.901962,725.901962,163.181781,72.177790,725.901962,725.901962,163.181781,163.181781,72.177790,72.177790,164.390743,802.697922,98.768345,188.729954
Charybdis,Crabs,1.000000,single,high,478310.795,63.434269,33.254785,61.370255,361.265246,36.393323,36.393323,34.573657,40.538687,40.538687,40.538687,13.471278,8.116499,40.538687,40.538687,13.471278,13.471278,8.116499,8.116499,13.844254,42.087223,12.943175,23.957937
Penaeus japonicus,Shrimps,1.000000,single,high,464825.23,63.434269,20.606299,34.975139,80.509664,20.320611,20.320611,19.304581,20.277168,20.277168,20.277168,8.595684,5.924649,20.277168,20.277168,8.595684,8.595684,5.924649,5.924649,8.765007,20.714839,9.123443,12.775807
Caesionidae,Juvenile demersal fish (> 30 cm) | Adult demersal fish (> 30 cm),0.899915 | 0.100085,model_catch,medium,463221.115,63.434269,122.316169,286.728044,2340.575757,204.767879,206.522246,149.869278,252.256118,252.256118,252.256118,40.505014,22.148998,252.256118,252.256118,40.505014,40.505014,22.148998,22.148998,41.258511,269.055759,33.188270,55.556032
Trichiurus,Juvenile Hairtail (trichiurids) | Adult hairtail (trichiurids),0.795455 | 0.204545,model_catch,medium,448520.701,63.434269,710.421967,2239.750901,23933.503037,1101.210241,1141.758761,803.627797,1727.642477,1727.642477,1727.642477,160.440266,68.587954,1727.642477,1727.642477,160.440266,160.440266,68.587954,68.587954,165.147134,1898.579762,121.217921,249.575052
Sphyraena,Juvenile large pelagic fish | Pelagic fish (> 30 cm),0.899939 | 0.100061,model_catch,medium,444174.863,63.434269,92.005775,206.984752,1189.772627,223.065849,230.564829,148.455132,255.179301,255.179301,255.179301,33.419239,18.716060,255.179301,255.179301,33.419239,33.419239,18.716060,18.716060,34.380036,269.191776,26.756147,45.652518
Metapenaeus,Shrimps,1.000000,single,high,443125.392,63.434269,20.606299,34.975139,80.509664,20.320611,20.320611,19.304581,20.277168,20.277168,20.277168,8.595684,5.924649,20.277168,20.277168,8.595684,8.595684,5.924649,5.924649,8.765007,20.714839,9.123443,12.775807
Pennahia,Croakers (≤ 30 cm),1.000000,single,high,433578.719,63.434269,201.311033,508.991236,3291.343690,203.698981,213.685142,204.710366,259.970092,259.970092,259.970092,47.820494,24.052070,259.970092,259.970092,47.820494,47.820494,24.052070,24.052070,49.222775,276.458959,48.246889,84.276482
Selar crumenophthalmus,Juvenile large pelagic fish | Pelagic fish (> 30 cm),0.899939 | 0.100061,model_catch,medium,421913.755,63.434269,92.005775,206.984752,1189.772627,223.065849,230.564829,148.455132,255.179301,255.179301,255.179301,33.419239,18.716060,255.179301,255.179301,33.419239,33.419239,18.716060,18.716060,34.380036,269.191776,26.756147,45.652518
Penaeus,Shrimps,1.000000,single,high,403968.297,63.434269,20.606299,34.975139,80.509664,20.320611,20.320611,19.304581,20.277168,20.277168,20.277168,8.595684,5.924649,20.277168,20.277168,8.595684,8.595684,5.924649,5.924649,8.765007,20.714839,9.123443,12.775807
Himantura,Demersal sharks and rays,1.000000,single,medium,379841.387,63.434269,308.191832,839.467528,16975.303945,491.286117,501.446660,434.754254,701.695589,701.695589,701.695589,112.939058,50.000680,701.695589,701.695589,112.939058,112.939058,50.000680,50.000680,116.377132,773.589869,65.859366,160.380323
Menidae,Benthopelagic fish,1.000000,single,low,371399.477,63.434269,57.638856,117.107635,512.579983,196.052075,216.299620,103.607518,258.058840,258.058840,258.058840,30.797768,18.057770,258.058840,258.058840,30.797768,30.797768,18.057770,18.057770,31.541928,269.911942,19.345508,32.639814
Scolopsis,Threadfin bream (nemipterids),1.000000,single,high,364074.701,63.434269,158.440780,384.171088,2655.762507,197.386659,204.295758,173.038507,255.525547,255.525547,255.525547,52.390697,26.389157,255.525547,255.525547,52.390697,52.390697,26.389157,26.389157,54.745187,271.312978,40.501823,68.999873
Siganus,Juvenile demersal fish (> 30 cm) | Adult demersal fish (> 30 cm),0.899915 | 0.100085,model_catch,medium,362007.933,63.434269,122.316169,286.728044,2340.575757,204.767879,206.522246,149.869278,252.256118,252.256118,252.256118,40.505014,22.148998,252.256118,252.256118,40.505014,40.505014,22.148998,22.148998,41.258511,269.055759,33.188270,55.556032
Pagrus auratus,Juvenile demersal fish (> 30 cm) | Adult demersal fish (> 30 cm),0.899915 | 0.100085,model_catch,medium,354062.162,63.434269,122.316169,286.728044,2340.575757,204.767879,206.522246,149.869278,252.256118,252.256118,252.256118,40.505014,22.148998,252.256118,252.256118,40.505014,40.505014,22.148998,22.148998,41.258511,269.055759,33.188270,55.556032
Nemipterus hexodon,Threadfin bream (nemipterids),1.000000,single,high,353362.395,63.434269,158.440780,384.171088,2655.762507,197.386659,204.295758,173.038507,255.525547,255.525547,255.525547,52.390697,26.389157,255.525547,255.525547,52.390697,52.390697,26.389157,26.389157,54.745187,271.312978,40.501823,68.999873
Penaeus penicillatus,Shrimps,1.000000,single,high,343865.889,63.434269,20.606299,34.975139,80.509664,20.320611,20.320611,19.304581,20.277168,20.277168,20.277168,8.595684,5.924649,20.277168,20.277168,8.595684,8.595684,5.924649,5.924649,8.765007,20.714839,9.123443,12.775807
Thunnus obesus,Juvenile large pelagic fish | Pelagic fish (> 30 cm),0.899939 | 0.100061,model_catch,medium,339239.903,63.434269,92.005775,206.984752,1189.772627,223.065849,230.564829,148.455132,255.179301,255.179301,255.179301,33.419239,18.716060,255.179301,255.179301,33.419239,33.419239,18.716060,18.716060,34.380036,269.191776,26.756147,45.652518
Muraenesocidae,Juvenile demersal fish (> 30 cm) | Adult demersal fish (> 30 cm),0.899915 | 0.100085,model_catch,medium,332602.937,63.434269,122.316169,286.728044,2340.575757,204.767879,206.522246,149.869278,252.256118,252.256118,252.256118,40.505014,22.148998,252.256118,252.256118,40.505014,40.505014,22.148998,22.148998,41.258511,269.055759,33.188270,55.556032
Dussumieria acuta,Pelagic fish (≤ 30 cm),1.000000,single,medium,321622.662,63.434269,60.479203,123.916392,184.333489,82.963782,82.963782,61.393198,82.861621,82.861621,82.861621,19.548829,12.624641,82.861621,82.861621,19.548829,19.548829,12.624641,12.624641,19.621964,85.282461,20.037581,23.973469
Pennahia argentata,Croakers (≤ 30 cm),1.000000,single,high,317044.811,63.434269,201.311033,508.991236,3291.343690,203.698981,213.685142,204.710366,259.970092,259.970092,259.970092,47.820494,24.052070,259.970092,259.970092,47.820494,47.820494,24.052070,24.052070,49.222775,276.458959,48.246889,84.276482
Stephanolepis cirrhifer,Demesral fish (≤ 30 cm),1.000000,single,medium,314941.948,63.434269,94.890207,210.352855,1121.780150,129.319305,133.942490,127.245366,182.736457,182.736457,182.736457,42.102292,22.827740,182.736457,182.736457,42.102292,42.102292,22.827740,22.827740,42.763428,199.476509,27.847373,44.954892
Stromateidae,Pomfret (stromateids),1.000000,single,high,314846.403,63.434269,336.393851,930.422112,2272.634239,465.630742,483.589541,459.410064,1101.511253,1101.511253,1101.511253,105.929949,51.426987,1101.511253,1101.511253,105.929949,105.929949,51.426987,51.426987,110.875796,1226.777070,70.210872,96.760698
Lutjanus johnii,Snappers,1.000000,single,high,313146.66,63.434269,536.638231,1610.571623,12376.733572,525.090844,542.355915,515.238119,725.901962,725.901962,725.901962,163.181781,72.177790,725.901962,725.901962,163.181781,163.181781,72.177790,72.177790,164.390743,802.697922,98.768345,188.729954
Elagatis bipinnulata,Juvenile large pelagic fish | Pelagic fish (> 30 cm),0.899939 | 0.100061,model_catch,medium,311414.499,63.434269,92.005775,206.984752,1189.772627,223.065849,230.564829,148.455132,255.179301,255.179301,255.179301,33.419239,18.716060,255.179301,255.179301,33.419239,33.419239,18.716060,18.716060,34.380036,269.191776,26.756147,45.652518
Saurida,Lizard fish (synodontids),1.000000,single,high,306283.862,63.434269,663.719518,2067.391180,14570.760747,601.546845,615.805491,405.200013,910.958178,910.958178,910.958178,95.587938,42.724455,910.958178,910.958178,95.587938,95.587938,42.724455,42.724455,100.049087,994.694622,115.362564,193.500934
Serranidae,Adult groupers,1.000000,single,high,301377.47,63.434269,536.399665,1609.730473,13598.164881,393.611873,402.744057,382.606854,573.177297,573.177297,573.177297,98.963478,43.907195,573.177297,573.177297,98.963478,98.963478,43.907195,43.907195,102.370282,627.352817,98.736259,191.555980
Tegillarca granosa,Non-ceph molluscs,1.000000,single,high,300639.32,63.434269,14.712171,23.542407,66.945703,14.797601,14.797601,14.072519,15.301656,15.301656,15.301656,6.337314,4.346392,15.301656,15.301656,6.337314,6.337314,4.346392,4.346392,6.495924,15.811216,7.132443,9.854636
Pristipomoides,Snappers,1.000000,single,high,297656.63,63.434269,536.638231,1610.571623,12376.733572,525.090844,542.355915,515.238119,725.901962,725.901962,725.901962,163.181781,72.177790,725.901962,725.901962,163.181781,163.181781,72.177790,72.177790,164.390743,802.697922,98.768345,188.729954
Apogonidae,Demesral fish (≤ 30 cm),1.000000,single,medium,284226.152,63.434269,94.890207,210.352855,1121.780150,129.319305,133.942490,127.245366,182.736457,182.736457,182.736457,42.102292,22.827740,182.736457,182.736457,42.102292,42.102292,22.827740,22.827740,42.763428,199.476509,27.847373,44.954892
Miscellaneous aquatic invertebrates,Polychaetes | Echinoderms | Benthic crustaceans | Non-ceph molluscs | Sessile/other invertebrates,0.000000 | 0.008543 | 0.136178 | 0.855205 | 0.000074,catch_composition,low,281172.914,63.434269,14.897287,23.893969,75.745848,17.478891,17.478891,14.803371,18.732996,18.732996,18.732996,6.768223,4.619154,18.732996,18.732996,6.768223,6.768223,4.619154,4.619154,6.937796,19.402291,7.197027,10.185386
Scomber australasicus,Juvenile large pelagic fish | Pelagic fish (> 30 cm),0.899939 | 0.100061,model_catch,medium,273604.383,63.434269,92.005775,206.984752,1189.772627,223.065849,230.564829,148.455132,255.179301,255.179301,255.179301,33.419239,18.716060,255.179301,255.179301,33.419239,33.419239,18.716060,18.716060,34.380036,269.191776,26.756147,45.652518
Sepia,Cephalopods,1.000000,single,high,265683.914,63.434269,165.179677,403.438538,1806.275122,290.545782,293.904290,115.504386,531.624857,531.624857,531.624857,31.248602,16.100034,531.624857,531.624857,31.248602,31.248602,16.100034,16.100034,32.328440,587.981629,41.753504,65.561648
Epinephelus coioides,Adult groupers,1.000000,single,high,264464.845,63.434269,536.399665,1609.730473,13598.164881,393.611873,402.744057,382.606854,573.177297,573.177297,573.177297,98.963478,43.907195,573.177297,573.177297,98.963478,98.963478,43.907195,43.907195,102.370282,627.352817,98.736259,191.555980
Larimichthys polyactis,Croakers (≤ 30 cm) | Juvenile large croakers | Croakers (> 30 cm),0.307625 | 0.622261 | 0.070114,model_catch,low,263763.118,63.434269,186.740822,467.285854,4235.700348,371.346833,379.867903,241.213100,488.564677,488.564677,488.564677,58.219057,28.971617,488.564677,488.564677,58.219057,58.219057,28.971617,28.971617,60.418141,524.881428,45.553082,85.214730
Tetraodontidae,Juvenile demersal fish (> 30 cm) | Adult demersal fish (> 30 cm),0.899915 | 0.100085,model_catch,medium,263264.128,63.434269,122.316169,286.728044,2340.575757,204.767879,206.522246,149.869278,252.256118,252.256118,252.256118,40.505014,22.148998,252.256118,252.256118,40.505014,40.505014,22.148998,22.148998,41.258511,269.055759,33.188270,55.556032
Exocoetidae,Pelagic fish (≤ 30 cm),1.000000,single,medium,259369.398,63.434269,60.479203,123.916392,184.333489,82.963782,82.963782,61.393198,82.861621,82.861621,82.861621,19.548829,12.624641,82.861621,82.861621,19.548829,19.548829,12.624641,12.624641,19.621964,85.282461,20.037581,23.973469
Upeneus,Demesral fish (≤ 30 cm),1.000000,single,medium,257735.526,63.434269,94.890207,210.352855,1121.780150,129.319305,133.942490,127.245366,182.736457,182.736457,182.736457,42.102292,22.827740,182.736457,182.736457,42.102292,42.102292,22.827740,22.827740,42.763428,199.476509,27.847373,44.954892
Seriola,Juvenile large pelagic fish | Pelagic fish (> 30 cm),0.899939 | 0.100061,model_catch,medium,256610.285,63.434269,92.005775,206.984752,1189.772627,223.065849,230.564829,148.455132,255.179301,255.179301,255.179301,33.419239,18.716060,255.179301,255.179301,33.419239,33.419239,18.716060,18.716060,34.380036,269.191776,26.756147,45.652518
Conger myriaster,Juvenile demersal fish (> 30 cm) | Adult demersal fish (> 30 cm),0.899915 | 0.100085,model_catch,medium,251358.773,63.434269,122.316169,286.728044,2340.575757,204.767879,206.522246,149.869278,252.256118,252.256118,252.256118,40.505014,22.148998,252.256118,252.256118,40.505014,40.505014,22.148998,22.148998,41.258511,269.055759,33.188270,55.556032
Mugil,Juvenile demersal fish (> 30 cm) | Adult demersal fish (> 30 cm),0.899915 | 0.100085,model_catch,medium,250541.412,63.434269,122.316169,286.728044,2340.575757,204.767879,206.522246,149.869278,252.256118,252.256118,252.256118,40.505014,22.148998,252.256118,252.256118,40.505014,40.505014,22.148998,22.148998,41.258511,269.055759,33.188270,55.556032
Psettodes erumei,Demesral fish (≤ 30 cm) | Juvenile demersal fish (> 30 cm) | Adult demersal fish (> 30 cm),0.337041 | 0.596607 | 0.066352,model_catch,low,243309.877,63.434269,113.072509,260.986510,1929.792242,179.338652,182.059927,142.244102,228.825175,228.825175,228.825175,41.043362,22.377762,228.825175,228.825175,41.043362,41.043362,22.377762,22.377762,41.765729,245.604732,31.388171,51.983018
Acetes,Zooplankton,1.000000,single,high,228664.177,63.434269,10.000000,14.957361,14.957361,19.607843,19.607843,6.000000,19.579740,19.579740,19.579740,6.014009,4.812426,19.579740,19.579740,6.014009,6.014009,4.812426,4.812426,6.106719,20.269002,5.379160,5.379160
Cypselurus poecilopterus,Pelagic fish (≤ 30 cm),1.000000,single,medium,227463.169,63.434269,60.479203,123.916392,184.333489,82.963782,82.963782,61.393198,82.861621,82.861621,82.861621,19.548829,12.624641,82.861621,82.861621,19.548829,19.548829,12.624641,12.624641,19.621964,85.282461,20.037581,23.973469
Decapterus russelli,Juvenile large pelagic fish | Pelagic fish (> 30 cm),0.899939 | 0.100061,model_catch,medium,223374.635,63.434269,92.005775,206.984752,1189.772627,223.065849,230.564829,148.455132,255.179301,255.179301,255.179301,33.419239,18.716060,255.179301,255.179301,33.419239,33.419239,18.716060,18.716060,34.380036,269.191776,26.756147,45.652518
Lethrinidae,Juvenile demersal fish (> 30 cm) | Adult demersal fish (> 30 cm),0.899915 | 0.100085,model_catch,medium,223228.683,63.434269,122.316169,286.728044,2340.575757,204.767879,206.522246,149.869278,252.256118,252.256118,252.256118,40.505014,22.148998,252.256118,252.256118,40.505014,40.505014,22.148998,22.148998,41.258511,269.055759,33.188270,55.556032
Scomberoides,Juvenile large pelagic fish | Pelagic fish (> 30 cm),0.899939 | 0.100061,model_catch,medium,213902.867,63.434269,92.005775,206.984752,1189.772627,223.065849,230.564829,148.455132,255.179301,255.179301,255.179301,33.419239,18.716060,255.179301,255.179301,33.419239,33.419239,18.716060,18.716060,34.380036,269.191776,26.756147,45.652518
Caranx,Juvenile large pelagic fish | Pelagic fish (> 30 cm),0.899939 | 0.100061,model_catch,medium,208223.393,63.434269,92.005775,206.984752,1189.772627,223.065849,230.564829,148.455132,255.179301,255.179301,255.179301,33.419239,18.716060,255.179301,255.179301,33.419239,33.419239,18.716060,18.716060,34.380036,269.191776,26.756147,45.652518
Muraenesox,Juvenile demersal fish (> 30 cm) | Adult demersal fish (> 30 cm),0.899915 | 0.100085,model_catch,medium,206325.739,63.434269,122.316169,286.728044,2340.575757,204.767879,206.522246,149.869278,252.256118,252.256118,252.256118,40.505014,22.148998,252.256118,252.256118,40.505014,40.505014,22.148998,22.148998,41.258511,269.055759,33.188270,55.556032
Cephalopholis boenak,Adult groupers,1.000000,single,high,195009.722,63.434269,536.399665,1609.730473,13598.164881,393.611873,402.744057,382.606854,573.177297,573.177297,573.177297,98.963478,43.907195,573.177297,573.177297,98.963478,98.963478,43.907195,43.907195,102.370282,627.352817,98.736259,191.555980
Decapterus maruadsi,Pelagic fish (≤ 30 cm),1.000000,single,medium,185635.069,63.434269,60.479203,123.916392,184.333489,82.963782,82.963782,61.393198,82.861621,82.861621,82.861621,19.548829,12.624641,82.861621,82.861621,19.548829,19.548829,12.624641,12.624641,19.621964,85.282461,20.037581,23.973469
Veneridae,Non-ceph molluscs,1.000000,single,high,185556.572,63.434269,14.712171,23.542407,66.945703,14.797601,14.797601,14.072519,15.301656,15.301656,15.301656,6.337314,4.346392,15.301656,15.301656,6.337314,6.337314,4.346392,4.346392,6.495924,15.811216,7.132443,9.854636
Isurus,Pelagic sharks and rays,1.000000,single,medium,177314.833,63.434269,899.050009,2953.028766,13809.969931,2824.519339,2897.782152,2752.893044,4435.601859,4435.601859,4435.601859,189.908034,82.323229,4435.601859,4435.601859,189.908034,189.908034,82.323229,82.323229,196.704573,4875.473381,144.003326,229.179235
Sphyraenidae,Juvenile large pelagic fish | Pelagic fish (> 30 cm),0.899939 | 0.100061,model_catch,medium,173833.433,63.434269,92.005775,206.984752,1189.772627,223.065849,230.564829,148.455132,255.179301,255.179301,255.179301,33.419239,18.716060,255.179301,255.179301,33.419239,33.419239,18.716060,18.716060,34.380036,269.191776,26.756147,45.652518
Mene maculata,Benthopelagic fish,1.000000,single,low,172674.819,63.434269,57.638856,117.107635,512.579983,196.052075,216.299620,103.607518,258.058840,258.058840,258.058840,30.797768,18.057770,258.058840,258.058840,30.797768,30.797768,18.057770,18.057770,31.541928,269.911942,19.345508,32.639814
Chirocentrus,Juvenile large pelagic fish | Pelagic fish (> 30 cm),0.899939 | 0.100061,model_catch,medium,164669.443,63.434269,92.005775,206.984752,1189.772627,223.065849,230.564829,148.455132,255.179301,255.179301,255.179301,33.419239,18.716060,255.179301,255.179301,33.419239,33.419239,18.716060,18.716060,34.380036,269.191776,26.756147,45.652518
