taxon,groups,weights,weight_basis,confidence,catch_tonnes,SPPR_1986,SPPR_1995_TE0.1,SPPR_1995_TEmean,Ulanowicz_globalTEmean,Ulanowicz_TE,EwE_TE_noEE,EwE_TE_EE,SPPR_2015,new_TE_noEEfix,new_TE_EEfix,new_GE,new_WithEgestion,sym_TE_asPP,sym_TE_asDC,sym_GE_asPP,sym_GE_asDC,sym_WithEgestion_asPP,sym_WithEgestion_asDC,MC_new_GE,MC_new_TE_EEfix,SPPR_1995_TEmean_catch,Ulanowicz_globalTEmean_catch
Portunus,Crabs,1.000000,single,high,163445.867,63.434269,33.254785,61.370255,361.265246,36.393323,36.393323,34.573657,40.538687,40.538687,40.538687,13.471278,8.116499,40.538687,40.538687,13.471278,13.471278,8.116499,8.116499,13.844254,42.087223,12.943175,23.957937
Pleuronectiformes,Demesral fish (≤ 30 cm) | Juvenile demersal fish (> 30 cm) | Adult demersal fish (> 30 cm),0.337041 | 0.596607 | 0.066352,model_catch,low,161684.721,63.434269,113.072509,260.986510,1929.792242,179.338652,182.059927,142.244102,228.825175,228.825175,228.825175,41.043362,22.377762,228.825175,228.825175,41.043362,41.043362,22.377762,22.377762,41.765729,245.604732,31.388171,51.983018
Paralichthys olivaceus,Demesral fish (≤ 30 cm) | Juvenile demersal fish (> 30 cm) | Adult demersal fish (> 30 cm),0.337041 | 0.596607 | 0.066352,model_catch,low,146826.077,63.434269,113.072509,260.986510,1929.792242,179.338652,182.059927,142.244102,228.825175,228.825175,228.825175,41.043362,22.377762,228.825175,228.825175,41.043362,41.043362,22.377762,22.377762,41.765729,245.604732,31.388171,51.983018
Polynemidae,Demesral fish (≤ 30 cm),1.000000,single,medium,140604.644,63.434269,94.890207,210.352855,1121.780150,129.319305,133.942490,127.245366,182.736457,182.736457,182.736457,42.102292,22.827740,182.736457,182.736457,42.102292,42.102292,22.827740,22.827740,42.763428,199.476509,27.847373,44.954892
Caranx ignobilis,Juvenile large pelagic fish | Pelagic fish (> 30 cm),0.899939 | 0.100061,model_catch,medium,138824.233,63.434269,92.005775,206.984752,1189.772627,223.065849,230.564829,148.455132,255.179301,255.179301,255.179301,33.419239,18.716060,255.179301,255.179301,33.419239,33.419239,18.716060,18.716060,34.380036,269.191776,26.756147,45.652518
Pomadasys,Juvenile demersal fish (> 30 cm) | Adult demersal fish (> 30 cm),0.899915 | 0.100085,model_catch,medium,133963.582,63.434269,122.316169,286.728044,2340.575757,204.767879,206.522246,149.869278,252.256118,252.256118,252.256118,40.505014,22.148998,252.256118,252.256118,40.505014,40.505014,22.148998,22.148998,41.258511,269.055759,33.188270,55.556032
Gastropoda,Non-ceph molluscs,1.000000,single,high,133445.785,63.434269,14.712171,23.542407,66.945703,14.797601,14.797601,14.072519,15.301656,15.301656,15.301656,6.337314,4.346392,15.301656,15.301656,6.337314,6.337314,4.346392,4.346392,6.495924,15.811216,7.132443,9.854636
Psenopsis anomala,Melon seed,1.000000,single,high,132192.441,63.434269,99.186124,221.584977,947.094828,303.805702,309.938847,308.079214,380.194991,380.194991,380.194991,75.340867,44.473333,380.194991,380.194991,75.340867,75.340867,44.473333,44.473333,77.493975,406.087144,28.763089,39.237529
Platycephalus indicus,Juvenile demersal fish (> 30 cm) | Adult demersal fish (> 30 cm),0.899915 | 0.100085,model_catch,medium,128648.431,63.434269,122.316169,286.728044,2340.575757,204.767879,206.522246,149.869278,252.256118,252.256118,252.256118,40.505014,22.148998,252.256118,252.256118,40.505014,40.505014,22.148998,22.148998,41.258511,269.055759,33.188270,55.556032
Ommastrephidae,Cephalopods,1.000000,single,high,125296.493,63.434269,165.179677,403.438538,1806.275122,290.545782,293.904290,115.504386,531.624857,531.624857,531.624857,31.248602,16.100034,531.624857,531.624857,31.248602,31.248602,16.100034,16.100034,32.328440,587.981629,41.753504,65.561648
Gobiidae,Demesral fish (≤ 30 cm),1.000000,single,medium,123268.174,63.434269,94.890207,210.352855,1121.780150,129.319305,133.942490,127.245366,182.736457,182.736457,182.736457,42.102292,22.827740,182.736457,182.736457,42.102292,42.102292,22.827740,22.827740,42.763428,199.476509,27.847373,44.954892
Cephea,Jellyfish,1.000000,single,high,120878.508,63.434269,103.790936,233.719503,253.736100,147.872082,149.515381,77.747998,388.671891,388.671891,388.671891,34.202274,19.734493,388.671891,388.671891,34.202274,34.202274,19.734493,19.734493,35.387160,427.727713,29.732869,28.492009
Haemulidae,Juvenile demersal fish (> 30 cm) | Adult demersal fish (> 30 cm),0.899915 | 0.100085,model_catch,medium,117050.836,63.434269,122.316169,286.728044,2340.575757,204.767879,206.522246,149.869278,252.256118,252.256118,252.256118,40.505014,22.148998,252.256118,252.256118,40.505014,40.505014,22.148998,22.148998,41.258511,269.055759,33.188270,55.556032
Mytilidae,Non-ceph molluscs,1.000000,single,high,115007.309,63.434269,14.712171,23.542407,66.945703,14.797601,14.797601,14.072519,15.301656,15.301656,15.301656,6.337314,4.346392,15.301656,15.301656,6.337314,6.337314,4.346392,4.346392,6.495924,15.811216,7.132443,9.854636
Upeneus moluccensis,Demesral fish (≤ 30 cm),1.000000,single,medium,108216.654,63.434269,94.890207,210.352855,1121.780150,129.319305,133.942490,127.245366,182.736457,182.736457,182.736457,42.102292,22.827740,182.736457,182.736457,42.102292,42.102292,22.827740,22.827740,42.763428,199.476509,27.847373,44.954892
Perna viridis,Non-ceph molluscs,1.000000,single,high,102837.253,63.434269,14.712171,23.542407,66.945703,14.797601,14.797601,14.072519,15.301656,15.301656,15.301656,6.337314,4.346392,15.301656,15.301656,6.337314,6.337314,4.346392,4.346392,6.495924,15.811216,7.132443,9.854636
Terapon,Juvenile demersal fish (> 30 cm) | Adult demersal fish (> 30 cm),0.899915 | 0.100085,model_catch,medium,101597.254,63.434269,122.316169,286.728044,2340.575757,204.767879,206.522246,149.869278,252.256118,252.256118,252.256118,40.505014,22.148998,252.256118,252.256118,40.505014,40.505014,22.148998,22.148998,41.258511,269.055759,33.188270,55.556032
Pampus chinensis,Pomfret (stromateids),1.000000,single,high,100274.619,63.434269,336.393851,930.422112,2272.634239,465.630742,483.589541,459.410064,1101.511253,1101.511253,1101.511253,105.929949,51.426987,1101.511253,1101.511253,105.929949,105.929949,51.426987,51.426987,110.875796,1226.777070,70.210872,96.760698
Rhizostomeae,Jellyfish,1.000000,single,high,98320.457,63.434269,103.790936,233.719503,253.736100,147.872082,149.515381,77.747998,388.671891,388.671891,388.671891,34.202274,19.734493,388.671891,388.671891,34.202274,34.202274,19.734493,19.734493,35.387160,427.727713,29.732869,28.492009
Sillago,Juvenile demersal fish (> 30 cm) | Adult demersal fish (> 30 cm),0.899915 | 0.100085,model_catch,medium,91698.603,63.434269,122.316169,286.728044,2340.575757,204.767879,206.522246,149.869278,252.256118,252.256118,252.256118,40.505014,22.148998,252.256118,252.256118,40.505014,40.505014,22.148998,22.148998,41.258511,269.055759,33.188270,55.556032
Scyllaridae,Benthic crustaceans,1.000000,single,high,91368.081,63.434269,15.812995,25.625228,117.661160,26.521997,26.521997,16.364072,26.788291,26.788291,26.788291,8.783270,6.008062,26.788291,26.788291,8.783270,8.783270,6.008062,6.008062,9.002898,27.587502,7.518599,11.739028
Anodontostoma chacunda,Pelagic fish (≤ 30 cm),1.000000,single,medium,90336.009,63.434269,60.479203,123.916392,184.333489,82.963782,82.963782,61.393198,82.861621,82.861621,82.861621,19.548829,12.624641,82.861621,82.861621,19.548829,19.548829,12.624641,12.624641,19.621964,85.282461,20.037581,23.973469
Echinoidea,Echinoderms,1.000000,single,high,87912.766,63.434269,18.617087,31.042889,287.996972,140.253147,140.253147,62.272397,232.352791,232.352791,232.352791,17.531453,9.620181,232.352791,232.352791,17.531453,17.531453,9.620181,9.620181,17.994086,246.871859,8.471159,18.449677
Ariomma indica,Benthopelagic fish,1.000000,single,low,86849.351,63.434269,57.638856,117.107635,512.579983,196.052075,216.299620,103.607518,258.058840,258.058840,258.058840,30.797768,18.057770,258.058840,258.058840,30.797768,30.797768,18.057770,18.057770,31.541928,269.911942,19.345508,32.639814
Lutjanus quinquelineatus,Snappers,1.000000,single,high,85439.462,63.434269,536.638231,1610.571623,12376.733572,525.090844,542.355915,515.238119,725.901962,725.901962,725.901962,163.181781,72.177790,725.901962,725.901962,163.181781,163.181781,72.177790,72.177790,164.390743,802.697922,98.768345,188.729954
Platycaranx talamparoides,Juvenile large pelagic fish | Pelagic fish (> 30 cm),0.899939 | 0.100061,model_catch,medium,85261.257,63.434269,92.005775,206.984752,1189.772627,223.065849,230.564829,148.455132,255.179301,255.179301,255.179301,33.419239,18.716060,255.179301,255.179301,33.419239,33.419239,18.716060,18.716060,34.380036,269.191776,26.756147,45.652518
Planiliza haematocheilus,Juvenile demersal fish (> 30 cm) | Adult demersal fish (> 30 cm),0.899915 | 0.100085,model_catch,medium,83320.213,63.434269,122.316169,286.728044,2340.575757,204.767879,206.522246,149.869278,252.256118,252.256118,252.256118,40.505014,22.148998,252.256118,252.256118,40.505014,40.505014,22.148998,22.148998,41.258511,269.055759,33.188270,55.556032
Plotosus,Juvenile demersal fish (> 30 cm) | Adult demersal fish (> 30 cm),0.899915 | 0.100085,model_catch,medium,82892.168,63.434269,122.316169,286.728044,2340.575757,204.767879,206.522246,149.869278,252.256118,252.256118,252.256118,40.505014,22.148998,252.256118,252.256118,40.505014,40.505014,22.148998,22.148998,41.258511,269.055759,33.188270,55.556032
Hemiramphus,Juvenile large pelagic fish | Pelagic fish (> 30 cm),0.899939 | 0.100061,model_catch,medium,82219.063,63.434269,92.005775,206.984752,1189.772627,223.065849,230.564829,148.455132,255.179301,255.179301,255.179301,33.419239,18.716060,255.179301,255.179301,33.419239,33.419239,18.716060,18.716060,34.380036,269.191776,26.756147,45.652518
Scomber,Juvenile large pelagic fish | Pelagic fish (> 30 cm),0.899939 | 0.100061,model_catch,medium,80523.343,63.434269,92.005775,206.984752,1189.772627,223.065849,230.564829,148.455132,255.179301,255.179301,255.179301,33.419239,18.716060,255.179301,255.179301,33.419239,33.419239,18.716060,18.716060,34.380036,269.191776,26.756147,45.652518
Cypselurus,Pelagic fish (≤ 30 cm),1.000000,single,medium,78674.911,63.434269,60.479203,123.916392,184.333489,82.963782,82.963782,61.393198,82.861621,82.861621,82.861621,19.548829,12.624641,82.861621,82.861621,19.548829,19.548829,12.624641,12.624641,19.621964,85.282461,20.037581,23.973469
Sergestidae,Zooplankton | Shrimps,0.345998 | 0.654002,catch_composition,low,77708.344,63.434269,16.936545,28.049036,57.828724,20.073995,20.073995,14.701227,20.035860,20.035860,20.035860,7.702431,5.539823,20.035860,20.035860,7.702431,7.702431,5.539823,5.539823,7.845246,20.560581,7.827930,10.216584
Prionace glauca,Pelagic sharks and rays,1.000000,single,medium,76937.868,63.434269,899.050009,2953.028766,13809.969931,2824.519339,2897.782152,2752.893044,4435.601859,4435.601859,4435.601859,189.908034,82.323229,4435.601859,4435.601859,189.908034,189.908034,82.323229,82.323229,196.704573,4875.473381,144.003326,229.179235
Xiphias gladius,Unresolved,,,unresolved,75931.501,,,,,,,,,,,,,,,,,,,,,,
Scylla serrata,Crabs,1.000000,single,high,73959.967,63.434269,33.254785,61.370255,361.265246,36.393323,36.393323,34.573657,40.538687,40.538687,40.538687,13.471278,8.116499,40.538687,40.538687,13.471278,13.471278,8.116499,8.116499,13.844254,42.087223,12.943175,23.957937
Malacostraca,Zooplankton | Benthic crustaceans | Shrimps | Crabs,0.256968 | 0.051821 | 0.485720 | 0.205490,catch_composition,low,72517.89,63.434269,20.231565,34.770625,123.282627,23.761604,23.761604,18.870993,24.598914,24.598914,24.598914,8.943884,6.093570,24.598914,24.598914,8.943884,8.943884,6.093570,6.093570,9.137976,25.348244,8.863034,13.119197
Scyris indica,Juvenile large pelagic fish | Pelagic fish (> 30 cm),0.899939 | 0.100061,model_catch,medium,67627.495,63.434269,92.005775,206.984752,1189.772627,223.065849,230.564829,148.455132,255.179301,255.179301,255.179301,33.419239,18.716060,255.179301,255.179301,33.419239,33.419239,18.716060,18.716060,34.380036,269.191776,26.756147,45.652518
Metapenaeus joyneri,Shrimps,1.000000,single,high,67586.26,63.434269,20.606299,34.975139,80.509664,20.320611,20.320611,19.304581,20.277168,20.277168,20.277168,8.595684,5.924649,20.277168,20.277168,8.595684,8.595684,5.924649,5.924649,8.765007,20.714839,9.123443,12.775807
Gadiformes,Demesral fish (≤ 30 cm) | Juvenile demersal fish (> 30 cm) | Adult demersal fish (> 30 cm),0.337041 | 0.596607 | 0.066352,model_catch,low,64264.466,63.434269,113.072509,260.986510,1929.792242,179.338652,182.059927,142.244102,228.825175,228.825175,228.825175,41.043362,22.377762,228.825175,228.825175,41.043362,41.043362,22.377762,22.377762,41.765729,245.604732,31.388171,51.983018
Cynoglossus,Demesral fish (≤ 30 cm) | Juvenile demersal fish (> 30 cm) | Adult demersal fish (> 30 cm),0.337041 | 0.596607 | 0.066352,model_catch,low,63100.538,63.434269,113.072509,260.986510,1929.792242,179.338652,182.059927,142.244102,228.825175,228.825175,228.825175,41.043362,22.377762,228.825175,228.825175,41.043362,41.043362,22.377762,22.377762,41.765729,245.604732,31.388171,51.983018
Gerreidae,Benthopelagic fish,1.000000,single,low,61206.386,63.434269,57.638856,117.107635,512.579983,196.052075,216.299620,103.607518,258.058840,258.058840,258.058840,30.797768,18.057770,258.058840,258.058840,30.797768,30.797768,18.057770,18.057770,31.541928,269.911942,19.345508,32.639814
Panulirus longipes,Benthic crustaceans,1.000000,single,high,61158.427,63.434269,15.812995,25.625228,117.661160,26.521997,26.521997,16.364072,26.788291,26.788291,26.788291,8.783270,6.008062,26.788291,26.788291,8.783270,8.783270,6.008062,6.008062,9.002898,27.587502,7.518599,11.739028
Epinephelus maculatus,Adult groupers,1.000000,single,high,60882.607,63.434269,536.399665,1609.730473,13598.164881,393.611873,402.744057,382.606854,573.177297,573.177297,573.177297,98.963478,43.907195,573.177297,573.177297,98.963478,98.963478,43.907195,43.907195,102.370282,627.352817,98.736259,191.555980
Pagrus major,Juvenile demersal fish (> 30 cm) | Adult demersal fish (> 30 cm),0.899915 | 0.100085,model_catch,medium,60001.739,63.434269,122.316169,286.728044,2340.575757,204.767879,206.522246,149.869278,252.256118,252.256118,252.256118,40.505014,22.148998,252.256118,252.256118,40.505014,40.505014,22.148998,22.148998,41.258511,269.055759,33.188270,55.556032
Caesio,Juvenile demersal fish (> 30 cm) | Adult demersal fish (> 30 cm),0.899915 | 0.100085,model_catch,medium,58951.688,63.434269,122.316169,286.728044,2340.575757,204.767879,206.522246,149.869278,252.256118,252.256118,252.256118,40.505014,22.148998,252.256118,252.256118,40.505014,40.505014,22.148998,22.148998,41.258511,269.055759,33.188270,55.556032
Penaeus monodon,Shrimps,1.000000,single,high,56190.894,63.434269,20.606299,34.975139,80.509664,20.320611,20.320611,19.304581,20.277168,20.277168,20.277168,8.595684,5.924649,20.277168,20.277168,8.595684,8.595684,5.924649,5.924649,8.765007,20.714839,9.123443,12.775807
Carcharhinidae,Demersal sharks and rays | Pelagic sharks and rays,0.813468 | 0.186532,catch_composition,low,55100.053,63.434269,418.405771,1233.714268,16384.867956,926.508706,948.439839,867.161249,1398.188480,1398.188480,1398.188480,127.296233,56.029869,1398.188480,1398.188480,127.296233,127.296233,56.029869,56.029869,131.360768,1538.722280,80.435712,173.213520
Paralichthyidae,Demesral fish (≤ 30 cm) | Juvenile demersal fish (> 30 cm) | Adult demersal fish (> 30 cm),0.337041 | 0.596607 | 0.066352,model_catch,low,52148.543,63.434269,113.072509,260.986510,1929.792242,179.338652,182.059927,142.244102,228.825175,228.825175,228.825175,41.043362,22.377762,228.825175,228.825175,41.043362,41.043362,22.377762,22.377762,41.765729,245.604732,31.388171,51.983018
Sillaginidae,Juvenile demersal fish (> 30 cm) | Adult demersal fish (> 30 cm),0.899915 | 0.100085,model_catch,medium,50464.447,63.434269,122.316169,286.728044,2340.575757,204.767879,206.522246,149.869278,252.256118,252.256118,252.256118,40.505014,22.148998,252.256118,252.256118,40.505014,40.505014,22.148998,22.148998,41.258511,269.055759,33.188270,55.556032
Thryssa,Pelagic fish (≤ 30 cm),1.000000,single,medium,48625.9,63.434269,60.479203,123.916392,184.333489,82.963782,82.963782,61.393198,82.861621,82.861621,82.861621,19.548829,12.624641,82.861621,82.861621,19.548829,19.548829,12.624641,12.624641,19.621964,85.282461,20.037581,23.973469
Rachycentridae,Juvenile large pelagic fish | Pelagic fish (> 30 cm),0.899939 | 0.100061,model_catch,medium,48027.036,63.434269,92.005775,206.984752,1189.772627,223.065849,230.564829,148.455132,255.179301,255.179301,255.179301,33.419239,18.716060,255.179301,255.179301,33.419239,33.419239,18.716060,18.716060,34.380036,269.191776,26.756147,45.652518
Tylosurus crocodilus,Juvenile large pelagic fish | Pelagic fish (> 30 cm),0.899939 | 0.100061,model_catch,medium,47317.771,63.434269,92.005775,206.984752,1189.772627,223.065849,230.564829,148.455132,255.179301,255.179301,255.179301,33.419239,18.716060,255.179301,255.179301,33.419239,33.419239,18.716060,18.716060,34.380036,269.191776,26.756147,45.652518
Acanthuridae,Demesral fish (≤ 30 cm),1.000000,single,medium,46027.118,63.434269,94.890207,210.352855,1121.780150,129.319305,133.942490,127.245366,182.736457,182.736457,182.736457,42.102292,22.827740,182.736457,182.736457,42.102292,42.102292,22.827740,22.827740,42.763428,199.476509,27.847373,44.954892
Trachurus japonicus,Juvenile large pelagic fish | Pelagic fish (> 30 cm),0.899939 | 0.100061,model_catch,medium,44027.554,63.434269,92.005775,206.984752,1189.772627,223.065849,230.564829,148.455132,255.179301,255.179301,255.179301,33.419239,18.716060,255.179301,255.179301,33.419239,33.419239,18.716060,18.716060,34.380036,269.191776,26.756147,45.652518
Lactarius lactarius,Juvenile large pelagic fish | Pelagic fish (> 30 cm),0.899939 | 0.100061,model_catch,medium,43593.0,63.434269,92.005775,206.984752,1189.772627,223.065849,230.564829,148.455132,255.179301,255.179301,255.179301,33.419239,18.716060,255.179301,255.179301,33.419239,33.419239,18.716060,18.716060,34.380036,269.191776,26.756147,45.652518
Lethrinus,Juvenile demersal fish (> 30 cm) | Adult demersal fish (> 30 cm),0.899915 | 0.100085,model_catch,medium,43238.767,63.434269,122.316169,286.728044,2340.575757,204.767879,206.522246,149.869278,252.256118,252.256118,252.256118,40.505014,22.148998,252.256118,252.256118,40.505014,40.505014,22.148998,22.148998,41.258511,269.055759,33.188270,55.556032
Balistidae,Juvenile demersal fish (> 30 cm) | Adult demersal fish (> 30 cm),0.899915 | 0.100085,model_catch,medium,42725.167,63.434269,122.316169,286.728044,2340.575757,204.767879,206.522246,149.869278,252.256118,252.256118,252.256118,40.505014,22.148998,252.256118,252.256118,40.505014,40.505014,22.148998,22.148998,41.258511,269.055759,33.188270,55.556032
Gymnocranius,Juvenile demersal fish (> 30 cm) | Adult demersal fish (> 30 cm),0.899915 | 0.100085,model_catch,medium,40575.83,63.434269,122.316169,286.728044,2340.575757,204.767879,206.522246,149.869278,252.256118,252.256118,252.256118,40.505014,22.148998,252.256118,252.256118,40.505014,40.505014,22.148998,22.148998,41.258511,269.055759,33.188270,55.556032
Penaeus latisulcatus,Shrimps,1.000000,single,high,39116.178,63.434269,20.606299,34.975139,80.509664,20.320611,20.320611,19.304581,20.277168,20.277168,20.277168,8.595684,5.924649,20.277168,20.277168,8.595684,8.595684,5.924649,5.924649,8.765007,20.714839,9.123443,12.775807
Dussumieria elopsoides,Pelagic fish (≤ 30 cm),1.000000,single,medium,38768.359,63.434269,60.479203,123.916392,184.333489,82.963782,82.963782,61.393198,82.861621,82.861621,82.861621,19.548829,12.624641,82.861621,82.861621,19.548829,19.548829,12.624641,12.624641,19.621964,85.282461,20.037581,23.973469
Megalops cyprinoides,Juvenile large pelagic fish | Pelagic fish (> 30 cm),0.899939 | 0.100061,model_catch,medium,37102.675,63.434269,92.005775,206.984752,1189.772627,223.065849,230.564829,148.455132,255.179301,255.179301,255.179301,33.419239,18.716060,255.179301,255.179301,33.419239,33.419239,18.716060,18.716060,34.380036,269.191776,26.756147,45.652518
Plectorhinchus,Juvenile demersal fish (> 30 cm) | Adult demersal fish (> 30 cm),0.899915 | 0.100085,model_catch,medium,36703.879,63.434269,122.316169,286.728044,2340.575757,204.767879,206.522246,149.869278,252.256118,252.256118,252.256118,40.505014,22.148998,252.256118,252.256118,40.505014,40.505014,22.148998,22.148998,41.258511,269.055759,33.188270,55.556032
Apostichopus japonicus,Echinoderms,1.000000,single,high,35013.082,63.434269,18.617087,31.042889,287.996972,140.253147,140.253147,62.272397,232.352791,232.352791,232.352791,17.531453,9.620181,232.352791,232.352791,17.531453,17.531453,9.620181,9.620181,17.994086,246.871859,8.471159,18.449677
Portunidae,Crabs,1.000000,single,high,34494.118,63.434269,33.254785,61.370255,361.265246,36.393323,36.393323,34.573657,40.538687,40.538687,40.538687,13.471278,8.116499,40.538687,40.538687,13.471278,13.471278,8.116499,8.116499,13.844254,42.087223,12.943175,23.957937
Haliotidae,Non-ceph molluscs,1.000000,single,high,33815.298,63.434269,14.712171,23.542407,66.945703,14.797601,14.797601,14.072519,15.301656,15.301656,15.301656,6.337314,4.346392,15.301656,15.301656,6.337314,6.337314,4.346392,4.346392,6.495924,15.811216,7.132443,9.854636
Batoidea,Demersal sharks and rays | Pelagic sharks and rays,0.813468 | 0.186532,catch_composition,low,31524.153,63.434269,418.405771,1233.714268,16384.867956,926.508706,948.439839,867.161249,1398.188480,1398.188480,1398.188480,127.296233,56.029869,1398.188480,1398.188480,127.296233,127.296233,56.029869,56.029869,131.360768,1538.722280,80.435712,173.213520
Istiophorus,Unresolved,,,unresolved,30687.338,,,,,,,,,,,,,,,,,,,,,,
Platycaranx malabaricus,Juvenile large pelagic fish | Pelagic fish (> 30 cm),0.899939 | 0.100061,model_catch,medium,30428.7,63.434269,92.005775,206.984752,1189.772627,223.065849,230.564829,148.455132,255.179301,255.179301,255.179301,33.419239,18.716060,255.179301,255.179301,33.419239,33.419239,18.716060,18.716060,34.380036,269.191776,26.756147,45.652518
Nemipterus japonicus,Threadfin bream (nemipterids),1.000000,single,high,29856.401,63.434269,158.440780,384.171088,2655.762507,197.386659,204.295758,173.038507,255.525547,255.525547,255.525547,52.390697,26.389157,255.525547,255.525547,52.390697,52.390697,26.389157,26.389157,54.745187,271.312978,40.501823,68.999873
Bothidae,Demesral fish (≤ 30 cm) | Juvenile demersal fish (> 30 cm) | Adult demersal fish (> 30 cm),0.337041 | 0.596607 | 0.066352,model_catch,low,29599.082,63.434269,113.072509,260.986510,1929.792242,179.338652,182.059927,142.244102,228.825175,228.825175,228.825175,41.043362,22.377762,228.825175,228.825175,41.043362,41.043362,22.377762,22.377762,41.765729,245.604732,31.388171,51.983018
Drepane,Benthopelagic fish,1.000000,single,low,26691.157,63.434269,57.638856,117.107635,512.579983,196.052075,216.299620,103.607518,258.058840,258.058840,258.058840,30.797768,18.057770,258.058840,258.058840,30.797768,30.797768,18.057770,18.057770,31.541928,269.911942,19.345508,32.639814
Lateolabrax japonicus,Juvenile demersal fish (> 30 cm) | Adult demersal fish (> 30 cm),0.899915 | 0.100085,model_catch,medium,25443.239,63.434269,122.316169,286.728044,2340.575757,204.767879,206.522246,149.869278,252.256118,252.256118,252.256118,40.505014,22.148998,252.256118,252.256118,40.505014,40.505014,22.148998,22.148998,41.258511,269.055759,33.188270,55.556032
Auxis rochei,Juvenile large pelagic fish | Pelagic fish (> 30 cm),0.899939 | 0.100061,model_catch,medium,25390.636,63.434269,92.005775,206.984752,1189.772627,223.065849,230.564829,148.455132,255.179301,255.179301,255.179301,33.419239,18.716060,255.179301,255.179301,33.419239,33.419239,18.716060,18.716060,34.380036,269.191776,26.756147,45.652518
Nibea mitsukurii,Juvenile large croakers | Croakers (> 30 cm),0.898734 | 0.101266,model_catch,low,24744.639,63.434269,180.267223,448.755994,4655.281597,445.833410,453.703535,257.431403,590.130119,590.130119,590.130119,62.839178,31.157390,590.130119,590.130119,62.839178,62.839178,31.157390,31.157390,65.392286,635.256474,44.356214,85.631596
Meretrix lusoria,Non-ceph molluscs,1.000000,single,high,24335.411,63.434269,14.712171,23.542407,66.945703,14.797601,14.797601,14.072519,15.301656,15.301656,15.301656,6.337314,4.346392,15.301656,15.301656,6.337314,6.337314,4.346392,4.346392,6.495924,15.811216,7.132443,9.854636
Hemiramphidae,Juvenile large pelagic fish | Pelagic fish (> 30 cm),0.899939 | 0.100061,model_catch,medium,23563.899,63.434269,92.005775,206.984752,1189.772627,223.065849,230.564829,148.455132,255.179301,255.179301,255.179301,33.419239,18.716060,255.179301,255.179301,33.419239,33.419239,18.716060,18.716060,34.380036,269.191776,26.756147,45.652518
Istiophorus platypterus,Unresolved,,,unresolved,23341.264,,,,,,,,,,,,,,,,,,,,,,
Modiolus,Non-ceph molluscs,1.000000,single,high,22196.523,63.434269,14.712171,23.542407,66.945703,14.797601,14.797601,14.072519,15.301656,15.301656,15.301656,6.337314,4.346392,15.301656,15.301656,6.337314,6.337314,4.346392,4.346392,6.495924,15.811216,7.132443,9.854636
Istiompax indica,Unresolved,,,unresolved,21703.939,,,,,,,,,,,,,,,,,,,,,,
Marine pelagic fishes not identified,Pelagic fish (≤ 30 cm) | Juvenile large pelagic fish | Pelagic fish (> 30 cm),0.740799 | 0.233265 | 0.025936,model_catch,low,20944.814,63.434269,68.650915,145.447774,444.944076,119.278344,121.222085,83.959718,127.526494,127.526494,127.526494,23.144050,14.203542,127.526494,127.526494,23.144050,23.144050,14.203542,14.203542,23.447267,132.951895,21.779038,29.592695
Sardinella zunasi,Pelagic fish (≤ 30 cm),1.000000,single,medium,20915.65,63.434269,60.479203,123.916392,184.333489,82.963782,82.963782,61.393198,82.861621,82.861621,82.861621,19.548829,12.624641,82.861621,82.861621,19.548829,19.548829,12.624641,12.624641,19.621964,85.282461,20.037581,23.973469
Muraenidae,Juvenile demersal fish (> 30 cm) | Adult demersal fish (> 30 cm),0.899915 | 0.100085,model_catch,medium,20766.035,63.434269,122.316169,286.728044,2340.575757,204.767879,206.522246,149.869278,252.256118,252.256118,252.256118,40.505014,22.148998,252.256118,252.256118,40.505014,40.505014,22.148998,22.148998,41.258511,269.055759,33.188270,55.556032
Rachycentron canadum,Juvenile large pelagic fish | Pelagic fish (> 30 cm),0.899939 | 0.100061,model_catch,medium,20754.162,63.434269,92.005775,206.984752,1189.772627,223.065849,230.564829,148.455132,255.179301,255.179301,255.179301,33.419239,18.716060,255.179301,255.179301,33.419239,33.419239,18.716060,18.716060,34.380036,269.191776,26.756147,45.652518
Mierspenaeopsis hardwickii,Shrimps,1.000000,single,high,19835.727,63.434269,20.606299,34.975139,80.509664,20.320611,20.320611,19.304581,20.277168,20.277168,20.277168,8.595684,5.924649,20.277168,20.277168,8.595684,8.595684,5.924649,5.924649,8.765007,20.714839,9.123443,12.775807
Ibacus ciliatus,Benthic crustaceans,1.000000,single,high,19683.139,63.434269,15.812995,25.625228,117.661160,26.521997,26.521997,16.364072,26.788291,26.788291,26.788291,8.783270,6.008062,26.788291,26.788291,8.783270,8.783270,6.008062,6.008062,9.002898,27.587502,7.518599,11.739028
Istiophoridae,Unresolved,,,unresolved,19283.905,,,,,,,,,,,,,,,,,,,,,,
Panulirus polyphagus,Benthic crustaceans,1.000000,single,high,19219.693,63.434269,15.812995,25.625228,117.661160,26.521997,26.521997,16.364072,26.788291,26.788291,26.788291,8.783270,6.008062,26.788291,26.788291,8.783270,8.783270,6.008062,6.008062,9.002898,27.587502,7.518599,11.739028
Mierspenaeopsis sculptilis,Shrimps,1.000000,single,high,17707.035,63.434269,20.606299,34.975139,80.509664,20.320611,20.320611,19.304581,20.277168,20.277168,20.277168,8.595684,5.924649,20.277168,20.277168,8.595684,8.595684,5.924649,5.924649,8.765007,20.714839,9.123443,12.775807
