commercial_group,catch_tonnes_matched,tl_weighted,sppr,ppr
Anchovies,370.2435396338,3.11,128.82495516931337,47696.60739505219
Cod-likes,2.0806967013,4.35,2238.7211385683377,4658.09968814972
Crustaceans,5931.7524407129,3.32347899553537,210.61000359113845,1249286.4028402881
Flatfishes,726.8621348493998,3.1401616037398377,138.0898009948221,100372.24755202516
Herring-likes,7279.669204327901,2.79271996897762,62.046882985993975,451680.7832976771
Molluscs,3700.5447993996,2.1,12.589254117941675,46587.09885446906
Other fishes & inverts,20273.7557775877,3.352652864518725,225.24380984161837,4566537.991142375
Perch-likes,14303.3010086505,3.769286233227516,587.8766805007591,8408577.117168615
Scorpionfishes,747.5051074053999,3.7343037912692782,542.3801555023917,405431.9363933729
Sharks & rays,1117.5968780695,4.044881135742784,1108.8712811270877,1239271.08196856
Tuna & billfishes,1359.3790579252002,4.449818374257383,2817.2045053564666,3829648.806474103
