commercial_group,catch_tonnes_matched,tl_weighted,sppr,ppr
Cod-likes,32323.500216867098,4.089551877683279,1228.9999852756544,39725581.290587276
Crustaceans,67588.5433126096,3.0850977823066903,121.64598582848528,8221874.981973671
Flatfishes,59779.117859353704,4.37968618698544,2397.100193616643,143296534.9948889
Herring-likes,5.2252798923,3.38,239.88329190194898,1253.4573416739854
Molluscs,38.2558386769,2.157480248054732,14.370776928081654,549.7661238224083
Other fishes & inverts,48630.0576033726,3.2799899711554157,190.5416717061651,9266052.47091372
Perch-likes,300.8004016021,3.456761072756771,286.26026748768953,86107.20342302158
"Salmon, smelts, etc",1232.4260775125,3.5492904992557417,354.234208852945,436567.4765373787
Scorpionfishes,9090.138328950101,3.8551311578672043,716.3597197237143,6511808.945576487
Sharks & rays,57.5592503445,4.142260528078619,1387.5879767226481,79868.52372719714
