functional_group,catch_tonnes_matched,tl_weighted,sppr,ppr
Cephalopods,4691.7664163664995,4.098694559054981,1255.1469036563315,5888856.090181175
Jellyfish,0.009897314899999999,3.46,288.40315031266056,2.8544167967964347
Large benthopelagics (>=90 cm),8701.645945472299,3.78393399188155,608.0425782835861,5290971.23599589
Large demersals (>=90 cm),1940.8734315608,4.199694899218549,1583.7801634939185,3073916.8407583665
Large flatfishes (>=90 cm),458.50015904400004,4.160798363562959,1448.0993665512196,663953.78987525
Large rays (>=90 cm),516.1776569367,3.7291699225485275,536.006334934149,276674.4940695371
Large reef assoc. fish (>=90 cm),1144.0891453243999,3.7970653164174597,626.7081123599299,717009.9486377402
Large sharks (>=90 cm),0.014539729900000001,4.049777455288217,1121.4436477631052,16.30548773654629
"Lobsters, crabs",20540.918950721996,3.238312058808308,173.105975151382,3555755.805470234
Medium bathydemersals (30 - 89 cm),7.9801591835,3.49719469048659,314.1916872567151,2507.2996784410348
Medium benthopelagics (30 - 89 cm),194832.5960039579,3.5702581722773954,371.7561589417405,72430217.5270793
Medium demersals (30 - 89 cm),79612.1857076359,3.6588299217483424,455.8583579009961,36291880.24559205
Medium pelagics (30 - 89 cm),18365.136628691,3.3428288367765555,220.20584213977307,4044110.377332895
Medium reef assoc. fish (30 - 89 cm),0.4557669385,2.53,33.88441561392024,15.443396367218025
Other demersal invertebrates,4112.0337852669,2.47664044243962,29.96680504298809,123224.51477327353
Shrimps,2777.1110310027,2.8701934637567144,74.164054393789,205961.81356087571
Small pelagics (<30 cm),275.17591558669994,3.29596999760452,197.6833069700025,54397.684991677095
Small to medium flatfishes (<90 cm),10848.119214491502,3.7001750942878595,501.3893377705789,5439131.309010187
Small to medium rays (<90 cm),3.4309181699,3.8,630.957344480193,2164.763017608948
