commercial_group,taxon_count_total,taxon_count_matched,catch_tonnes_total,catch_tonnes_matched,catch_tonnes_missing_tl,catch_coverage_fraction,sppr_correct,ppr_correct,tl_weighted_jensen,sppr_jensen,ppr_jensen,jensen_difference,jensen_ratio_correct_to_error,jensen_percent_difference
Cod-likes,7,7,200276.10190649677,200276.10190649677,0.0,1.0,396.2125262953041,79351900.29294886,3.584648284917926,384.2804449746344,76962189.5584138,2389710.7345350534,1.0310504515041283,0.03105045150412825
Crustaceans,16,16,23318.0299817247,23318.0299817247,0.0,1.0,253.0424811000166,5900452.160940193,3.1944701814354675,156.48408739027664,3648900.6414292986,2251551.519510894,1.6170492816238884,0.6170492816238884
Flatfishes,13,13,11306.619373535501,11306.619373535501,0.0,1.0,661.8456208601732,7483236.519107266,3.7188540499725566,523.4245037524935,5918161.634711148,1565074.884396118,1.2644528792888412,0.26445287928884115
Herring-likes,1,1,8514.7772658086,8514.7772658086,0.0,1.0,144.5439770745928,1230759.7699043022,3.16,144.5439770745928,1230759.7699043022,0.0,1.0,0.0
Molluscs,7,7,282.46470645500006,282.46470645500006,0.0,1.0,106.763692430507,30156.975042435075,2.9813779976041115,95.8027548541396,27060.89702745487,3096.078014980205,1.1144115071957539,0.11441150719575378
Other fishes & inverts,13,13,59397.5617525959,59397.5617525959,0.0,1.0,266.55623812005905,15832790.614275865,3.2906381612414046,195.2711847584978,11598632.255195437,4234158.359080428,1.365056695127462,0.365056695127462
Perch-likes,3,3,4.3244705095,4.3244705095,0.0,1.0,147.4457095155932,637.6246225524864,3.002595906797916,100.59951959773157,435.0396557702575,202.58496678222883,1.465670115574965,0.46567011557496507
"Salmon, smelts, etc",20,20,41697.9768565027,41697.9768565027,0.0,1.0,1854.6200420452458,77333903.59080872,4.088864597959732,1227.056606285911,51165777.970528655,26168125.620280065,1.5114380482077852,0.5114380482077852
Scorpionfishes,8,8,3510.7418449308,3510.7418449308,0.0,1.0,380.4185653965691,1335551.3761262791,3.5374528829207876,344.7092066688359,1210185.0361851815,125366.33994109766,1.103592703754035,0.10359270375403502
Sharks & rays,5,5,519.6231148365,519.6231148365,0.0,1.0,537.9030494078553,279506.8580133615,3.7296465636746863,536.5949284393392,278827.1281211183,679.7298922432237,1.0024378183601559,0.002437818360155972
