commercial_group,catch_tonnes_matched,tl_weighted,sppr,ppr
Other fishes & inverts,22751.8814889103,3.2925401186975694,196.12823439281132,4462286.345534464
Perch-likes,2405.5874379947004,4.485830956832564,3060.771838363291,7362954.284934678
Sharks & rays,7718.8080732855,4.352214970212532,2250.16813466162,17368615.964075886
Tuna & billfishes,216583.2469461423,4.390811671107426,2459.3009135173616,532643377.06720406
