commercial_group,catch_tonnes_matched,tl_weighted,sppr,ppr
Anchovies,287.38751886299997,3.141332379616641,138.46256723847156,39792.41365406565
Crustaceans,64.16498647,3.221872486113063,166.6757761328508,10694.748920441121
Flatfishes,38.575259802000005,3.547280835917674,352.5988048606859,13601.59050337566
Herring-likes,543.6242589100001,3.114212667507704,130.08064075262297,70714.99192768261
Molluscs,58.560043115,2.076742509987136,11.932804074896852,698.7855211088073
Other fishes & inverts,372.99474812159997,3.4495707278710226,281.5598517560129,105020.34598688906
Perch-likes,270.8322542662,3.3959071306623163,248.8325159047471,67391.87121721273
Scorpionfishes,7.30774233,3.915963199791693,824.0682841248466,6022.078682709609
Sharks & rays,24.677918758,3.6113221812361886,408.6224103369585,10083.950644993602
Tuna & billfishes,29.887132381299995,4.475407815751809,2988.1873007989116,89308.34943909658
