commercial_group,catch_tonnes_matched,tl_weighted,sppr,ppr
Anchovies,12229.50159158,3.1400000000000006,138.03842646028866,1688141.156095299
Cod-likes,374319.0605663674,3.6034063494232687,401.24196574890215,150192515.67893162
Crustaceans,44741.9125685151,3.160905009984291,144.84550090584023,6480664.7374718785
Flatfishes,29641.917731650698,3.6119888849416903,409.2501855055497,12130960.330418292
Herring-likes,162978.4358911092,3.0050857883883633,101.17792964096024,16489820.719584396
Molluscs,31339.5880689663,2.0982549320996355,12.53876988326649,392959.8830331324
Other fishes & inverts,216477.2879670446,3.4724941833870764,296.8206989270015,64254939.91619995
Perch-likes,111659.1254779884,3.472704093279304,296.9641975510842,33158762.59682665
"Salmon, smelts, etc",81954.5067683821,4.101785673511753,1264.1123477753854,103599703.9617532
Scorpionfishes,17285.062605307605,3.537701447470487,344.9065543598258,5961731.38509052
Sharks & rays,6198.8197115845,3.8426978650048658,696.1420454811429,4315259.033591262
Tuna & billfishes,3196.6185013270997,4.319108817805623,2085.013243276961,6664991.908971155
