functional_group,taxon_count_total,taxon_count_matched,catch_tonnes_total,catch_tonnes_matched,catch_tonnes_missing_tl,catch_coverage_fraction,sppr_correct,ppr_correct,tl_weighted_jensen,sppr_jensen,ppr_jensen,jensen_difference,jensen_ratio_correct_to_error,jensen_percent_difference
Cephalopods,19,19,2241.6243983747004,2241.6243983747004,0.0,1.0,712.9123942224935,1598081.8167928641,3.7811031385969356,604.0920753881721,1354147.5350549356,243934.2817379285,1.1801386299669574,0.1801386299669574
Large bathydemersals (>=90 cm),6,6,681.9247341896,681.9247341896,0.0,1.0,1574.4723907226912,1073671.6665324352,4.066741975909677,1166.1165951932162,795203.7492112154,278467.9173212198,1.3501843616776705,0.3501843616776705
Large bathypelagics (>=90 cm),3,3,937.4597887527999,937.4597887527999,0.0,1.0,363.30548658473657,340584.2847064603,3.547206638772614,352.538570178741,330490.73352697666,10093.55117948365,1.0305411019297452,0.030541101929745188
Large benthopelagics (>=90 cm),13,13,1070.5532269508,1070.5532269508,0.0,1.0,2088.0114775276224,2235327.4251775043,4.2280909367080985,1690.794929299449,1810085.967673575,425241.45750392927,1.2349288735995636,0.23492887359956371
Large demersals (>=90 cm),14,14,49800.1762052275,49800.1762052275,0.0,1.0,2593.1611058747085,129139880.00110309,4.410726791137418,2574.70093742832,128220560.35969475,919319.6414083391,1.007169830164752,0.007169830164751962
Large flatfishes (>=90 cm),2,2,31.2457568114,31.2457568114,0.0,1.0,2075.7277617579625,64857.68485056094,4.247783131895826,1769.2252622097358,55280.7822875908,9576.902562970135,1.1732410824642023,0.17324108246420236
Large pelagics (>=90 cm),14,14,2778.5083673227996,2778.5083673227996,0.0,1.0,2299.7244019928567,6389803.493473574,4.3544099564307235,2261.5695931932605,6283790.037970294,106013.45550327934,1.0168709417187214,0.01687094171872146
Large rays (>=90 cm),14,14,272.4915182246,272.4915182246,0.0,1.0,555.0020043343004,151233.33877874954,3.717770901335181,522.1206876673652,142273.45887895254,8959.879899797,1.0629764677853242,0.06297646778532419
Large reef assoc. fish (>=90 cm),5,5,248.10719224660002,248.10719224660002,0.0,1.0,784.9594848593331,194754.09381578668,3.8845532072884095,766.5724505039651,190192.13834813455,4561.955467652122,1.023986035949087,0.0239860359490872
Large sharks (>=90 cm),18,18,3568.6031928701996,3568.6031928701996,0.0,1.0,1957.0916726966195,6984083.591924836,4.267842865306506,1852.8611073207485,6612126.063529837,371957.528394999,1.0562538470714564,0.05625384707145648
"Lobsters, crabs",13,13,125.91583559539998,125.91583559539998,0.0,1.0,111.28426546857878,14012.451275096413,2.9567459054928364,90.52028350904816,11397.937136374303,2614.51413872211,1.2293848533677552,0.2293848533677551
Medium bathydemersals (30 - 89 cm),9,9,3871.2439286924,3871.2439286924,0.0,1.0,2479.101086991069,9597205.031628907,4.312866309860233,2055.257822572043,7956404.367529584,1640800.6640993226,1.2062238906302323,0.2062238906302322
Medium bathypelagics (30 - 89 cm),3,3,615.6789092289,615.6789092289,0.0,1.0,1178.0141912482088,725278.492323862,4.067358755277863,1167.7738753428246,718973.7457970757,6304.746526786359,1.008769091449642,0.008769091449642196
Medium benthopelagics (30 - 89 cm),30,30,15425.8079455942,15425.8079455942,0.0,1.0,1264.1907786015881,19501164.1572993,4.034502634409837,1082.6862826312902,16701310.661199605,2799853.4960996937,1.1676427409139989,0.16764274091399894
Medium demersals (30 - 89 cm),31,31,36366.3618913217,36366.3618913217,0.0,1.0,188.2239110856598,6845018.867141062,3.215740700131075,164.3390227647853,5976412.374730337,868606.492410725,1.1453391161699944,0.14533911616999445
Medium pelagics (30 - 89 cm),25,25,51096.8257245943,51096.8257245943,0.0,1.0,543.5935024968418,27775902.462102942,3.686970340957808,486.37398887696764,24852166.94662218,2923735.5154807605,1.1176450939574163,0.11764509395741622
Medium reef assoc. fish (30 - 89 cm),7,7,121.41927163299998,121.41927163299998,0.0,1.0,166.50273734401551,20216.64109321107,3.110857400883434,129.07953757516066,15672.74343510046,4543.897658110611,1.2899235655152856,0.28992356551528564
Other demersal invertebrates,34,34,823.18277635,823.18277635,0.0,1.0,31.41444981588033,25859.834016944118,2.2716252062201554,18.690684482396115,15385.849544100698,10473.98447284342,1.6807543803689018,0.6807543803689018
Shrimps,9,9,120.51899080410001,120.51899080410001,0.0,1.0,74.37455679605729,8963.546526563043,2.801589997026199,63.327157833097544,7632.125152536873,1331.4213740261694,1.1744496254209895,0.17444962542098943
Small benthopelagics (<30 cm),2,2,200.9776691875,200.9776691875,0.0,1.0,240.10291529685466,48255.32428148559,3.3802978178359115,240.04784850349108,48244.25708570575,11.067195779840404,1.0002293992373057,0.0002293992373056874
Small demersals (<30 cm),2,2,12.1018857225,12.1018857225,0.0,1.0,831.0383850153322,10057.131566466507,3.919184401791727,830.2031976438569,10047.024224340039,10.107342126468211,1.0010060035589425,0.0010060035589425618
Small pelagics (<30 cm),8,8,20697.422386034403,20697.422386034403,0.0,1.0,124.20289905476905,2570679.863306548,3.0930394357235365,123.89090794581554,2564222.45154385,6457.411762698088,1.0025182728428301,0.0025182728428300954
Small reef assoc. fish (<30 cm),2,2,1.4762037171,1.4762037171,0.0,1.0,533.0750592467,786.9273839532813,3.723990357904376,529.6516845691363,781.8737855292356,5.053598424045617,1.0064634452741308,0.006463445274130698
Small to medium flatfishes (<90 cm),17,17,2628.8060216589997,2628.8060216589997,0.0,1.0,868.9407687437875,2284276.725338669,3.91211277102154,816.7944366482047,2147194.133518371,137082.59182029823,1.0638426631669657,0.06384266316696575
Small to medium rays (<90 cm),6,6,415.28426105319994,415.28426105319994,0.0,1.0,863.345655526382,358533.86258876405,3.895759125476255,786.6093883043176,326666.49855946813,31867.364029295917,1.097553205393955,0.09755320539395505
Small to medium sharks (<90 cm),6,6,338.2672211041,338.2672211041,0.0,1.0,803.1353008996578,271674.3464059324,3.8959201448491068,786.9010863081522,266182.84374925616,5491.502656676224,1.0206305657394255,0.020630565739425386
