functional_group,catch_tonnes_matched,tl_weighted,sppr,ppr
Cephalopods,0.0005846117,4.13,1348.9628825916532,0.7886194840288068
Large bathypelagics (>=90 cm),0.0094043514,3.97,933.2543007969915,8.776651390256209
Large benthopelagics (>=90 cm),69.63791194289999,4.367690683956293,2331.7967032883134,162381.45349233606
Large demersals (>=90 cm),2.0691977862,3.4043109107140412,253.69441747609736,524.9439270128393
Large flatfishes (>=90 cm),0.24331082089999997,4.0,1000.0,243.31082089999998
Large rays (>=90 cm),0.0048500627,3.82,660.6934480075957,3.2044046483160296
Large reef assoc. fish (>=90 cm),1.8939543184,3.774953306701676,595.5981041819866,1128.0356014463266
Large sharks (>=90 cm),2.89193991,4.229985830500192,1698.1882456546948,4911.058362301696
"Lobsters, crabs",0.0395056698,2.564765044181076,36.7083652395434,1.4501885560511993
Medium bathydemersals (30 - 89 cm),0.1786781827,3.2999999999999994,199.52623149688768,35.65098444484339
Medium benthopelagics (30 - 89 cm),775.2321393749,4.389684102885494,2452.924058759684,1901585.565796433
Medium demersals (30 - 89 cm),70.88257152060001,3.632195301341414,428.74128113050654,30390.284523566806
Medium pelagics (30 - 89 cm),14.8511830984,3.3009773443828565,199.97575465870128,2969.8765476770895
Other demersal invertebrates,0.4996566994,2.121652610456323,13.23282625930966,6.611870292460313
Shrimps,1.5665e-05,2.7,50.11872336272725,0.0007851098014771224
Small pelagics (<30 cm),0.4659284375,3.1307536862503693,135.1305941344333,62.96118658350317
Small to medium flatfishes (<90 cm),330.65858528719997,4.379557031909406,2396.387424655672,792386.075636681
Small to medium sharks (<90 cm),0.1762128683,3.8400000000000003,691.8309709189369,121.90951976439976
