commercial_group,catch_tonnes_matched,tl_weighted,sppr,ppr
Anchovies,419230.0057269221,2.5024938906375978,31.804889470374402,13333563.994809186
Cod-likes,548.7652239448,4.237382989291578,1727.3605200489328,947915.3826180588
Crustaceans,107413.19706949028,3.027170778049363,106.45615545229197,11434796.00485733
Flatfishes,20574.1526550974,3.7913005328144256,618.4442169652925,12723965.728506107
Herring-likes,253264.1298041896,2.882663375791619,76.32439593601555,19330231.719565403
Molluscs,13049.289571390704,2.2495169728147033,17.763026872391787,231794.88132223499
Other fishes & inverts,373590.78195799136,3.5022043575824036,317.83693028039187,118740947.31857918
Perch-likes,262470.3362051095,3.7309283737815755,538.1810154434656,141256552.06265366
Scorpionfishes,13904.225366641598,3.4821957825576866,303.52591888689926,4220292.780820425
Sharks & rays,53887.4670000712,4.138955197242048,1377.0674003149786,74206674.09134725
Tuna & billfishes,69738.3629390647,4.399952284157103,2511.6104662388784,175155602.2561204
