commercial_group,catch_tonnes_matched,tl_weighted,sppr,ppr
Anchovies,33530.9538191622,3.266137914699647,184.560141592737,6188477.584604101
Crustaceans,67008.13643156929,2.8492751178418447,70.67651356428708,4735901.463423406
Flatfishes,1340.2892292950999,3.9009441942373977,796.0570524902527,1066946.6933570895
Herring-likes,226202.59380444844,2.793851916290945,62.208813228873446,14071794.90986766
Molluscs,7502.4002337182,2.1096869950131234,12.873214181842794,96580.00508656183
Other fishes & inverts,537683.6033805659,3.0816730101308587,120.6904787764359,64893291.52223976
Perch-likes,734473.3643727307,3.575063032464219,375.89195639067043,276082629.8509035
Scorpionfishes,993.3378832231001,3.840234022950772,692.2038698654703,687592.3268510045
Sharks & rays,10888.7986531216,4.092599935508087,1237.6559541960014,13476586.487077348
Tuna & billfishes,112348.4895149271,4.407200496775251,2553.8800570775034,286924566.8149533
