commercial_group,catch_tonnes_matched,tl_weighted,sppr,ppr
Anchovies,800.0397543518,3.11,128.82495516931337,103065.08548803911
Cod-likes,1076.512529344,4.252654809522854,1789.1831914467416,1926078.1228841022
Crustaceans,665.2421180217,3.3646079525313803,231.53036292606492,154023.74901926832
Flatfishes,797.1357977371,3.2167378912034654,164.716797979846,131301.65615836528
Herring-likes,6967.7568767863,3.0138721594143147,103.24574429017753,719391.2447768043
Molluscs,1777.0575928942003,2.1091266717918487,12.856615974961075,22846.94703722945
Other fishes & inverts,12790.887674209202,3.632251889672051,428.7971495218873,5484696.1745555485
Perch-likes,26919.162983113107,3.6005649934906194,398.6254233572895,10730662.740567338
"Salmon, smelts, etc",1.55,3.3499999999999996,223.87211385683378,347.0017764780924
Scorpionfishes,810.2171982534999,3.9568473752862428,905.4143539549044,733582.2811198453
Sharks & rays,5789.6333288962005,4.378919430102597,2392.8717919357887,13853850.278367016
Tuna & billfishes,7650.9523012972995,4.469764515726471,2949.609448148902,22567321.1952431
