functional_group,taxon_count_total,taxon_count_matched,catch_tonnes_total,catch_tonnes_matched,catch_tonnes_missing_tl,catch_coverage_fraction,sppr_correct,ppr_correct,tl_weighted_jensen,sppr_jensen,ppr_jensen,jensen_difference,jensen_ratio_correct_to_error,jensen_percent_difference
Cephalopods,10,10,137072.35819004162,137072.35819004162,0.0,1.0,1582.0586254236232,216856506.58171177,4.165846455022176,1465.0297875485528,200815087.7979358,16041418.783775955,1.0798815415698104,0.0798815415698105
Jellyfish,3,3,172.87413681450002,172.87413681450002,0.0,1.0,139.17115910157705,24059.09399915858,3.099098155632514,125.63138732397036,21718.417640439497,2340.6763587190835,1.1077737981408353,0.10777379814083533
Large bathydemersals (>=90 cm),1,1,0.1560694697,0.1560694697,0.0,1.0,691.8309709189363,107.9736927533545,3.84,691.8309709189363,107.9736927533545,0.0,1.0,0.0
Large benthopelagics (>=90 cm),11,11,141855.71670439272,141855.71670439272,0.0,1.0,1352.4260216071523,191849362.5847531,3.9848764358463415,965.7760602100531,137000855.1970418,54848507.38771129,1.4003515694031639,0.40035156940316385
Large demersals (>=90 cm),8,8,99158.66617271109,99158.66617271109,0.0,1.0,1542.0974118564461,152912322.4680751,4.183038464698302,1524.1877424465242,151136423.53779304,1775898.9302820563,1.0117503040545217,0.011750304054521819
Large flatfishes (>=90 cm),3,3,3582.9937328958003,3582.9937328958003,0.0,1.0,1670.2939942165076,5984652.913371241,4.219522063370148,1657.7615536170817,5939749.25724561,44903.65612563118,1.0075598571894016,0.007559857189401625
Large pelagics (>=90 cm),18,18,58237.79661084361,58237.79661084361,0.0,1.0,2545.1276056853467,148222623.8485466,4.396450896698246,2491.4426615333787,145096130.98995978,3126492.858586818,1.0215477341625543,0.021547734162554354
Large rays (>=90 cm),2,2,2134.1115997505,2134.1115997505,0.0,1.0,524.807921832854,1119998.6736244475,3.7200003316297785,524.807860995938,1119998.5437916792,0.12983276834711432,1.0000001159222653,1.1592226531614432e-07
Large reef assoc. fish (>=90 cm),5,5,2806.7963193941005,2806.7963193941005,0.0,1.0,468.4621858911788,1314877.9391346755,3.633580022052659,430.11047744778307,1207232.5050332767,107645.4341013988,1.089167110438624,0.08916711043862392
Large sharks (>=90 cm),4,4,1627.0950654007002,1627.0950654007002,0.0,1.0,1043.743682139982,1698270.1947531216,4.015654177067446,1036.702574556065,1686813.6433483749,11456.551404746715,1.0067918299392014,0.006791829939201299
"Lobsters, crabs",15,15,55978.73337344289,55978.73337344289,0.0,1.0,358.9032915410469,20090951.664027303,3.377477002605479,238.4937501433939,13350578.050509553,6740373.61351775,1.504875038969604,0.504875038969604
Medium bathydemersals (30 - 89 cm),3,3,171.68634431729998,171.68634431729998,0.0,1.0,464.2886839185483,79712.02684986594,3.6389870272421168,435.49886475741783,74769.20804453529,4942.818805330651,1.0661076790112118,0.06610767901121176
Medium benthopelagics (30 - 89 cm),11,11,518604.12077382195,518604.12077382195,0.0,1.0,369.54678568749773,191648485.87625676,3.5647812907735807,367.09738494400864,190378216.55725688,1270269.3189998865,1.006672345933117,0.006672345933117032
Medium demersals (30 - 89 cm),31,31,506880.3516351972,506880.3516351972,0.0,1.0,607.0447500431817,307699056.3601883,3.4981452868137546,314.8801523033356,159606562.3224592,148092494.0377291,1.9278596812237094,0.9278596812237095
Medium pelagics (30 - 89 cm),17,17,603089.9486940901,603089.9486940901,0.0,1.0,235.44911757888266,141996996.24071714,3.230997482865494,170.2148642855143,102654873.76892233,39342122.471794814,1.3832465135591567,0.38324651355915673
Medium reef assoc. fish (30 - 89 cm),10,10,7800.966899621099,7800.966899621099,0.0,1.0,337.51992826317706,2632981.7883435325,3.315633611450377,206.83956295448814,1613548.5841400565,1019433.204203476,1.6317957911052208,0.6317957911052208
Other demersal invertebrates,26,26,123909.2156161666,123909.2156161666,0.0,1.0,13.679474083322793,1695012.903706207,2.063984799584212,11.58736799366792,1435781.679151266,259231.22455494083,1.180550586707709,0.1805505867077091
Shrimps,19,19,55273.29271971979,55273.29271971979,0.0,1.0,73.6648562624187,4071699.1633487525,2.6651076748339477,46.24956739544203,2556365.876808676,1515333.2865400766,1.5927685470562583,0.5927685470562583
Small bathydemersals (<30 cm),1,1,3849.9036484654,3849.9036484654,0.0,1.0,323.5936569296281,1245804.400433636,3.51,323.5936569296281,1245804.400433636,0.0,1.0,0.0
Small bathypelagics (<30 cm),1,1,682.8806398402,682.8806398402,0.0,1.0,125.89254117941674,85969.57907170884,3.1000000000000005,125.89254117941688,85969.57907170893,-8.731149137020111e-11,0.999999999999999,-1.0156091528303618e-15
Small benthopelagics (<30 cm),1,1,153.9063632043,153.9063632043,0.0,1.0,416.8693834703355,64158.85074113806,3.62,416.8693834703355,64158.85074113806,0.0,1.0,0.0
Small demersals (<30 cm),2,2,43764.287900565,43764.287900565,0.0,1.0,110.30234488763794,4827303.577770001,3.0174612948528208,104.10253253392835,4555973.204992775,271330.3727772264,1.0595548657924243,0.0595548657924244
Small pelagics (<30 cm),11,11,173588.117621307,173588.117621307,0.0,1.0,142.3135623139185,24703943.39405569,3.150083892389855,141.2810429960813,24524710.309264693,179233.0847909972,1.007308265114279,0.00730826511427898
Small to medium flatfishes (<90 cm),5,5,46545.85986429691,46545.85986429691,0.0,1.0,394.679914275617,18370715.981125586,3.509844161264278,323.477562017302,15056541.27090175,3314174.710223835,1.2201152741917431,0.2201152741917431
