commercial_group,taxon_count_total,taxon_count_matched,catch_tonnes_total,catch_tonnes_matched,catch_tonnes_missing_tl,catch_coverage_fraction,sppr_correct,ppr_correct,tl_weighted_jensen,sppr_jensen,ppr_jensen,jensen_difference,jensen_ratio_correct_to_error,jensen_percent_difference
Anchovies,2,2,86015.9003228017,86015.9003228017,0.0,1.0,222.29611603497207,19121000.55901012,2.717549879878815,171.62632881232653,14762593.191889469,4358407.36712065,1.2952331823053382,0.2952331823053383
Cod-likes,7,7,296748.68664511514,296748.68664511514,0.0,1.0,22815.900461617537,6770588496.610681,4.349714038871416,22807.539803783155,6768107482.378839,2481014.231842041,1.000366574295444,0.0003665742954439636
Crustaceans,27,27,69141.99559019222,69141.99559019222,0.0,1.0,3640.2792039143774,251696168.66411632,3.4448973993077403,1516.6481958380625,104864082.86850831,146832085.795608,2.4002133216548933,1.4002133216548933
Flatfishes,22,22,16199.6579316234,16199.6579316234,0.0,1.0,5830.074165630019,94445207.19920102,3.670684679623381,2982.9149938226474,48322202.539037414,46123004.6601636,1.9544888733683616,0.9544888733683616
Herring-likes,5,5,85281.13505095741,85281.13505095741,0.0,1.0,279.01055509493875,23794336.829694066,2.872831891315812,273.28164765264574,23305769.10041344,488567.72928062454,1.020963381520499,0.020963381520499032
Molluscs,21,21,23704.251192193897,23704.251192193897,0.0,1.0,88.03205919884695,2086734.0442155516,2.260159677334492,43.60191255016226,1033550.6875491178,1053183.3566664336,2.0189953616729444,1.0189953616729444
Other fishes & inverts,28,28,274697.1628342929,274697.1628342929,0.0,1.0,2365.071148745037,649678334.4615036,3.4736230585997245,1652.9426938529516,454058668.32907903,195619666.1324246,1.4308246483924612,0.4308246483924611
Perch-likes,59,59,105901.82907491212,105901.82907491212,0.0,1.0,6780.9628440663855,718116368.0756483,3.6830621714664256,3095.596630805025,327829345.28038764,390287022.79526067,2.190518873353006,1.1905188733530059
"Salmon, smelts, etc",11,11,10035.4966525763,10035.4966525763,0.0,1.0,20657.440577244794,207307675.76373392,4.267617291847776,17834.794560147824,178981021.1077495,28326654.65598443,1.1582662478997219,0.15826624789972185
Scorpionfishes,50,50,26654.983233390798,26654.983233390798,0.0,1.0,4894.4443803205195,130461332.89420727,3.7506601786566134,3790.455481919389,101034527.31747556,29426805.57673171,1.2912549438101035,0.29125494381010353
Sharks & rays,31,31,16089.065474423,16089.065474423,0.0,1.0,11778.976483298646,189512723.86148068,4.0676772054501535,9798.059248826445,157641616.7766445,31871107.084836185,1.2021744494665578,0.2021744494665578
Tuna & billfishes,14,14,27067.455055073995,27067.455055073995,0.0,1.0,24773.89440707151,670566273.4025571,4.3535925266604085,23074.08405824649,624556733.1835862,46009540.218970895,1.073667511331507,0.0736675113315071
