commercial_group,taxon_count_total,taxon_count_matched,catch_tonnes_total,catch_tonnes_matched,catch_tonnes_missing_tl,catch_coverage_fraction,sppr_correct,ppr_correct,tl_weighted_jensen,sppr_jensen,ppr_jensen,jensen_difference,jensen_ratio_correct_to_error,jensen_percent_difference
Cod-likes,12,12,32323.500216867098,32323.500216867098,0.0,1.0,1229.7962562893836,39751319.556872234,4.089551877683279,1228.9999852756544,39725581.290587276,25738.266284957528,1.0006479015649057,0.0006479015649056354
Crustaceans,6,6,67588.5433126096,67588.5433126096,0.0,1.0,125.05800714986246,8452488.53283712,3.0850977823066903,121.64598582848528,8221874.981973671,230613.55086344946,1.0280487785777654,0.02804877857776553
Flatfishes,3,3,59779.117859353704,59779.117859353704,0.0,1.0,2397.7896222729337,143337748.4317889,4.37968618698544,2397.100193616643,143296534.9948889,41213.43689998984,1.0002876094449977,0.00028760944499781413
Herring-likes,1,1,5.2252798923,5.2252798923,0.0,1.0,239.88329190194898,1253.4573416739854,3.38,239.88329190194898,1253.4573416739854,0.0,1.0,0.0
Molluscs,2,2,38.2558386769,38.2558386769,0.0,1.0,31.740699823301867,1214.2670919321445,2.157480248054732,14.370776928081654,549.7661238224083,664.5009681097362,2.208697552132897,1.208697552132897
Other fishes & inverts,7,7,48630.0576033726,48630.0576033726,0.0,1.0,190.54569727487035,9266248.234551743,3.2799899711554157,190.5416717061651,9266052.47091372,195.76363802328706,1.0000211269727468,2.1126972746786415e-05
Perch-likes,7,7,300.8004016021,300.8004016021,0.0,1.0,292.89918245947723,88104.19171273752,3.456761072756771,286.26026748768953,86107.20342302158,1996.9882897159405,1.0231918841900518,0.023191884190051706
"Salmon, smelts, etc",9,9,1232.4260775125,1232.4260775125,0.0,1.0,890.5337363045624,1097516.9995263827,3.5492904992557417,354.234208852945,436567.4765373787,660949.5229890039,2.513968764304901,1.5139687643049007
Scorpionfishes,8,8,9090.138328950101,9090.138328950101,0.0,1.0,728.053134649895,6618103.704793279,3.8551311578672043,716.3597197237143,6511808.945576487,106294.75921679195,1.016323384194034,0.016323384194033924
Sharks & rays,6,6,57.5592503445,57.5592503445,0.0,1.0,1436.9645121157462,82710.60008903254,4.142260528078619,1387.5879767226481,79868.52372719714,2842.076361835396,1.0355844358854425,0.03558443588544258
