commercial_group,catch_tonnes_matched,tl_weighted,sppr,ppr
Anchovies,70165.79548236,3.11,128.82495516931337,9039105.457434237
Cod-likes,1939.647538725,4.36,2290.867652767775,4443475.804235732
Crustaceans,1637.7274376392002,2.8465528989928437,70.23488877334256,115025.60442364054
Flatfishes,884.9812383069,3.885278420895203,767.8535931770657,679536.0237282423
Herring-likes,34887.7595025061,3.017553642559179,104.1246710889697,3632676.4832295254
Molluscs,366.3050517662,2.69,48.97788193684461,17940.845578274697
Other fishes & inverts,15671.3705385095,3.203849972762083,159.90055559548503,2505860.8560503847
Perch-likes,23564.9454957405,3.2398622746094845,173.72498170244026,4093819.7250665203
"Salmon, smelts, etc",48.8472323301,4.07,1174.8975549395302,57390.49383019766
Scorpionfishes,529.7486380321,3.8703775375444907,741.9549516148068,393049.6250991165
Sharks & rays,1904.0852989260998,3.7716586399258554,591.0968431390443,1125498.809262681
Tuna & billfishes,170.2418964819,4.5,3162.2776601683795,538352.1460694103
