commercial_group,catch_tonnes_matched,tl_weighted,sppr,ppr
Anchovies,297.24301791069996,3.2320909212859084,170.64396015620764,50722.7257050644
Cod-likes,262.2222669504,3.91,812.8305161640995,213142.26059501394
Crustaceans,191750.41955023183,3.1127733978884753,129.65026174646246,24860492.08468155
Flatfishes,462.7281089285,3.7279074645430508,534.4504714941663,247305.25599044075
Herring-likes,637387.5236525004,2.945184828148674,88.14239118244922,56180860.44459129
Molluscs,80197.4929162213,2.0862589523360016,12.197166501396776,978182.1740937396
Other fishes & inverts,346261.55158372887,3.3442422611417713,220.9236761037527,76497374.86926658
Perch-likes,272280.4169000981,3.764904804010099,581.9756365523273,158460568.94616765
Scorpionfishes,69.3604237019,3.853403061283239,713.5149239343214,49489.697441713484
Sharks & rays,12119.114291927703,3.957108471888898,905.9588501380149,10979418.848606003
Tuna & billfishes,8187.752713518,4.473025045020316,2971.837407579245,24332669.79804126
