commercial_group,catch_tonnes_matched,tl_weighted,sppr,ppr
Cod-likes,213703.92226230883,4.375217064551883,2372.55923725357,507025214.8007596
Crustaceans,5418.150260170299,2.761709508978954,57.77094996426616,313011.687579174
Flatfishes,2884.8507522663,3.5729440575305023,374.0624013316982,1079114.1998762882
Herring-likes,458.3235384716,2.8410492772395757,69.35044900653531,31784.943183269523
Molluscs,5415.299119196201,2.087356716031526,12.228036208048907,66218.4737069465
Other fishes & inverts,99978.01348484,3.6282992383048587,424.91223684054313,42481881.34471735
Perch-likes,156089.0895450833,3.685753774310017,485.0134411082569,75705306.4397157
"Salmon, smelts, etc",58.2650416063,3.4,251.18864315095797,14635.516744220611
Scorpionfishes,4995.963434368001,3.6826971725470665,481.6118593194406,2406115.238717911
Sharks & rays,36363.6795941058,4.079711227982126,1201.4652880868923,43689698.779431775
Tuna & billfishes,11268.452254534901,4.360197443292662,2291.9093866722087,25826271.49543615
