year,raw_rows_selected,raw_filtered_tonnes,standardized_tonnes,difference_tonnes,reconciled
1950,1614,83974.7485658897,83974.7485658897,0.0,True
1951,1611,83774.9650186592,83774.9650186592,0.0,True
1952,1608,89931.0812900089,89931.0812900089,0.0,True
1953,1636,84874.2835522204,84874.2835522204,0.0,True
1954,1697,81811.765114523,81811.765114523,0.0,True
1955,1727,87254.7619628489,87254.7619628489,0.0,True
1956,1695,82881.8786844166,82881.8786844166,0.0,True
1957,1699,84757.99798527,84757.99798527,0.0,True
1958,1723,94359.7559144172,94359.7559144172,0.0,True
1959,1683,96981.1631006597,96981.1631006597,0.0,True
1960,1726,113038.2613018174,113038.2613018174,0.0,True
1961,1748,126598.9032684811,126598.9032684811,0.0,True
1962,1705,143239.8426687819,143239.8426687819,0.0,True
1963,1847,181241.3558546245,181241.3558546245,0.0,True
1964,2018,263986.06861401,263986.06861401,0.0,True
1965,2457,287579.1589285513,287579.1589285513,0.0,True
1966,2468,319881.2990439287,319881.2990439287,0.0,True
1967,2474,354650.142548527,354650.142548527,0.0,True
1968,2508,371893.5241593586,371893.5241593586,0.0,True
1969,2543,340416.0922449661,340416.0922449661,0.0,True
1970,2826,336033.856386904,336033.856386904,0.0,True
1971,2851,498116.8155667529,498116.8155667529,0.0,True
1972,2852,546848.1058699664,546848.1058699664,0.0,True
1973,2861,641008.29281042,641008.2928104202,1.1641532182693481e-10,True
1974,2892,721890.8142551965,721890.8142551965,0.0,True
1975,2890,731571.4199921711,731571.4199921711,0.0,True
1976,2726,950571.7358969859,950571.7358969859,0.0,True
1977,2895,883906.5973998784,883906.5973998784,0.0,True
1978,2992,1032745.921207446,1032745.921207446,0.0,True
1979,3019,1073933.201341211,1073933.201341211,0.0,True
1980,2943,1117876.9507929788,1117876.9507929788,0.0,True
1981,2898,1078808.914275169,1078808.9142751687,-2.3283064365386963e-10,True
1982,2938,1092681.969426472,1092681.969426472,0.0,True
1983,3000,1048059.778482949,1048059.778482949,0.0,True
1984,2923,1022377.5414688188,1022377.5414688188,0.0,True
1985,3220,927552.3978520652,927552.3978520652,0.0,True
1986,3336,900847.6364180954,900847.6364180954,0.0,True
1987,3343,924942.7985735502,924942.7985735502,0.0,True
1988,3337,783934.6342661096,783934.6342661096,0.0,True
1989,3324,858318.0100355278,858318.0100355276,-1.1641532182693481e-10,True
1990,3150,880850.4936338984,880850.4936338984,0.0,True
1991,3106,806622.2159894581,806622.2159894583,1.1641532182693481e-10,True
1992,3098,906674.6982741277,906674.6982741277,0.0,True
1993,3067,837944.5989535109,837944.5989535109,0.0,True
1994,3103,815406.0014379025,815406.0014379025,0.0,True
1995,3221,915310.3409924669,915310.3409924669,0.0,True
1996,3177,870896.5790475267,870896.5790475267,0.0,True
1997,3219,879443.7105041038,879443.7105041038,0.0,True
1998,3152,886096.2848231494,886096.2848231494,0.0,True
1999,3248,854856.4716393368,854856.4716393368,0.0,True
2000,3131,882276.7685391303,882276.7685391303,0.0,True
2001,3093,813240.0811901438,813240.0811901438,0.0,True
2002,3080,825140.1105348727,825140.1105348727,0.0,True
2003,3139,914924.7387129968,914924.7387129968,0.0,True
2004,3089,973084.5433551067,973084.5433551067,0.0,True
2005,3903,865377.7107250291,865377.7107250291,0.0,True
2006,3928,934513.2866050629,934513.2866050629,0.0,True
2007,3932,1026369.1061459926,1026369.1061459926,0.0,True
2008,3901,1002120.3940760354,1002120.3940760354,0.0,True
2009,4015,1061481.938379681,1061481.938379681,0.0,True
2010,3979,1059347.29134354,1059347.29134354,0.0,True
2011,3992,993299.6758353635,993299.6758353635,0.0,True
2012,3990,1000101.912678361,1000101.912678361,0.0,True
2013,3981,980268.8208660649,980268.8208660649,0.0,True
2014,3967,1035296.7449045974,1035296.7449045974,0.0,True
2015,3962,1052308.5591373835,1052308.5591373835,0.0,True
2016,3968,1131703.586138648,1131703.586138648,0.0,True
2017,3967,1045470.8733121916,1045470.8733121916,0.0,True
2018,3985,961444.4777802508,961444.4777802508,0.0,True
2019,4003,1109839.2864373182,1109839.2864373182,0.0,True
