year,raw_rows_selected,raw_filtered_tonnes,standardized_tonnes,difference_tonnes,reconciled
1950,1,3.3098835769,3.3098835769,0.0,True
1951,1,10.6959967486,10.6959967486,0.0,True
1952,3,22.2475805645,22.2475805645,0.0,True
1953,3,17.6221237166,17.6221237166,0.0,True
1954,19,48.0910157961,48.0910157961,0.0,True
1955,1,11.317274383,11.317274383,0.0,True
1956,3,14.2988214518,14.2988214518,0.0,True
1957,23,122.1716325815,122.1716325815,0.0,True
1958,23,111.10952120500001,111.10952120500001,0.0,True
1959,2,0.3951071276,0.3951071276,0.0,True
1961,2,0.2384077433,0.2384077433,0.0,True
1962,18,2.7654377382,2.7654377382,0.0,True
1963,44,27.3952608295,27.395260829500003,3.552713678800501e-15,True
1964,2,0.3671483486,0.3671483486,0.0,True
1965,26,78.7494750048,78.7494750048,0.0,True
1966,60,239.2546598409,239.25465984089996,-2.842170943040401e-14,True
1967,92,1510.9560085215999,1510.9560085216,2.2737367544323206e-13,True
1968,108,2017.0988469402,2017.0988469402002,2.2737367544323206e-13,True
1969,71,13730.550648485,13730.550648484998,-1.8189894035458565e-12,True
1970,113,7473.3072686808,7473.307268680801,9.094947017729282e-13,True
1971,107,9172.0998676821,9172.0998676821,0.0,True
1972,157,20533.6699141039,20533.6699141039,0.0,True
1973,159,39780.7388750272,39780.7388750272,0.0,True
1974,145,23075.3868396981,23075.386839698098,-3.637978807091713e-12,True
1975,165,58758.5079886281,58758.5079886281,0.0,True
1976,118,77575.60863584171,77575.6086358417,-1.4551915228366852e-11,True
1977,160,101976.4799421597,101976.4799421597,0.0,True
1978,200,64630.060727729804,64630.0607277298,-7.275957614183426e-12,True
1979,190,86337.9639692105,86337.9639692105,0.0,True
1980,200,67421.4163820124,67421.4163820124,0.0,True
1981,193,70441.4054071221,70441.4054071221,0.0,True
1982,171,74483.6706965624,74483.6706965624,0.0,True
1983,185,53099.7939079353,53099.7939079353,0.0,True
1984,199,63476.9712332221,63476.9712332221,0.0,True
1985,231,36969.1926242327,36969.1926242327,0.0,True
1986,203,51610.6854738993,51610.6854738993,0.0,True
1987,223,82078.0705658993,82078.0705658993,0.0,True
1988,214,70775.005875652,70775.005875652,0.0,True
1989,239,70150.5370893957,70150.5370893957,0.0,True
1990,224,120417.8074035229,120417.8074035229,0.0,True
1991,316,114856.94161831669,114856.94161831669,0.0,True
1992,313,160233.007530432,160233.007530432,0.0,True
1993,404,201771.9629554195,201771.9629554195,0.0,True
1994,350,238464.8304624217,238464.8304624217,0.0,True
1995,348,252232.1477431435,252232.1477431435,0.0,True
1996,384,241376.9158425034,241376.9158425034,0.0,True
1997,462,321960.720311122,321960.720311122,0.0,True
1998,405,196322.9007742758,196322.9007742758,0.0,True
1999,499,258273.65633018652,258273.65633018652,0.0,True
2000,552,365813.8526394402,365813.8526394402,0.0,True
2001,625,460873.0626078158,460873.0626078158,0.0,True
2002,653,337150.0094212942,337150.0094212942,0.0,True
2003,737,359841.3767170362,359841.3767170362,0.0,True
2004,658,265955.7935843772,265955.7935843772,0.0,True
2005,625,190079.4901135878,190079.4901135878,0.0,True
2006,552,268820.0368903784,268820.0368903784,0.0,True
2007,593,191316.5492287215,191316.5492287215,0.0,True
2008,574,256372.6380159054,256372.6380159054,0.0,True
2009,557,256618.7869646298,256618.7869646298,0.0,True
2010,570,196181.9029431018,196181.9029431018,0.0,True
2011,602,286554.6841657755,286554.6841657755,0.0,True
2012,536,277681.6467845862,277681.6467845862,0.0,True
2013,485,255867.90789955648,255867.9078995565,2.9103830456733704e-11,True
2014,498,247968.3953831105,247968.3953831105,0.0,True
2015,522,227686.30960360068,227686.30960360068,0.0,True
2016,430,227634.51044261828,227634.5104426183,2.9103830456733704e-11,True
2017,498,219332.3161373416,219332.3161373416,0.0,True
2018,479,257236.7373038673,257236.7373038673,0.0,True
2019,543,245882.4176735426,245882.4176735426,0.0,True
