commercial_group,catch_tonnes_matched,tl_weighted,sppr,ppr
Anchovies,0.1441582709,3.11,128.82495516931337,18.57118278597823
Cod-likes,6612.023390757601,4.09886475771319,1255.6388882257484,8302313.6992935175
Crustaceans,91.5779562252,3.1042570884699074,127.13264671852197,11642.547955982622
Flatfishes,5191.566288493899,3.32207892238494,209.93213491981393,1089876.594521259
Herring-likes,6987.2976472195005,3.318657007070061,208.28452637994047,1455345.981126786
Molluscs,5837.2510730245,2.0037990038412827,10.087859010538285,58885.365833784475
Other fishes & inverts,1077.0101306651002,3.1020994728175584,126.5026061713423,136244.58840207307
Perch-likes,336.3118913666,4.0496740253299475,1121.176600716363,377065.0231428953
"Salmon, smelts, etc",54.42805036760001,4.07513202163661,1188.8635764005724,64707.52661653543
Scorpionfishes,0.9008066088999999,3.888927721302823,774.332916515107,697.5242086856202
Sharks & rays,0.0014561545999999999,4.179999986951935,1513.5612029623505,2.2039791080751603
