,"Prey \ predator",1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,50,51,52,53,54,
1,StingRay,,,,,,,,,,,1.000071,,,,,,,,,,,,,,1.694304,2.126685,1E+10,,,,,,,,,,,,,,,,,,,,,,
2,MonkSeals,,,,,,,,,,,,,,,,,,,,,,,,,,,1E+10,,,,,,,,,,,,,,,,,,,,,,
3,SpinnerD,,,,,,,,,,,,,,,,,,,,,,,,,,,1E+10,,,,,,,,,,,,,,,,,,,,,,
4,BottlenoseD,,,,,,,,,,,,,,,,,,,,,,,,,,,1E+10,,,,,,,,,,,,,,,,,,,,,,
5,GreenTurtles,,,,,,,,,,,,,,,,,,,,,,,,,,,1E+10,,,,,,,,,,,,,,,,,,,,,,
6,HawksbillT,,,,,,,,,,,,,,,,,,,,,,,,,,,1E+10,,,,,,,,,,,,,,,,,,,,,,
7,R_Coralliv,2.467052,,,,,,,,,,1.000071,1.684399,,,1.000001,,,,,,,,,,1.694304,2.126685,,,,,,,,,,,,,,,,,,,,,,,
8,R_Browser,2.467052,2,,,,,,,,,1.000071,1.684399,,,1.000001,,,,,,,,,,1.694304,2.126685,1E+10,,,,,,2,,,,,,,,,,,,,,,,
9,R_Grazer,2.467052,2,,,,,,,,,1.000071,1.684399,,,1.000001,,2,,,,,,,,1.694304,2.126685,1E+10,,,,,,2,,,,,,,,,,,,,,,,
10,Parrotfish,2.467052,2,,,,,,,,,1.000071,,,,,,,,,,,,,,,2.126685,1E+10,,,,,,2,,,,,,,,,,,,,,,,
11,R_BenthPisc,,2,,,,,,,,,1.000071,,,,,,,,,,,,,,,2.126685,1E+10,,,,,,,,,,,,,,,,,,,,,,
12,R_BenthCarn,2.467052,2,,,,,,,,,1.000071,,,,1.000001,,,,,,,,,,1.694304,2.126685,1E+10,,,,,,2,,,,,,,,,,,,,,,,
13,R_LargePlankt,2.467052,,,,,,,,,,1.000071,,,,,,,,,,,,,,1.694304,2.126685,1E+10,,,,,,,,,,,,,,,,,,,,,,
14,R_SmallPlankt,2.467052,2,,,,,,,,,1.000071,,,,1.000001,,,,,,,,,,1.694304,2.126685,,,,,,,2,,,,,,,,,,,1.000788,,,,,
15,R_Other,2.467052,2,,,,,,,,,1.000071,1.684399,,,1.000001,,2,,,,,,,,1.694304,2.126685,1E+10,,,,,,2,,,,,,,,,,,,,,,,
16,D_BenthPisc,,2,,,,,,,,,,,,,,2,2,,,,,,1.371998,2,,2.126685,1E+10,,,,,,,,,,,,,,,,,,,,,,
17,M_BenthCarn,,2,2,2,,,,,,,,,,,,2,2,,,,,,1.371998,2,1.694304,2.126685,1E+10,,,,,,2,,,,,,,,,,,,,,,,
18,M_Plankt,,,2,2,,,,,,,,,,,,2,2,,,,,,1.371998,2,1.694304,2.126685,1E+10,,,,,,2,,,,,,,,,,,1.000788,,,,,
19,S_BenthCarn,,2,2,2,,,,,,,,,,,,2,,,1,,,,1.371998,2,,2.126685,1E+10,,,,,,2,,,,,,,,,,,,,,,,
20,S_Plankt,,,2,2,,,,,,,,,,,,2,,,1,,,,1.371998,2,1.694304,2.126685,1E+10,,,,,,2,,,,,,,,,,,1.000788,,,,,
21,PreyFish,,,2,2,,,,,,,,,,,,2,2,,1,,,,1.371998,2,1.694304,2.126685,1E+10,2,,,,,,,,,,,,,,,,1.000788,,,,,
22,MesoPelScatter,,,2,2,,,,,,,,,,,,2,2,,1,,,,1.371998,2,1.694304,2.126685,1E+10,,,,,,2,,,,,,,,,,,1.000788,,,,,
23,BFW_group,,2,,,,,,,,,,,,,,,,,,,,,,2,,2.126685,1E+10,,,,,,,,,,,,,,,,,,,,,,
24,BFB_group,,2,,,,,,,,,,,,,,,,,,,,,,2,,2.126685,1E+10,,,,,,,,,,,,,,,,,,,,,,
25,Uku,,2,,,,,,,,,,,,,,,,,,,,,,2,,2.126685,1E+10,,,,,,,,,,,,,,,,,,,,,,
26,RovPisc,,,,,,,,,,,,,,,,,,,1,,,,,,,2.126685,1E+10,,,,,,,,,,,,,,,,,,,,,,
