commercial_group,catch_tonnes_matched,tl_weighted,sppr,ppr
Anchovies,0.2427879896,3.11,128.82495516931337,31.27715187586772
Cod-likes,855625.0705192535,4.102026156252515,1264.8125210373507,1082205302.506218
Crustaceans,21039.909062993698,3.131754913567432,135.4424850857104,2849697.569469227
Flatfishes,25407.575865376402,4.023412621037497,1055.389140200351,26814879.64713479
Herring-likes,573905.1467385307,3.378595246988477,239.1086277247831,137225672.08084035
Molluscs,590.0518182972,2.1109372700809783,12.910327821097075,7617.762405651258
Other fishes & inverts,35465.1573602954,3.346683042359567,222.16878622862356,7879250.964143964
Perch-likes,164392.53399160542,3.631482351820427,428.0380252933061,70366255.62272948
"Salmon, smelts, etc",439.7983496432,3.3661367131550413,232.34680943021567,102185.74333227196
Scorpionfishes,32570.0131389079,3.9020417260439215,798.0713604986238,25993194.69722628
Sharks & rays,815.2776206584,4.152798366857965,1421.668585186447,1159054.5814956003
Tuna & billfishes,62.7269090237,4.461357991440896,2893.0636687784795,181472.94155123943
