year,raw_rows_selected,raw_filtered_tonnes,standardized_tonnes,difference_tonnes,reconciled
1950,1904,61237.1127484723,61237.1127484723,0.0,True
1951,1910,59643.5346531357,59643.5346531357,0.0,True
1952,1910,74010.6683578413,74010.6683578413,0.0,True
1953,1909,53637.5383560543,53637.5383560543,0.0,True
1954,1909,71205.6131981964,71205.6131981964,0.0,True
1955,1909,72945.0591278813,72945.0591278813,0.0,True
1956,1947,76470.3306766209,76470.3306766209,0.0,True
1957,1951,72686.4339698016,72686.4339698016,0.0,True
1958,1972,80791.6277068422,80791.6277068422,0.0,True
1959,3711,114506.0551734933,114506.0551734933,0.0,True
1960,3875,110840.6242077591,110840.6242077591,0.0,True
1961,3926,118966.3308846522,118966.3308846522,0.0,True
1962,2597,156898.2588490082,156898.2588490082,0.0,True
1963,2625,212235.6513410247,212235.6513410247,0.0,True
1964,2646,172979.7682384473,172979.76823844732,2.9103830456733704e-11,True
1965,3996,181801.5474370399,181801.5474370399,0.0,True
1966,2732,195505.3423142004,195505.3423142004,0.0,True
1967,3032,282664.6806838051,282664.6806838051,0.0,True
1968,3144,208908.4554000496,208908.4554000496,0.0,True
1969,3029,178332.0134899611,178332.0134899611,0.0,True
1970,3216,218167.3532158797,218167.3532158797,0.0,True
1971,3258,233914.7896861129,233914.7896861129,0.0,True
1972,3223,252737.76324698748,252737.76324698748,0.0,True
1973,3269,283308.1325663439,283308.1325663439,0.0,True
1974,3282,274709.623673538,274709.623673538,0.0,True
1975,4303,226413.0236435529,226413.0236435529,0.0,True
1976,4252,247528.2733222988,247528.2733222988,0.0,True
1977,4359,260446.7010012798,260446.7010012798,0.0,True
1978,4809,256374.4677771955,256374.4677771955,0.0,True
1979,4978,302585.6487208654,302585.6487208654,0.0,True
1980,5111,226852.0555553363,226852.0555553363,0.0,True
1981,5122,240802.5219894194,240802.5219894194,0.0,True
1982,5242,259276.051449593,259276.051449593,0.0,True
1983,5253,269453.3663803382,269453.3663803382,0.0,True
1984,5317,314663.02634658647,314663.0263465865,5.820766091346741e-11,True
1985,5296,323528.3558572874,323528.3558572874,0.0,True
1986,5319,300832.5772682164,300832.5772682164,0.0,True
1987,5286,287378.9497087767,287378.9497087767,0.0,True
1988,5408,274411.9504643856,274411.9504643856,0.0,True
1989,5234,268786.0047781667,268786.0047781667,0.0,True
1990,5648,220991.9308720416,220991.9308720416,0.0,True
1991,5629,219103.7998005934,219103.7998005934,0.0,True
1992,5605,214047.1549398263,214047.15493982632,2.9103830456733704e-11,True
1993,5575,218981.8766145061,218981.8766145061,0.0,True
1994,5606,212835.0081740032,212835.0081740032,0.0,True
1995,5755,210969.2459515215,210969.2459515215,0.0,True
1996,5433,190966.4999771764,190966.4999771764,0.0,True
1997,5508,202816.7960340745,202816.7960340745,0.0,True
1998,5507,197939.864736277,197939.864736277,0.0,True
1999,5619,193895.3534311709,193895.3534311709,0.0,True
2000,5636,235246.2126607944,235246.2126607944,0.0,True
2001,5591,245374.8611230968,245374.8611230968,0.0,True
2002,5638,264121.7083963926,264121.7083963926,0.0,True
2003,5683,247066.5667771771,247066.5667771771,0.0,True
2004,5596,236613.5664206986,236613.5664206986,0.0,True
2005,5590,231780.98307831748,231780.98307831748,0.0,True
2006,5655,245316.3383525898,245316.3383525898,0.0,True
2007,5729,264295.1340191834,264295.1340191834,0.0,True
2008,8180,247948.29834036762,247948.2983403676,-2.9103830456733704e-11,True
2009,7961,249525.583517503,249525.583517503,0.0,True
2010,8161,239791.3119192377,239791.3119192377,0.0,True
2011,7708,339761.4191589198,339761.4191589198,0.0,True
2012,7735,306912.0431189542,306912.0431189542,0.0,True
2013,7507,289984.1253937136,289984.1253937136,0.0,True
2014,7400,313079.3013303011,313079.3013303011,0.0,True
2015,7199,270566.5357951431,270566.5357951431,0.0,True
2016,7107,275110.6256768982,275110.6256768982,0.0,True
2017,7134,271928.27727088117,271928.2772708812,5.820766091346741e-11,True
2018,7439,278695.13849364937,278695.13849364937,0.0,True
2019,7388,292432.0999772061,292432.0999772061,0.0,True
