unit_id,region_name,region_type,year,total_catch_tonnes,matched_catch_tonnes,missing_tl_catch_tonnes,catch_tl_coverage_fraction,taxa_count,matched_taxa_count,ppr_species,ppr_commercial_correct,ppr_functional_correct,ppr_commercial_jensen,ppr_functional_jensen,source_data_status
LME_014,Patagonian Shelf,LME,1950,74384.4490174536,74384.4490174536,0.0,1.0,144,144,49501233.885404505,49501233.885404505,49501233.885404505,43691067.72691123,47554952.69538401,available
LME_014,Patagonian Shelf,LME,1951,115363.9398681499,115363.9398681499,0.0,1.0,144,144,83174127.19166988,83174127.19166987,83174127.19166987,78900656.26134157,81441411.20487641,available
LME_014,Patagonian Shelf,LME,1952,123946.92284269222,123946.92284269222,0.0,1.0,144,144,100978407.66964796,100978407.66964799,100978407.66964798,95644937.72510946,98882913.98857073,available
LME_014,Patagonian Shelf,LME,1953,124546.331300326,124546.331300326,0.0,1.0,144,144,110784639.58568926,110784639.58568926,110784639.58568926,106379558.87397861,107306683.83635332,available
LME_014,Patagonian Shelf,LME,1954,130784.92487862658,130784.92487862658,0.0,1.0,145,145,123416092.62562506,123416092.62562507,123416092.62562506,114546409.96922752,118308468.88767041,available
LME_014,Patagonian Shelf,LME,1955,138904.9738826121,138904.9738826121,0.0,1.0,146,146,121823682.95654136,121823682.95654137,121823682.95654136,111417812.7947021,116479360.50143827,available
LME_014,Patagonian Shelf,LME,1956,136794.3280283916,136794.3280283916,0.0,1.0,146,146,115872902.80389927,115872902.80389924,115872902.80389926,101589869.52506016,108398010.41536991,available
LME_014,Patagonian Shelf,LME,1957,155741.6422575995,155741.6422575995,0.0,1.0,147,147,128439880.79930612,128439880.79930611,128439880.79930612,114304281.30897497,122312371.9913979,available
LME_014,Patagonian Shelf,LME,1958,144779.8870810243,144779.8870810243,0.0,1.0,148,148,127400811.25724187,127400811.25724189,127400811.25724189,113541242.57064763,120362430.13527359,available
LME_014,Patagonian Shelf,LME,1959,144702.88054980128,144702.88054980128,0.0,1.0,148,148,151972986.70966172,151972986.70966172,151972986.70966172,139542045.44548696,145339678.84030953,available
LME_014,Patagonian Shelf,LME,1960,175386.55036384825,175386.55036384825,0.0,1.0,150,150,159321326.77615654,159321326.77615654,159321326.77615654,147484507.91484192,153364349.07035938,available
