functional_group,catch_tonnes_matched,tl_weighted,sppr,ppr
Cephalopods,190758.66655314298,3.8505584373374613,708.8566816218181,135220555.36346382
Jellyfish,25817.175724542903,3.3678383552087694,233.25897087322716,6022087.84036014
Large benthopelagics (>=90 cm),89433.4415923891,4.259627974952628,1818.1427351373957,162602762.10953686
Large demersals (>=90 cm),59394.7561989588,3.7282209341467016,534.8363719861478,31766475.920452885
Large pelagics (>=90 cm),815669.3034427506,4.422968388888475,2648.3073685166623,2160143026.58029
Large rays (>=90 cm),25303.2133360747,3.6263782026637132,423.0368529302932,10704191.738716867
Large reef assoc. fish (>=90 cm),88939.94339352219,4.2465486023722425,1764.2031873447581,156908131.61711422
Large sharks (>=90 cm),162525.1750261954,4.2709323549921265,1866.0890091836122,303286442.8320261
"Lobsters, crabs",207803.2637881115,3.3701870210197438,234.52385322152352,48734822.135596596
Medium bathydemersals (30 - 89 cm),150.48445620089998,4.36,2290.867652767775,344739.97295499075
Medium bathypelagics (30 - 89 cm),1115.942419327,4.08,1202.2644346174131,1341657.8818377638
Medium benthopelagics (30 - 89 cm),181958.4514208631,3.7927580185188288,620.5231929465654,112909439.25928648
Medium demersals (30 - 89 cm),1040277.493119509,3.4893501962982825,308.5675102376085,320995836.0081078
Medium pelagics (30 - 89 cm),696370.207903303,3.598990474777878,397.18283810790496,276586295.5488257
Medium reef assoc. fish (30 - 89 cm),238366.9593451601,3.5762511244320128,376.9216854346213,89845676.0683036
Other demersal invertebrates,98643.46270729399,2.2353162102929707,17.191596536247086,1695838.611802134
Shrimps,180143.65279700793,3.1522475084271604,141.9866486143244,25577993.529789623
Small benthopelagics (<30 cm),16357.8658160091,3.2197929121987485,165.8795743167188,2713435.818289595
Small demersals (<30 cm),185786.3739168006,3.522110973189372,332.74456705785803,61819406.55419514
Small pelagics (<30 cm),1055406.1865886298,2.7550989092856772,56.898250017283736,60050765.074307874
Small reef assoc. fish (<30 cm),24188.3540575971,3.1967470304764967,157.30663118259807,3804988.4906525263
Small to medium flatfishes (<90 cm),50229.592475417296,3.379868572229347,239.81070853372918,12045594.160890294
Small to medium rays (<90 cm),549.7183426767999,3.76,575.4399373371566,316329.8886630233
Small to medium sharks (<90 cm),1239.109382334,3.9982636769890036,996.0099500058327,1234165.2739502455
