commercial_group,catch_tonnes_matched,tl_weighted,sppr,ppr
Anchovies,114036.54438802763,3.3334736401419875,215.51308321716567,24576367.280495007
Cod-likes,224.60510071849998,3.3,199.52623149688787,44814.609321341246
Crustaceans,387946.9165851195,3.2689865262901674,185.77468187852122,72070715.01435378
Flatfishes,50229.592475417296,3.379868572229347,239.81070853372918,12045594.160890294
Herring-likes,818557.452492271,2.6082730518100314,40.57635689780222,33214079.333682172
Molluscs,98433.60849918699,2.234866944948067,17.173821511858513,1690481.2231331964
Other fishes & inverts,1316006.2278018282,3.5162648445986204,328.29543557512807,432038837.7757824
Perch-likes,1866208.644586389,3.7570012670475315,571.4803039545112,1066501483.450766
Scorpionfishes,6146.9328882121,3.668495018494844,466.1170814500468,2865190.417722731
Sharks & rays,189617.2160872809,4.181657621521642,1519.3492699915591,288094778.84004194
Tuna & billfishes,589021.0528993668,4.428599880554818,2682.871552789166,1580267826.8176336
