functional_group,taxon_count_total,taxon_count_matched,catch_tonnes_total,catch_tonnes_matched,catch_tonnes_missing_tl,catch_coverage_fraction,sppr_correct,ppr_correct,tl_weighted_jensen,sppr_jensen,ppr_jensen,jensen_difference,jensen_ratio_correct_to_error,jensen_percent_difference
Cephalopods,2,2,171.17425699109998,171.17425699109998,0.0,1.0,1005.2757956796951,172077.33739660864,3.9991447972458873,998.0327604441377,170837.51622180175,1239.8211748068861,1.0072573121070034,0.007257312107003485
Large bathydemersals (>=90 cm),1,1,0.004492981900000001,0.004492981900000001,0.0,1.0,489.77881936844614,2.2005673704257984,3.69,489.77881936844614,2.2005673704257984,0.0,1.0,0.0
Large bathypelagics (>=90 cm),1,1,72.5693858215,72.5693858215,0.0,1.0,346.73685045253166,25162.480279021518,3.54,346.73685045253166,25162.480279021518,0.0,1.0,0.0
Large benthopelagics (>=90 cm),3,3,28431.3727779727,28431.3727779727,0.0,1.0,1235.6537269800697,35131331.736261666,4.091173619761276,1233.597895368792,35072881.62135269,58450.11490897834,1.0016665330080377,0.0016665330080375656
Large demersals (>=90 cm),7,7,169.35419098810002,169.35419098810002,0.0,1.0,1003.4815188652593,169943.80079893582,3.7416530378783994,551.6365553358751,93421.9625483694,76521.83825056642,1.8190990230048645,0.8190990230048646
Large flatfishes (>=90 cm),1,1,1027.7270369283,1027.7270369283,0.0,1.0,1000.0,1027727.0369283,4.0,1000.0,1027727.0369283,0.0,1.0,0.0
Large pelagics (>=90 cm),13,13,1430.4836735423,1430.4836735423,0.0,1.0,3314.4355949675814,4741246.005608585,4.519005422774407,3303.7366618864526,4725941.356511708,15304.649096876383,1.0032384339843297,0.003238433984329629
Large rays (>=90 cm),1,1,12.933121725,12.933121725,0.0,1.0,660.6934480075957,8544.828785992195,3.82,660.6934480075957,8544.828785992195,0.0,1.0,0.0
Large reef assoc. fish (>=90 cm),1,1,32742.6339197331,32742.6339197331,0.0,1.0,616.5950018614822,20188944.42268766,3.79,616.5950018614822,20188944.42268766,0.0,1.0,0.0
Large sharks (>=90 cm),9,9,4199.053559259,4199.053559259,0.0,1.0,2339.721715691939,9824616.797951812,4.365606792430694,2320.6347563899917,9744469.633559538,80147.16439227387,1.008224887285425,0.008224887285425002
"Lobsters, crabs",1,1,1.5710905816,1.5710905816,0.0,1.0,346.73685045253166,544.7550000396202,3.54,346.73685045253166,544.7550000396202,0.0,1.0,0.0
Medium bathydemersals (30 - 89 cm),2,2,2.3075275959,2.3075275959,0.0,1.0,1438.377992995489,3319.0969121723474,3.8353195087845586,684.4149835857181,1579.30646167149,1739.7904505008573,2.101616749329016,1.101616749329016
Medium bathypelagics (30 - 89 cm),3,3,90.69893942220001,90.69893942220001,0.0,1.0,445.7200211645965,40426.33319886945,3.6487505032538525,445.4002979858524,40397.33464564866,28.99855322078656,1.0007178333292321,0.0007178333292320339
Medium benthopelagics (30 - 89 cm),4,4,6.2992838815,6.2992838815,0.0,1.0,924.4608738052497,5823.441481438815,3.907720606611147,808.5755532928116,5093.446949832352,729.9945316064623,1.1433203366593403,0.14332033665934021
Medium demersals (30 - 89 cm),5,5,4558.9808774374,4558.9808774374,0.0,1.0,492.3805120931354,2244753.3390554385,3.411609220948551,257.99377127445615,1176188.669738204,1068564.6693172345,1.9084976728734138,0.9084976728734138
Medium pelagics (30 - 89 cm),4,4,41.4455481935,41.4455481935,0.0,1.0,283.9215717375757,11767.285184623961,3.418446162863106,262.0874122913532,10862.356477030984,904.9287075929769,1.0833086917655939,0.08330869176559393
Other demersal invertebrates,1,1,3.4029850746,3.4029850746,0.0,1.0,12.589254117941673,42.841043863702104,2.1,12.589254117941675,42.841043863702104,0.0,1.0,0.0
Shrimps,2,2,7.230835736,7.230835736,0.0,1.0,117.46031460556223,849.3362404117022,3.0698383113875507,117.44602198936094,849.232892851713,0.10334755998917444,1.0001216951920482,0.00012169519204812555
Small pelagics (<30 cm),1,1,13.7906267014,13.7906267014,0.0,1.0,141.2537544622754,1947.9777979604546,3.1500000000000004,141.25375446227554,1947.9777979604564,-1.8189894035458565e-12,0.9999999999999991,-9.337834370855502e-16
Small to medium flatfishes (<90 cm),4,4,14761.9377188538,14761.9377188538,0.0,1.0,1893.5648937251644,27952687.027778894,4.168986732912251,1475.6614531981083,21783622.46622377,6169064.561555125,1.2831973686250056,0.28319736862500555
Small to medium sharks (<90 cm),1,1,0.1276234665,0.1276234665,0.0,1.0,691.8309709189363,88.29386674073534,3.84,691.8309709189363,88.29386674073534,0.0,1.0,0.0
