commercial_group,catch_tonnes_matched,tl_weighted,sppr,ppr
Anchovies,51.245668191,3.2000812498601734,158.518972949316,8123.410689738753
Cod-likes,301.4954787495,4.311432975738857,2048.4858846510065,617609.2325044483
Crustaceans,3235.434564526001,3.0828210979910677,121.00995459678569,391519.7897541624
Flatfishes,28.976482422600004,3.5695898990764063,371.1845568456874,10755.622786979633
Herring-likes,456.0842746052,2.8799223688774696,75.84419896875511,34591.34646967713
Molluscs,440.2643180439,2.0683353218068063,11.704027183666193,5152.865546384064
Other fishes & inverts,8493.3726855333,3.417957631897125,261.792760079152,2223503.4777266425
Perch-likes,20189.6612335067,3.4908719369292736,309.65060788890423,6251740.8740263935
Scorpionfishes,511.38436659109993,3.750043720991571,562.3979396742147,287601.5141524379
Sharks & rays,2780.3577577378005,4.201956523485957,1592.0493416038619,4426466.737629655
Tuna & billfishes,2792.7479037959997,4.3972129944084415,2495.8184704278924,6970191.801542834
