commercial_group,taxon_count_total,taxon_count_matched,catch_tonnes_total,catch_tonnes_matched,catch_tonnes_missing_tl,catch_coverage_fraction,sppr_correct,ppr_correct,tl_weighted_jensen,sppr_jensen,ppr_jensen,jensen_difference,jensen_ratio_correct_to_error,jensen_percent_difference
Anchovies,1,1,916.7675650399,916.7675650399,0.0,1.0,128.82495516931337,118102.54046694569,3.11,128.82495516931337,118102.54046694569,0.0,1.0,0.0
Cod-likes,26,26,376961.5970546267,376961.5970546267,0.0,1.0,1450.5588054781715,546804963.9347031,4.101860199952847,1264.3292924573348,476603589.28766304,70201374.64704007,1.147295102732994,0.14729510273299412
Crustaceans,27,27,98966.5879995493,98966.5879995493,0.0,1.0,124.67012672763032,12338177.067704989,3.041927858516348,110.13563459450836,10899747.972983617,1438429.0947213713,1.1319690233468422,0.13196902334684224
Flatfishes,23,23,95341.55794298879,95341.55794298879,0.0,1.0,337.2682109734274,32155676.6788512,3.3607123310181057,229.46282234748207,21877342.972604204,10278333.706246994,1.469816362943068,0.469816362943068
Herring-likes,7,7,321053.3533330292,321053.3533330292,0.0,1.0,201.46253771019582,64680223.30284022,3.2772625625795544,189.34880238043124,60791067.95383051,3889155.3490097076,1.0639757694660577,0.06397576946605768
Molluscs,40,40,104444.99463952529,104444.99463952529,0.0,1.0,154.00076318241494,16084608.885070134,2.4593537427281715,28.797430759156274,3007747.501272178,13076861.383797957,5.347725790900625,4.347725790900625
Other fishes & inverts,61,61,332730.3585981146,332730.3585981146,0.0,1.0,441.14123988136475,146781082.93814337,3.4023432616589977,252.54760928124932,84030256.59924662,62750826.33889675,1.746764664044348,0.7467646640443479
Perch-likes,72,72,346155.27542369766,346155.27542369766,0.0,1.0,445.8183320116457,154322367.5064247,3.6375612625573135,434.07149042788234,150256136.32263854,4066231.183786154,1.0270619974884414,0.027061997488441406
"Salmon, smelts, etc",9,9,10670.2681171143,10670.2681171143,0.0,1.0,236.6176151444807,2524773.394823774,3.363704982182091,231.04947295058935,2465359.8247007364,59413.57012303779,1.0240993503373286,0.024099350337328487
Scorpionfishes,18,18,9284.417181474802,9284.417181474802,0.0,1.0,718.240079886,6668440.538117413,3.8455491026882553,700.7274048120449,6505845.556767199,162594.98135021422,1.0249921366763906,0.02499213667639058
Sharks & rays,50,50,17137.2702349019,17137.2702349019,0.0,1.0,921.6655150754799,15794830.998038549,3.923540976404151,838.5731956601669,14370855.465773543,1423975.5322650056,1.0990877359845714,0.09908773598457153
Tuna & billfishes,12,12,602.3012277857,602.3012277857,0.0,1.0,2890.845789334684,1741159.9682554014,4.445810370118448,2791.324774024404,1681218.3385435403,59941.629711861024,1.0356536853885314,0.035653685388531496
