functional_group,taxon_count_total,taxon_count_matched,catch_tonnes_total,catch_tonnes_matched,catch_tonnes_missing_tl,catch_coverage_fraction,sppr_correct,ppr_correct,tl_weighted_jensen,sppr_jensen,ppr_jensen,jensen_difference,jensen_ratio_correct_to_error,jensen_percent_difference
Cephalopods,10,10,3803.3967462379,3803.3967462379,0.0,1.0,548.8465335472431,2087481.119877535,3.7069790726964795,509.30632857422813,1937094.03293759,150387.0869399449,1.0776354087012925,0.07763540870129257
Large bathydemersals (>=90 cm),3,3,0.1831566107,0.1831566107,0.0,1.0,2439.0213837486326,446.7228900722236,4.374408073521967,2368.14381719026,433.74119520672843,12.981694865495172,1.0299295870647192,0.029929587064719262
Large bathypelagics (>=90 cm),1,1,0.050977395,0.050977395,0.0,1.0,2187.761623949552,111.52638846991778,4.34,2187.761623949552,111.52638846991778,0.0,1.0,0.0
Large benthopelagics (>=90 cm),7,7,1477.4424045121,1477.4424045121,0.0,1.0,2304.823848662606,3405244.488944913,4.33925253534485,2183.9995037140757,3226733.478220557,178511.01072435593,1.0553225148371408,0.055322514837140874
Large demersals (>=90 cm),7,7,4798.743878293999,4798.743878293999,0.0,1.0,839.3925334251019,4028029.7812593984,3.910730549013898,814.1989706995116,3907132.3263575565,120897.45490184193,1.0309427592421854,0.03094275924218548
Large pelagics (>=90 cm),22,22,1573.8375100573,1573.8375100573,0.0,1.0,2628.926059206196,4137502.4431458297,4.409856258746092,2569.545183022057,4044046.592827163,93455.85031866655,1.0231094890163797,0.023109489016379568
Large rays (>=90 cm),8,8,272.6918458576,272.6918458576,0.0,1.0,539.8665087324964,147217.1947829626,3.4901277449071406,309.12045565864355,84294.62764589791,62922.567137064674,1.7464599926983213,0.7464599926983214
Large reef assoc. fish (>=90 cm),10,10,408.2125357692,408.2125357692,0.0,1.0,408.87545498423697,166908.08629290076,3.5870812401218224,386.439258507271,157749.34963602247,9158.736656878289,1.0580587918619657,0.05805879186196574
Large sharks (>=90 cm),25,25,1401.1457646064002,1401.1457646064002,0.0,1.0,1874.7735752898373,2626831.0546133537,4.146958978475501,1402.6812072784705,1965360.832671221,661470.2219421326,1.336564263898093,0.33656426389809296
"Lobsters, crabs",4,4,1000.7814932409,1000.7814932409,0.0,1.0,254.70956117723702,254908.61497768963,3.3967036759255502,249.28932170768525,249484.13962762835,5424.475350061286,1.0217427663263792,0.02174276632637921
Medium bathydemersals (30 - 89 cm),8,8,9.7744714422,9.7744714422,0.0,1.0,3075.3645842689803,30060.06330329042,4.480090306735993,3020.5797512677455,29524.570517654156,535.4927856362629,1.0181371913713722,0.01813719137137206
Medium bathypelagics (30 - 89 cm),2,2,4.4334199194,4.4334199194,0.0,1.0,1207.4682948030031,5353.213990223586,4.081535821583289,1206.5236008665938,5349.025765308173,4.18822491541323,1.0007829883607173,0.0007829883607172967
