year,raw_rows_selected,raw_filtered_tonnes,standardized_tonnes,difference_tonnes,reconciled
1950,235,123231.8143218004,123231.8143218004,0.0,True
1951,241,156586.1895066412,156586.1895066412,0.0,True
1952,235,145137.611062757,145137.611062757,0.0,True
1953,242,165199.3630062912,165199.3630062912,0.0,True
1954,323,174153.7667401293,174153.7667401293,0.0,True
1955,319,212757.5259427785,212757.5259427785,0.0,True
1956,379,232667.2113663976,232667.2113663976,0.0,True
1957,374,251574.4568150141,251574.4568150141,0.0,True
1958,392,164365.9781214001,164365.9781214001,0.0,True
1959,398,154810.2470700897,154810.2470700897,0.0,True
1960,416,126884.2722751818,126884.2722751818,0.0,True
1961,421,145253.5619889319,145253.5619889319,0.0,True
1962,428,124664.2488979492,124664.2488979492,0.0,True
1963,438,155777.58995518961,155777.5899551896,-2.9103830456733704e-11,True
1964,444,170760.2907443316,170760.2907443316,0.0,True
1965,475,213745.1525387116,213745.1525387116,0.0,True
1966,468,204642.1722225229,204642.1722225229,0.0,True
1967,473,221120.0501056363,221120.0501056363,0.0,True
1968,478,246383.0956015272,246383.0956015272,0.0,True
1969,477,256776.3337503339,256776.3337503339,0.0,True
1970,480,256412.1173766731,256412.1173766731,0.0,True
1971,495,275887.28056867747,275887.2805686775,5.820766091346741e-11,True
1972,495,249102.07927345778,249102.07927345778,0.0,True
1973,515,349312.4786484512,349312.4786484512,0.0,True
1974,521,346498.8657045392,346498.8657045392,0.0,True
1975,520,404976.4278740836,404976.4278740836,0.0,True
1976,519,409039.3651499657,409039.3651499657,0.0,True
1977,456,435077.4946592713,435077.49465927127,-5.820766091346741e-11,True
1978,448,405820.5073093049,405820.5073093049,0.0,True
1979,456,439416.52653358027,439416.5265335803,5.820766091346741e-11,True
1980,476,452336.0105645483,452336.0105645483,0.0,True
1981,491,527800.4505404856,527800.4505404856,0.0,True
1982,504,589627.9221225803,589627.9221225802,-1.1641532182693481e-10,True
1983,389,647408.5977022608,647408.597702261,1.1641532182693481e-10,True
1984,442,737909.0502019916,737909.0502019916,0.0,True
1985,414,781880.7756476122,781880.7756476122,0.0,True
1986,429,793871.4439869571,793871.4439869571,0.0,True
1987,394,768808.2075282419,768808.2075282418,-1.1641532182693481e-10,True
1988,368,754064.5033381012,754064.5033381012,0.0,True
1989,413,814516.2625977141,814516.2625977141,0.0,True
1990,417,833335.7215450777,833335.7215450776,-1.1641532182693481e-10,True
1991,567,786794.0941644398,786794.0941644398,0.0,True
1992,539,766328.1353089972,766328.1353089972,0.0,True
1993,416,683301.1243005014,683301.1243005014,0.0,True
1994,419,570604.6713109483,570604.6713109483,0.0,True
1995,481,707154.7063877797,707154.7063877797,0.0,True
1996,433,783231.441090487,783231.441090487,0.0,True
1997,442,777574.5625666564,777574.5625666564,0.0,True
1998,466,725244.2188226666,725244.2188226664,-1.1641532182693481e-10,True
1999,479,696272.8942477136,696272.8942477136,0.0,True
2000,478,639048.131439135,639048.131439135,0.0,True
2001,521,625941.5461113276,625941.5461113276,0.0,True
2002,492,471093.8466129007,471093.84661290067,-5.820766091346741e-11,True
2003,530,561158.4119802403,561158.4119802403,0.0,True
2004,524,483434.1510230521,483434.1510230521,0.0,True
2005,514,540521.6462307483,540521.6462307483,0.0,True
2006,496,534429.2397295461,534429.2397295461,0.0,True
2007,494,580333.6280856286,580333.6280856286,0.0,True
2008,484,533371.7705668311,533371.7705668311,0.0,True
2009,497,598382.3612851186,598382.3612851186,0.0,True
2010,518,627638.2859126074,627638.2859126074,0.0,True
2011,527,672459.8253349938,672459.8253349938,0.0,True
2012,546,680792.8467450561,680792.8467450561,0.0,True
2013,564,660893.9550476702,660893.9550476702,0.0,True
2014,566,699321.4924112118,699321.4924112118,0.0,True
2015,583,656350.7395499184,656350.7395499184,0.0,True
2016,578,684866.3582507734,684866.3582507734,0.0,True
2017,587,684886.3234934643,684886.3234934643,0.0,True
2018,501,730886.550802762,730886.550802762,0.0,True
2019,512,705687.5220776037,705687.5220776038,1.1641532182693481e-10,True
