functional_group,catch_tonnes_matched,tl_weighted,sppr,ppr
Cephalopods,1741.9591500860001,3.698379941509302,499.3211263526533,869797.0048812523
Jellyfish,124.16691737789999,3.46,288.40315031266056,35810.1301363982
Large benthopelagics (>=90 cm),7356.420712241799,4.309983451107642,2041.6601452520217,15019310.979890574
Large demersals (>=90 cm),9742.614056421799,3.8740792973276137,748.3061203879791,7290457.726998388
Large pelagics (>=90 cm),859.9018853996,4.2712317547394525,1867.3759221647842,1605760.0762193147
Large rays (>=90 cm),2.0810135018,3.719995658490446,524.8022139357873,1092.1204929749056
Large sharks (>=90 cm),5581.7039900026,4.05,1122.018454301963,6262774.883233816
"Lobsters, crabs",3197.8977649062,3.174723070546064,149.52818801150082,478175.8582324525
Medium benthopelagics (30 - 89 cm),164372.75830361352,3.9167067914534908,825.4804484911468,135686498.24419376
Medium demersals (30 - 89 cm),353132.63966014475,3.324066267911217,210.89499247894184,74473905.3851951
Medium pelagics (30 - 89 cm),347875.6435025259,2.2640131348957118,18.365938888489367,6389062.809361304
Medium reef assoc. fish (30 - 89 cm),3383.7603114804,2.711422504578402,51.454398369465096,174109.3510536978
Other demersal invertebrates,28806.0635661192,2.248305832698519,17.713559183414493,510257.91181965236
Shrimps,92683.55686932801,2.7664803030590646,58.40907157103577,5413560.506638743
Small benthopelagics (<30 cm),6484.978737355,3.2425063006332433,174.78586197200013,1133482.5984786868
Small demersals (<30 cm),3926.607957415,3.6137915478947846,410.9524253444099,1613649.0634763537
Small pelagics (<30 cm),77578.79527795811,3.4557464003289535,285.5922383844873,22155901.79460395
Small reef assoc. fish (<30 cm),48.2374500802,3.4639844522388406,291.0612916133627,14040.054524478117
Small to medium flatfishes (<90 cm),7682.9327970996,3.5000486338457604,316.2631803133329,2429828.76054433
