unit_id,region_name,region_type,catch_from,catch_to,taxa,taxa_with_tl,articles,ecopath_models,models_mapped,model_workbooks,has_npp,npp_years_available,npp_from,npp_to
EEZ_270,,,1950,2019,294,238,0,0,0,0,1,22,1998,2019
EEZ_274,,,1950,2019,72,36,0,0,0,0,1,22,1998,2019
EEZ_277,,,1950,2019,242,181,0,0,0,0,1,22,1998,2019
EEZ_278,,,1950,2019,114,59,0,0,0,0,1,22,1998,2019
EEZ_288,,,1950,2019,151,103,0,0,0,0,1,22,1998,2019
EEZ_300,,,1950,2019,189,155,0,0,0,0,1,22,1998,2019
EEZ_304,,,1950,2019,100,54,0,0,0,0,1,22,1998,2019
EEZ_308,,,1950,2019,87,60,0,0,0,0,1,22,1998,2019
EEZ_312,Guadeloupe  (France),EEZ,1950,2019,64,23,1,0,0,0,1,22,1998,2019
EEZ_316,Guam (USA),EEZ,1950,2019,143,90,1,0,0,0,1,22,1998,2019
EEZ_324,,,1950,2019,277,201,0,0,0,0,1,22,1998,2019
EEZ_328,,,1950,2019,140,73,0,0,0,0,1,22,1998,2019
EEZ_332,,,1950,2019,118,57,0,0,0,0,1,22,1998,2019
EEZ_334,Heard & McDonald Isl. (Australia),EEZ,1952,2019,50,33,2,0,0,0,1,22,1998,2019
EEZ_344,,,1950,2019,109,49,0,0,0,0,1,22,1998,2019
EEZ_352,,,1950,2019,126,79,0,0,0,0,1,22,1998,2019
EEZ_356,,,1950,2019,206,151,0,0,0,0,1,22,1998,2019
EEZ_357,,,1950,2019,142,90,0,0,0,0,1,22,1998,2019
EEZ_361,,,1950,2019,189,146,0,0,0,0,1,22,1998,2019
EEZ_368,,,1950,2019,77,50,0,0,0,0,1,22,1998,2019
EEZ_372,,,1950,2019,386,287,0,0,0,0,1,22,1998,2019
EEZ_380,,,1950,2019,218,159,0,0,0,0,1,22,1998,2019
EEZ_384,,,1950,2019,250,194,0,0,0,0,1,22,1998,2019
EEZ_388,,,1950,2019,94,58,0,0,0,0,1,22,1998,2019
EEZ_390,,,1950,2019,207,178,0,0,0,0,1,22,1998,2019
EEZ_393,Japan (Daito Islands),EEZ,1950,2019,88,29,0,0,0,0,1,22,1998,2019
EEZ_396,Johnston Atoll (USA),EEZ,1950,2019,26,19,0,0,0,0,1,22,1998,2019
EEZ_400,,,1950,2019,23,12,0,0,0,0,1,22,1998,2019
EEZ_404,,,1950,2019,160,120,0,0,0,0,1,22,1998,2019
EEZ_410,,,1950,2019,187,118,0,0,0,0,1,22,1998,2019
EEZ_414,,,1950,2019,40,22,0,0,0,0,1,22,1998,2019
EEZ_422,,,1950,2019,135,107,0,0,0,0,1,22,1998,2019
EEZ_428,,,1950,2019,81,45,0,0,0,0,1,22,1998,2019
EEZ_430,,,1950,2019,288,239,0,0,0,0,1,22,1998,2019
EEZ_434,,,1950,2019,188,147,0,0,0,0,1,22,1998,2019
EEZ_440,,,1950,2019,80,43,0,0,0,0,1,22,1998,2019
EEZ_450,,,1950,2019,159,96,0,0,0,0,1,22,1998,2019
EEZ_459,,,1950,2019,194,153,0,0,0,0,1,22,1998,2019
EEZ_460,,,1950,2019,194,157,0,0,0,0,1,22,1998,2019
EEZ_461,,,1950,2019,157,114,0,0,0,0,1,22,1998,2019
EEZ_462,Maldives,EEZ,1950,2019,133,72,2,0,0,0,1,22,1998,2019
EEZ_463,,,1950,2019,179,142,0,0,0,0,1,22,1998,2019
EEZ_470,,,1950,2019,247,213,0,0,0,0,1,22,1998,2019
EEZ_474,Martinique (France),EEZ,1950,2019,96,65,1,0,0,0,1,22,1998,2019
EEZ_478,,,1950,2019,342,229,0,0,0,0,1,22,1998,2019
EEZ_480,Mauritius,EEZ,1950,2019,121,70,0,0,0,0,1,22,1998,2019
EEZ_488,Hawaii Northwest Islands (USA),EEZ,1950,2019,50,16,1,0,0,0,1,22,1998,2019
EEZ_500,,,1950,2019,135,87,0,0,0,0,1,22,1998,2019
EEZ_508,,,1950,2019,152,90,0,0,0,0,1,22,1998,2019
EEZ_512,,,1950,2019,129,66,0,0,0,0,1,22,1998,2019
EEZ_516,,,1950,2019,151,57,0,0,0,0,1,22,1998,2019
EEZ_520,Nauru,EEZ,1950,2019,52,28,1,0,0,0,1,22,1998,2019
EEZ_528,,,1950,2019,251,182,0,0,0,0,1,22,1998,2019
EEZ_540,New Caledonia (France),EEZ,1950,2019,94,55,1,0,0,0,1,22,1998,2019
EEZ_548,Vanuatu,EEZ,1950,2019,104,68,1,0,0,0,1,22,1998,2019
EEZ_554,New Zealand,EEZ,1950,2019,224,197,2,0,0,0,1,22,1998,2019
EEZ_555,,,1950,2019,90,22,0,0,0,0,1,22,1998,2019
EEZ_566,,,1950,2019,111,77,0,0,0,0,1,22,1998,2019
EEZ_570,Niue (New Zealand),EEZ,1950,2019,76,70,0,0,0,0,1,22,1998,2019
EEZ_574,Norfolk Isl. (Australia),EEZ,1950,2019,55,17,0,0,0,0,1,22,1998,2019
EEZ_578,,,1950,2019,286,222,0,0,0,0,1,22,1998,2019
EEZ_579,,,1950,2019,45,6,0,0,0,0,1,22,1998,2019
EEZ_580,Northern Marianas (USA),EEZ,1950,2019,124,62,1,0,0,0,1,22,1998,2019
EEZ_583,Micronesia (Federated States of),EEZ,1950,2019,198,164,1,0,0,0,1,22,1998,2019
EEZ_584,Marshall Isl.,EEZ,1950,2019,100,69,1,0,0,0,1,22,1998,2019
EEZ_585,Palau,EEZ,1950,2019,101,56,1,0,0,0,1,22,1998,2019
EEZ_586,,,1950,2019,171,126,0,0,0,0,1,22,1998,2019
EEZ_598,Papua New Guinea,EEZ,1950,2019,102,55,1,0,0,0,1,22,1998,2019
EEZ_604,,,1950,2019,127,113,0,0,0,0,1,22,1998,2019
EEZ_608,,,1950,2019,228,172,0,0,0,0,1,22,1998,2019
EEZ_612,Pitcairn (UK),EEZ,1950,2019,41,3,0,0,0,0,1,22,1998,2019
EEZ_616,,,1950,2019,91,56,0,0,0,0,1,22,1998,2019
EEZ_620,,,1950,2019,321,254,0,0,0,0,1,22,1998,2019
EEZ_621,Madeira Isl. (Portugal),EEZ,1950,2019,155,98,1,0,0,0,1,22,1998,2019
EEZ_622,Azores Isl. (Portugal),EEZ,1950,2019,213,132,1,0,0,0,1,22,1998,2019
EEZ_624,,,1950,2019,290,229,0,0,0,0,1,22,1998,2019
EEZ_626,Timor Leste,EEZ,1950,2019,126,28,0,0,0,0,1,22,1998,2019
EEZ_630,,,1950,2019,60,36,0,0,0,0,1,22,1998,2019
EEZ_634,,,1950,2019,68,47,0,0,0,0,1,22,1998,2019
EEZ_638,Réunion (France),EEZ,1950,2019,86,26,0,0,0,0,1,22,1998,2019
EEZ_642,,,1950,2019,37,16,0,0,0,0,1,22,1998,2019
EEZ_645,,,1950,2019,103,86,0,0,0,0,1,22,1998,2019
EEZ_647,,,1950,2019,56,40,0,0,0,0,1,22,1998,2019
EEZ_648,,,1950,2019,83,47,0,0,0,0,1,22,1998,2019
EEZ_649,,,1950,2019,137,86,0,0,0,0,1,22,1998,2019
EEZ_654,Saint Helena (UK),EEZ,1950,2019,30,20,0,0,0,0,1,22,1998,2019
EEZ_659,,,1950,2019,59,19,0,0,0,0,1,22,1998,2019
EEZ_660,Anguilla (UK),EEZ,1950,2019,54,24,1,0,0,0,1,22,1998,2019
EEZ_662,,,1950,2019,109,72,0,0,0,0,1,22,1998,2019
EEZ_666,,,1950,2019,73,21,0,0,0,0,1,22,1998,2019
EEZ_670,,,1950,2019,122,93,0,0,0,0,1,22,1998,2019
EEZ_678,,,1950,2019,180,115,0,0,0,0,1,22,1998,2019
EEZ_683,,,1950,2019,194,122,0,0,0,0,1,22,1998,2019
EEZ_684,,,1950,2019,171,101,0,0,0,0,1,22,1998,2019
EEZ_686,,,1950,2019,343,256,0,0,0,0,1,22,1998,2019
EEZ_690,Seychelles,EEZ,1950,2019,153,118,1,0,0,0,1,22,1998,2019
EEZ_694,,,1950,2019,264,214,0,0,0,0,1,22,1998,2019
EEZ_702,,,1950,2019,110,28,0,0,0,0,1,22,1998,2019
EEZ_704,,,1950,2019,201,69,0,0,0,0,1,22,1998,2019
EEZ_705,,,1950,2019,109,80,0,0,0,0,1,22,1998,2019
EEZ_706,,,1950,2019,175,121,0,0,0,0,1,22,1998,2019
EEZ_711,Prince Edward Isl. (South Africa),EEZ,1950,2019,45,18,2,0,0,0,1,22,1998,2019
EEZ_723,Canary Isl. (Spain),EEZ,1950,2019,294,174,1,0,0,0,1,22,1998,2019
EEZ_736,,,1950,2019,43,9,0,0,0,0,1,22,1998,2019
EEZ_740,,,1950,2019,127,80,0,0,0,0,1,22,1998,2019
EEZ_744,,,1950,2019,74,62,0,0,0,0,1,22,1998,2019
EEZ_760,,,1950,2019,83,51,0,0,0,0,1,22,1998,2019
EEZ_768,,,1950,2019,191,129,0,0,0,0,1,22,1998,2019
EEZ_772,Tokelau (New Zealand),EEZ,1950,2019,41,29,0,0,0,0,1,22,1998,2019
EEZ_776,Tonga,EEZ,1950,2019,114,86,0,0,0,0,1,22,1998,2019
EEZ_780,,,1950,2019,127,97,0,0,0,0,1,22,1998,2019
EEZ_784,,,1950,2019,83,42,0,0,0,0,1,22,1998,2019
EEZ_788,,,1950,2019,236,167,0,0,0,0,1,22,1998,2019
EEZ_793,,,1950,2019,138,92,0,0,0,0,1,22,1998,2019
EEZ_794,,,1950,2019,89,49,0,0,0,0,1,22,1998,2019
EEZ_796,Turks & Caicos Isl. (UK),EEZ,1950,2019,57,21,0,0,0,0,1,22,1998,2019
EEZ_798,Tuvalu,EEZ,1950,2019,57,46,1,0,0,0,1,22,1998,2019
EEZ_804,,,1950,2019,59,28,0,0,0,0,1,22,1998,2019
EEZ_826,,,1950,2019,431,346,0,0,0,0,1,22,1998,2019
EEZ_830,,,1950,2019,319,263,0,0,0,0,1,22,1998,2019
EEZ_834,,,1950,2019,167,112,0,0,0,0,1,22,1998,2019
EEZ_842,Hawaii Main Islands (USA),EEZ,1950,2019,195,140,2,0,0,0,1,22,1998,2019
EEZ_844,Palmyra Atoll & Kingman Reef (USA),EEZ,1950,2019,27,17,0,0,0,0,1,22,1998,2019
EEZ_845,Jarvis Isl. (USA),EEZ,1950,2019,28,17,0,0,0,0,1,22,1998,2019
EEZ_846,Howland & Baker Isl. (USA),EEZ,1950,2019,36,18,0,0,0,0,1,22,1998,2019
EEZ_848,,,1950,2019,274,185,0,0,0,0,1,22,1998,2019
EEZ_850,,,1950,2019,60,21,0,0,0,0,1,22,1998,2019
EEZ_851,,,1950,2019,532,352,0,0,0,0,1,22,1998,2019
EEZ_852,,,1950,2019,481,375,0,0,0,0,1,22,1998,2019
EEZ_855,Ascension Isl. (UK),EEZ,1950,2019,39,10,0,0,0,0,1,22,1998,2019
EEZ_856,Tristan da Cunha Isl. (UK),EEZ,1950,2019,36,9,0,0,0,0,1,22,1998,2019
EEZ_858,,,1950,2019,123,60,0,0,0,0,1,22,1998,2019
EEZ_862,,,1950,2019,186,153,0,0,0,0,1,22,1998,2019
EEZ_872,Wake Isl. (USA),EEZ,1950,2019,42,13,0,0,0,0,1,22,1998,2019
EEZ_876,Wallis & Futuna Isl. (France),EEZ,1950,2019,98,71,0,0,0,0,1,22,1998,2019
EEZ_882,Samoa,EEZ,1950,2019,83,72,0,0,0,0,1,22,1998,2019
EEZ_891,,,1950,2019,82,70,0,0,0,0,1,22,1998,2019
EEZ_895,St Paul & Amsterdam Isl. (France),EEZ,1950,2019,38,3,0,0,0,0,1,22,1998,2019
EEZ_896,Crozet Isl. (France),EEZ,1950,2019,35,7,1,0,0,0,1,22,1998,2019
EEZ_897,Kerguelen Isl. (France),EEZ,1952,2019,14,6,3,0,0,0,1,22,1998,2019
EEZ_898,Clipperton Isl. (France),EEZ,1950,2019,31,17,1,0,0,0,1,22,1998,2019
EEZ_899,,,1950,2019,158,114,0,0,0,0,1,22,1998,2019
EEZ_900,,,1950,2019,79,73,0,0,0,0,1,22,1998,2019
EEZ_901,,,1950,2019,191,152,0,0,0,0,1,22,1998,2019
EEZ_902,,,1950,2019,175,145,0,0,0,0,1,22,1998,2019
EEZ_903,,,1950,2019,232,187,0,0,0,0,1,22,1998,2019
EEZ_904,St Barthelemy (France),EEZ,1950,2019,57,29,0,0,0,0,1,22,1998,2019
EEZ_905,St Martin (France),EEZ,1950,2019,57,29,0,0,0,0,1,22,1998,2019
EEZ_906,,,1950,2019,65,37,0,0,0,0,1,22,1998,2019
EEZ_907,,,1950,2019,69,39,0,0,0,0,1,22,1998,2019
EEZ_908,,,1950,2019,54,21,0,0,0,0,1,22,1998,2019
EEZ_909,Sint Maarten (Netherlands),EEZ,1950,2019,56,33,0,0,0,0,1,22,1998,2019
EEZ_910,South Orkney Islands (UK),EEZ,1950,2019,48,30,0,0,0,0,1,22,1998,2019
EEZ_911,,,1950,2019,77,40,0,0,0,0,1,22,1998,2019
EEZ_912,,,1950,2019,5,5,0,0,0,0,1,22,1998,2019
EEZ_913,,,1950,2019,5,5,0,0,0,0,1,22,1998,2019
EEZ_914,,,1950,2019,102,63,0,0,0,0,1,22,1998,2019
EEZ_915,,,1950,2019,178,117,0,0,0,0,1,22,1998,2019
EEZ_916,,,1950,2019,106,41,0,0,0,0,1,22,1998,2019
EEZ_917,,,1950,2019,127,49,0,0,0,0,1,22,1998,2019
EEZ_918,,,1950,2019,214,159,0,0,0,0,1,22,1998,2019
EEZ_919,,,1950,2019,430,348,0,0,0,0,1,22,1998,2019
EEZ_920,,,1950,2019,33,25,0,0,0,0,1,22,1998,2019
EEZ_921,,,1950,2019,122,88,0,0,0,0,1,22,1998,2019
EEZ_922,,,1950,2019,198,165,0,0,0,0,1,22,1998,2019
EEZ_923,,,1950,2019,199,152,0,0,0,0,1,22,1998,2019
EEZ_924,,,1950,2019,18,16,0,0,0,0,1,22,1998,2019
EEZ_925,,,1950,2019,73,26,0,0,0,0,1,22,1998,2019
EEZ_926,,,1950,2019,180,112,0,0,0,0,1,22,1998,2019
EEZ_927,,,1950,2019,111,89,0,0,0,0,1,22,1998,2019
EEZ_928,,,1950,2019,101,87,0,0,0,0,1,22,1998,2019
EEZ_929,,,1950,2019,40,14,0,0,0,0,1,22,1998,2019
EEZ_930,Costa Rica (Pacific),EEZ,1950,2019,91,63,3,0,0,0,1,22,1998,2019
EEZ_931,,,1950,2019,125,67,0,0,0,0,1,22,1998,2019
EEZ_932,,,1950,2019,257,191,0,0,0,0,1,22,1998,2019
EEZ_933,,,1950,2019,162,88,0,0,0,0,1,22,1998,2019
EEZ_934,,,1950,2019,76,57,0,0,0,0,1,22,1998,2019
EEZ_935,,,1950,2019,45,23,0,0,0,0,1,22,1998,2019
EEZ_936,,,1950,2019,87,77,0,0,0,0,1,22,1998,2019
EEZ_937,,,1950,2019,179,138,0,0,0,0,1,22,1998,2019
EEZ_938,Indonesia (Indian Ocean),EEZ,1950,2019,175,147,1,0,0,0,1,22,1998,2019
EEZ_939,,,1950,2019,96,50,0,0,0,0,1,22,1998,2019
EEZ_940,,,1950,2019,10,10,0,0,0,0,1,22,1998,2019
EEZ_941,Kiribati (Gilbert Islands),EEZ,1950,2019,63,38,1,0,0,0,1,22,1998,2019
EEZ_942,Kiribati (Line Islands),EEZ,1950,2019,46,40,1,0,0,0,1,22,1998,2019
EEZ_943,Kiribati (Phoenix Islands),EEZ,1950,2019,42,30,0,0,0,0,1,22,1998,2019
EEZ_944,,,1950,2019,127,103,0,0,0,0,1,22,1998,2019
EEZ_945,,,1950,2019,148,136,0,0,0,0,1,22,1998,2019
EEZ_946,,,1950,2019,306,232,0,0,0,0,1,22,1998,2019
EEZ_947,,,1950,2019,181,110,0,0,0,0,1,22,1998,2019
EEZ_948,,,1950,2019,304,227,0,0,0,0,1,22,1998,2019
EEZ_949,,,1950,2019,69,27,0,0,0,0,1,22,1998,2019
EEZ_950,,,1950,2019,57,46,0,0,0,0,1,22,1998,2019
EEZ_951,,,1950,2019,48,12,0,0,0,0,1,22,1998,2019
EEZ_952,,,1950,2019,88,67,0,0,0,0,1,22,1998,2019
EEZ_953,,,1950,2019,156,100,0,0,0,0,1,22,1998,2019
EEZ_954,,,1950,2019,125,74,0,0,0,0,1,22,1998,2019
EEZ_956,,,1950,2019,122,69,0,0,0,0,1,22,1998,2019
EEZ_957,,,1950,2019,125,59,0,0,0,0,1,22,1998,2019
EEZ_958,,,1950,2019,19,19,0,0,0,0,1,22,1998,2019
EEZ_959,,,1950,2019,115,82,0,0,0,0,1,22,1998,2019
EEZ_962,,,1950,2019,439,375,0,0,0,0,1,22,1998,2019
EEZ_963,Spain (Northwest),EEZ,1950,2019,424,312,2,0,0,0,1,22,1998,2019
EEZ_966,,,1950,2019,118,89,0,0,0,0,1,22,1998,2019
EEZ_967,,,1950,2019,116,63,0,0,0,0,1,22,1998,2019
EEZ_968,,,1950,2019,79,51,0,0,0,0,1,22,1998,2019
EEZ_969,Fernando de Noronha (Brazil),EEZ,1950,2019,75,39,0,0,0,0,1,22,1998,2019
EEZ_970,St Paul and St. Peter Archipelago (Brazil),EEZ,1950,2019,38,16,0,0,0,0,1,22,1998,2019
EEZ_971,Japan (Ogasawara Islands),EEZ,1950,2019,52,29,0,0,0,0,1,22,1998,2019
EEZ_972,,,1950,2019,50,9,0,0,0,0,1,22,1998,2019
EEZ_973,,,1950,2019,94,58,0,0,0,0,1,22,1998,2019
EEZ_974,,,1950,2019,84,53,0,0,0,0,1,22,1998,2019
EEZ_977,,,1950,2019,139,73,0,0,0,0,1,22,1998,2019
HS_021,"Atlantic, Northwest",High Seas,1950,2019,130,67,0,0,0,0,1,22,1998,2019
HS_027,"Atlantic, Northeast",High Seas,1950,2019,193,131,0,0,0,0,1,22,1998,2019
HS_031,"Atlantic, Western Central",High Seas,1950,2019,49,32,1,0,0,0,1,22,1998,2019
HS_034,"Atlantic, Eastern Central",High Seas,1950,2019,52,37,0,0,0,0,1,22,1998,2019
HS_041,"Atlantic, Southwest",High Seas,1950,2019,52,33,0,0,0,0,1,22,1998,2019
HS_047,"Atlantic, Southeast",High Seas,1950,2019,57,35,0,0,0,0,1,22,1998,2019
HS_048,"Atlantic, Antarctic",High Seas,1973,2019,19,6,1,0,0,0,1,22,1998,2019
HS_051,"Indian Ocean, Western",High Seas,1952,2019,58,36,1,0,0,0,1,22,1998,2019
HS_057,"Indian Ocean, Eastern",High Seas,1952,2019,51,34,0,0,0,0,1,22,1998,2019
HS_058,"Indian Ocean, Antarctic",High Seas,1952,2019,27,6,1,0,0,0,1,22,1998,2019
HS_061,"Pacific, Northwest",High Seas,1950,2019,21,21,0,0,0,0,1,22,1998,2019
HS_067,"Pacific, Northeast",High Seas,1961,2019,16,16,0,0,0,0,1,22,1998,2019
HS_071,"Pacific, Western Central",High Seas,1950,2019,23,23,1,0,0,0,1,22,1998,2019
HS_077,"Pacific, Eastern Central",High Seas,1950,2019,26,26,1,1,0,0,1,22,1998,2019
HS_081,"Pacific, Southwest",High Seas,1950,2019,27,27,1,0,0,0,1,22,1998,2019
HS_087,"Pacific, Southeast",High Seas,1950,2019,25,25,0,0,0,0,1,22,1998,2019
HS_088,"Pacific, Antarctic",High Seas,1976,2019,37,32,0,0,0,0,1,22,1998,2019
LME_001,East Bering Sea,LME,1950,2019,95,73,2,0,0,0,1,22,1998,2019
LME_002,Gulf of Alaska,LME,1950,2019,212,170,1,0,0,0,1,22,1998,2019
LME_003,California Current,LME,1950,2019,349,277,1,0,0,0,1,22,1998,2019
LME_004,Gulf of California,LME,1950,2019,141,129,2,0,0,0,1,22,1998,2019
LME_005,Gulf of Mexico,LME,1950,2019,519,418,2,0,0,0,1,22,1998,2019
LME_006,Southeast U.S. Continental Shelf,LME,1950,2019,450,283,1,0,0,0,1,22,1998,2019
LME_007,Northeast U.S. Continental Shelf,LME,1950,2019,367,232,2,0,0,0,1,22,1998,2019
LME_008,Scotian Shelf,LME,1950,2019,160,92,2,0,0,0,1,22,1998,2019
LME_009,Newfoundland-Labrador Shelf,LME,1950,2019,171,111,3,0,0,0,1,22,1998,2019
LME_010,Insular Pacific-Hawaiian,LME,1950,2019,195,140,2,0,0,0,1,22,1998,2019
LME_011,Pacific Central-American Coastal,LME,1950,2019,295,270,4,0,0,0,1,22,1998,2019
LME_012,Caribbean Sea,LME,1950,2019,571,507,3,0,0,0,1,22,1998,2019
LME_013,Humboldt Current,LME,1950,2019,218,184,2,2,1,1,1,22,1998,2019
LME_014,Patagonian Shelf,LME,1950,2019,250,195,3,0,0,0,1,22,1998,2019
LME_015,South Brazil Shelf,LME,1950,2019,302,264,1,0,0,0,1,22,1998,2019
LME_016,East Brazil Shelf,LME,1950,2019,283,254,2,0,0,0,1,22,1998,2019
LME_017,North Brazil Shelf,LME,1950,2019,333,311,2,0,0,0,1,22,1998,2019
LME_018,Canadian Eastern Arctic -West Greenland,LME,1950,2019,81,61,1,0,0,0,1,22,1998,2019
LME_019,Greenland Sea,LME,1950,2019,94,64,0,0,0,0,1,22,1998,2019
LME_020,Barents Sea,LME,1950,2019,163,138,1,0,0,0,1,22,1998,2019
LME_021,Norwegian Sea,LME,1950,2019,195,162,1,0,0,0,1,22,1998,2019
LME_022,North Sea,LME,1950,2019,384,312,5,0,0,0,1,22,1998,2019
LME_023,Baltic Sea,LME,1950,2019,168,117,2,0,0,0,1,22,1998,2019
LME_024,Celtic-Biscay Shelf,LME,1950,2019,488,383,3,0,0,0,1,22,1998,2019
LME_025,Iberian Coastal,LME,1950,2019,501,432,2,0,0,0,1,22,1998,2019
LME_026,Mediterranean Sea,LME,1950,2019,522,482,2,0,0,0,1,22,1998,2019
LME_027,Canary Current,LME,1950,2019,512,412,3,2,0,0,1,22,1998,2019
LME_028,Guinea Current,LME,1950,2019,375,325,2,2,1,1,1,22,1998,2019
LME_029,Benguela Current,LME,1950,2019,247,147,4,0,0,0,1,22,1998,2019
