commercial_group,catch_tonnes_matched,tl_weighted,sppr,ppr
Anchovies,2228.3801518469995,3.200114536152961,158.53112302577046,353267.60800064175
Crustaceans,2848.9116871757,3.0624954269198854,115.47698250076127,328983.7250462026
Flatfishes,2.8463614352999995,3.6462166500598103,442.80921495246224,1260.3950726361563
Herring-likes,3094.4487127294997,2.719196448529794,52.38373352978026,162098.77678919365
Molluscs,0.2961508898,2.0961538461668336,12.478254705073377,3.695446234058517
Other fishes & inverts,23617.910401775,3.4275153877519666,267.6180412895626,6320578.921075412
Perch-likes,66646.5636295951,3.861376722653516,726.7360811143511,48434462.471910186
Scorpionfishes,131.4344888025,3.8999999999999995,794.3282347242805,104402.12547237803
Sharks & rays,27329.7123225263,4.136526715021921,1369.3886218397406,37424997.092620865
Tuna & billfishes,13803.3052765067,4.408465901688617,2561.3321550853852,35354849.65117638
