year,raw_rows_selected,raw_filtered_tonnes,standardized_tonnes,difference_tonnes,reconciled
1950,3274,483665.7294726386,483665.72947263863,5.820766091346741e-11,True
1951,2892,490432.6638762791,490432.6638762791,0.0,True
1952,2885,500637.1985533398,500637.1985533398,0.0,True
1953,2914,507592.6061793102,507592.6061793102,0.0,True
1954,2955,543749.6825069995,543749.6825069994,-1.1641532182693481e-10,True
1955,2998,582852.4688794947,582852.4688794947,0.0,True
1956,2955,601118.2871990416,601118.2871990416,0.0,True
1957,2958,618137.6263457827,618137.6263457827,0.0,True
1958,2982,647105.7813692807,647105.7813692807,0.0,True
1959,3073,679356.8066582476,679356.8066582476,0.0,True
1960,3117,731519.9019123854,731519.9019123854,0.0,True
1961,3422,769225.3571637163,769225.3571637163,0.0,True
1962,3969,848514.4818137264,848514.4818137264,0.0,True
1963,4135,936950.4860089325,936950.4860089325,0.0,True
1964,4164,1054009.266037509,1054009.266037509,0.0,True
1965,4831,1318756.1588296045,1318756.1588296045,0.0,True
1966,4914,1474416.3707015899,1474416.3707015899,0.0,True
1967,4910,1598845.8089857642,1598845.8089857642,0.0,True
1968,4977,1785615.0796306848,1785615.0796306848,0.0,True
1969,5023,1902945.209372841,1902945.209372841,0.0,True
1970,5946,2149291.0907276864,2149291.0907276864,0.0,True
1971,5995,2318325.9976513386,2318325.9976513386,0.0,True
1972,6011,2446297.943772155,2446297.943772155,0.0,True
1973,5997,2498029.1899868487,2498029.1899868487,0.0,True
1974,6013,2230694.7282593544,2230694.7282593544,0.0,True
1975,6088,2174428.3924842435,2174428.392484244,4.656612873077393e-10,True
1976,5961,2218740.3484324617,2218740.3484324617,0.0,True
1977,6499,2739750.1275378857,2739750.1275378857,0.0,True
1978,6631,2669240.993033187,2669240.993033187,0.0,True
1979,6589,2428654.3491663416,2428654.3491663416,0.0,True
1980,7027,2311020.404242867,2311020.404242867,0.0,True
1981,7035,2501688.7819524636,2501688.7819524636,0.0,True
1982,7075,2613444.002796371,2613444.002796371,0.0,True
1983,7141,2734254.137382698,2734254.137382698,0.0,True
1984,6994,2469559.0963775925,2469559.0963775925,0.0,True
1985,6868,2604867.9060549014,2604867.9060549014,0.0,True
1986,7095,2765557.295101733,2765557.295101733,0.0,True
1987,7266,3083151.302658603,3083151.302658603,0.0,True
1988,7259,2933282.432549446,2933282.432549446,0.0,True
1989,7260,2859772.426098975,2859772.426098975,0.0,True
1990,7453,2830423.468452016,2830423.468452016,0.0,True
1991,7412,2726195.413016886,2726195.413016886,0.0,True
1992,7379,2992337.080184409,2992337.080184409,0.0,True
1993,7511,2875530.673276511,2875530.673276511,0.0,True
1994,7780,3030223.914589274,3030223.914589274,0.0,True
1995,7707,2987281.494091652,2987281.494091652,0.0,True
1996,7672,2905613.004030781,2905613.004030781,0.0,True
1997,7764,2825530.1489654924,2825530.1489654924,0.0,True
1998,7946,2943771.06005793,2943771.06005793,0.0,True
1999,7826,3115320.441890386,3115320.441890386,0.0,True
2000,7737,3268073.3229164705,3268073.3229164705,0.0,True
2001,7637,2969299.6050468395,2969299.6050468395,0.0,True
2002,7647,2874596.111167181,2874596.111167181,0.0,True
2003,7758,2949482.507522992,2949482.507522992,0.0,True
2004,7677,2839140.71332791,2839140.7133279094,-4.656612873077393e-10,True
2005,8510,2882938.137094809,2882938.137094809,0.0,True
2006,8498,2868696.8886704035,2868696.8886704035,0.0,True
2007,8521,2611879.212655084,2611879.212655084,0.0,True
2008,8339,2533250.5249608275,2533250.5249608275,0.0,True
2009,8492,2432132.306408729,2432132.306408729,0.0,True
2010,8588,2457883.3397017117,2457883.3397017117,0.0,True
2011,8663,2554535.3727342323,2554535.3727342323,0.0,True
2012,8630,2589067.4928992153,2589067.4928992153,0.0,True
2013,8632,2709693.6891938467,2709693.6891938467,0.0,True
2014,8588,2661171.0162211396,2661171.0162211396,0.0,True
2015,8625,2500155.8464075024,2500155.8464075024,0.0,True
2016,8625,2533072.835526662,2533072.835526662,0.0,True
2017,8239,2467089.4525442645,2467089.4525442645,0.0,True
2018,8540,2588487.4332975075,2588487.4332975075,0.0,True
2019,8389,2615825.056861822,2615825.056861822,0.0,True
