system,layer,region_id,title,polygon_area_km2,water_area_km2,npp_central_tC_yr,npp_observed_tC_yr,npp_no_nn_tC_yr,npp_all_fills_tC_yr,npp_mean_year_tC_yr,fill_uplift_pct,mean_rate_mgC_m2_d,area_obs_pct,npp_obs_pct,area_dark_pct,npp_dark_pct,area_clim_pct,npp_clim_pct,area_nn_near_pct,npp_nn_near_pct,area_nn_far_pct,npp_nn_far_pct,anomaly_factor_min,anomaly_factor_max
LME,lme,1,Fixed atlas LME + high-seas union,294673087.3406113,285580750.2949923,43132142486.561195,42334851317.98455,42671428599.03394,43788659879.72887,43720451878.62515,1.8832974340409203,413.7892811955086,90.86927670164634,96.6799427848731,0.5800239223298421,0.0,0.9410217227632656,0.7686402871744561,1.6870381674991521,1.0521305945252861,5.922639485761372,1.499286333427143,0.9767855810455208,1.0208281419675858
