functional_group,taxon_count_total,taxon_count_matched,catch_tonnes_total,catch_tonnes_matched,catch_tonnes_missing_tl,catch_coverage_fraction,sppr_correct,ppr_correct,tl_weighted_jensen,sppr_jensen,ppr_jensen,jensen_difference,jensen_ratio_correct_to_error,jensen_percent_difference
Cephalopods,7,7,34890.580125699096,34890.580125699096,0.0,1.0,5594.430523232313,195192926.42849374,3.8716601065717215,5446.480285949088,190030856.81994718,5162069.608546555,1.0271643758015445,0.027164375801544575
Jellyfish,3,3,6821.9827036682,6821.9827036682,0.0,1.0,1586.8423749532276,10825411.235378686,3.46,1586.8423749532276,10825411.235378686,0.0,1.0,0.0
Large bathypelagics (>=90 cm),1,1,2.5784107425,2.5784107425,0.0,1.0,15463.812886046737,39872.06126539283,4.22,15463.812886046735,39872.06126539283,0.0,1.0,0.0
Large benthopelagics (>=90 cm),7,7,14031.934626760301,14031.934626760301,0.0,1.0,22314.314262525302,313112998.97274005,4.263164206305808,17598.453832420277,246940353.7085806,66172645.26415944,1.267970156640543,0.267970156640543
Large demersals (>=90 cm),6,6,20397.0330612941,20397.0330612941,0.0,1.0,15660.420143745387,319426107.42573076,4.093085786074465,10572.97941948379,215657410.77559298,103768696.65013778,1.4811738037517133,0.4811738037517132
Large pelagics (>=90 cm),25,25,102017.71785340001,102017.71785340001,0.0,1.0,29421.691168831057,3001533788.431678,4.4250707721017974,28583.789950921782,2916053018.393989,85480770.03768873,1.0293138600356337,0.029313860035633754
Large rays (>=90 cm),3,3,3510.3992690825,3510.3992690825,0.0,1.0,5094.770628171348,17884679.089275688,3.848868772138108,5087.023293383071,17857482.850897584,27196.238378103822,1.0015229603525413,0.0015229603525413347
Large reef assoc. fish (>=90 cm),4,4,17785.9410805327,17785.9410805327,0.0,1.0,14362.667700290702,255453561.4766405,4.179255999082419,13686.973257408445,243435699.9270933,12017861.549547195,1.0493677038870899,0.049367703887089824
Large sharks (>=90 cm),10,10,7378.3993840391,7378.3993840391,0.0,1.0,15559.385678141796,114803361.70362823,4.208559190790119,14942.791960770988,110253886.99917708,4549474.704451144,1.0412636218846878,0.041263621884687844
"Lobsters, crabs",10,10,31816.6100991303,31816.6100991303,0.0,1.0,327.7359960584223,10427448.402040927,2.655306496055966,142.43063266292197,4531659.905608641,5895788.496432286,2.3010218373041016,1.3010218373041016
Medium benthopelagics (30 - 89 cm),4,4,13690.0513383999,13690.0513383999,0.0,1.0,1350.8619842121861,18493369.914957583,3.273654390902479,908.0140370012676,12430758.7825351,6062611.132422483,1.4877104638970469,0.4877104638970468
Medium demersals (30 - 89 cm),21,21,386592.73940424196,386592.73940424196,0.0,1.0,1832.4506899455785,708412132.0492544,3.3268430075636037,1064.860084281835,411667177.06474656,296744954.98450786,1.7208370536129387,0.7208370536129387
Medium pelagics (30 - 89 cm),20,20,393698.72322774737,393698.72322774737,0.0,1.0,6272.038679389954,2469293620.110872,3.582239914137569,2288.608909440078,901022405.6142061,1568271214.4966657,2.7405463002083854,1.7405463002083856
Medium reef assoc. fish (30 - 89 cm),32,32,153468.8683258039,153468.8683258039,0.0,1.0,7103.725444238273,1090200704.8244662,3.5465330685599388,2056.439357767161,315599421.0171691,774601283.8072971,3.4543811940807,2.4543811940807
Other demersal invertebrates,13,13,164212.75577214005,164212.75577214005,0.0,1.0,70.64372382103818,11600600.566658655,2.4158215937809433,69.50665073938437,11413878.662405964,186721.9042526912,1.0163591982861795,0.016359198286179395
Shrimps,16,16,35191.526332439,35191.526332439,0.0,1.0,1046.2019114507495,36817442.11586707,3.0246418795028256,430.6454030857523,15155069.042636061,21662373.07323101,2.42938135169743,1.42938135169743
Small benthopelagics (<30 cm),5,5,38976.2382587454,38976.2382587454,0.0,1.0,834.2554247051737,32516138.20195968,3.231670194313251,800.7000640192699,31208276.469007757,1307861.7329519242,1.0419075284164037,0.04190752841640366
Small demersals (<30 cm),5,5,13781.1585274833,13781.1585274833,0.0,1.0,3438.6142353660807,47388087.89244073,3.664516797802844,2928.3047899872895,40355432.52760353,7032655.364837199,1.1742678723620863,0.17426787236208635
Small pelagics (<30 cm),14,14,267998.55672928574,267998.55672928574,0.0,1.0,389.94639791748995,104505071.84367107,2.8655391072984924,267.3759475542478,71656368.0486636,32848703.795007467,1.4584198821338406,0.45841988213384055
Small reef assoc. fish (<30 cm),9,9,24367.8835628313,24367.8835628313,0.0,1.0,2901.5611268453267,70704903.6894045,3.4706769577098564,1638.4184565036912,39924790.17527573,30780113.514128774,1.7709524177584786,0.7709524177584786
Small to medium flatfishes (<90 cm),4,4,1340.2892292950999,1340.2892292950999,0.0,1.0,7189.114016682363,9635492.084733805,3.9009441942373977,5945.870039091838,7969185.572183225,1666306.5125505794,1.209093701916905,0.20909370191690502
