year,raw_rows_selected,raw_filtered_tonnes,standardized_tonnes,difference_tonnes,reconciled
1950,61,3508.8249926188,3508.8249926188,0.0,True
1951,66,2804.4031219284,2804.4031219284,0.0,True
1952,98,16508.6232961414,16508.6232961414,0.0,True
1953,106,14910.3794247586,14910.379424758601,1.8189894035458565e-12,True
1954,112,17194.5679504096,17194.5679504096,0.0,True
1955,114,18763.8416876451,18763.8416876451,0.0,True
1956,196,20863.362510543,20863.362510543,0.0,True
1957,204,38200.7619828799,38200.7619828799,0.0,True
1958,207,53777.9053759465,53777.905375946495,-7.275957614183426e-12,True
1959,226,70842.6606764512,70842.6606764512,0.0,True
1960,281,112309.1183012884,112309.1183012884,0.0,True
1961,288,184123.79487836082,184123.79487836082,0.0,True
1962,411,127390.5383172599,127390.5383172599,0.0,True
1963,315,158296.5383410282,158296.5383410282,0.0,True
1964,451,145045.9748862095,145045.9748862095,0.0,True
1965,543,199817.0415096194,199817.0415096194,0.0,True
1966,477,148645.2346774437,148645.2346774437,0.0,True
1967,560,146508.6394564384,146508.6394564384,0.0,True
1968,560,105287.655835598,105287.65583559801,1.4551915228366852e-11,True
1969,587,51338.0892404385,51338.0892404385,0.0,True
1970,547,53083.8833127426,53083.8833127426,0.0,True
1971,695,81117.0942259565,81117.0942259565,0.0,True
1972,839,273268.7965179791,273268.7965179791,0.0,True
1973,808,130343.3616840167,130343.36168401671,1.4551915228366852e-11,True
1974,810,159304.5141746873,159304.5141746873,0.0,True
1975,865,101535.6991012684,101535.6991012684,0.0,True
1976,778,98111.1564308258,98111.1564308258,0.0,True
1977,1008,259010.8897717326,259010.8897717326,0.0,True
1978,1029,247546.1471184117,247546.1471184117,0.0,True
1979,981,236564.1908081297,236564.1908081297,0.0,True
1980,890,135943.9427453773,135943.9427453773,0.0,True
1981,713,146343.3915706727,146343.39157067268,-2.9103830456733704e-11,True
1982,776,92158.137982366,92158.137982366,0.0,True
1983,760,97743.9409281065,97743.9409281065,0.0,True
1984,812,118748.7683501597,118748.76835015969,-1.4551915228366852e-11,True
1985,727,153569.5827798061,153569.5827798061,0.0,True
1986,790,216347.21125272592,216347.21125272592,0.0,True
1987,717,243541.80606506762,243541.80606506762,0.0,True
1988,685,183970.0784467194,183970.0784467194,0.0,True
1989,740,199621.4537200071,199621.4537200071,0.0,True
1990,726,252466.1701926156,252466.1701926156,0.0,True
1991,737,227181.1656090973,227181.1656090973,0.0,True
1992,665,164843.3979331088,164843.3979331088,0.0,True
1993,724,156059.298684022,156059.29868402198,-2.9103830456733704e-11,True
1994,471,130552.0598974539,130552.0598974539,0.0,True
1995,485,103805.4310536457,103805.43105364569,-1.4551915228366852e-11,True
1996,503,107708.6694383916,107708.66943839159,-1.4551915228366852e-11,True
1997,407,73317.9085701397,73317.9085701397,0.0,True
1998,510,79431.3392737645,79431.3392737645,0.0,True
1999,537,96606.077185016,96606.077185016,0.0,True
2000,700,116629.9893288618,116629.9893288618,0.0,True
2001,674,110359.39356818769,110359.3935681877,1.4551915228366852e-11,True
2002,617,125092.5386315486,125092.5386315486,0.0,True
2003,641,137995.6738565316,137995.67385653162,2.9103830456733704e-11,True
2004,651,97966.7843327924,97966.78433279239,-1.4551915228366852e-11,True
2005,735,79112.9092803438,79112.9092803438,0.0,True
2006,611,66525.9402863118,66525.9402863118,0.0,True
2007,636,64075.1508131759,64075.1508131759,0.0,True
2008,633,62278.1539305405,62278.153930540495,-7.275957614183426e-12,True
2009,545,53125.3342522019,53125.3342522019,0.0,True
2010,566,86480.9425257367,86480.9425257367,0.0,True
2011,618,103688.75410472401,103688.75410472401,0.0,True
2012,657,88186.7803380415,88186.7803380415,0.0,True
2013,603,95318.953506095,95318.953506095,0.0,True
2014,613,85367.1095077868,85367.10950778681,1.4551915228366852e-11,True
2015,573,78999.18908451199,78999.18908451199,0.0,True
2016,639,82182.7147590427,82182.7147590427,0.0,True
2017,593,86386.2216896056,86386.2216896056,0.0,True
2018,551,81418.4603038946,81418.46030389461,1.4551915228366852e-11,True
2019,561,87745.09947288739,87745.0994728874,1.4551915228366852e-11,True
