unit_id,region_name,region_type,year,total_catch_tonnes,matched_catch_tonnes,missing_tl_catch_tonnes,catch_tl_coverage_fraction,taxa_count,matched_taxa_count,ppr_species,ppr_commercial_correct,ppr_functional_correct,ppr_commercial_jensen,ppr_functional_jensen,source_data_status
HS_021,"Atlantic, Northwest",High Seas,1950,3508.8249926188,3508.8249926188,0.0,1.0,13,13,3467803.14366569,3467803.14366569,3467803.14366569,3466675.723458226,3431182.2370320642,available
HS_021,"Atlantic, Northwest",High Seas,1951,2804.4031219283993,2804.4031219283993,0.0,1.0,14,14,3145512.4820268517,3145512.4820268513,3145512.4820268513,3141611.5061804056,3111438.4341518506,available
HS_021,"Atlantic, Northwest",High Seas,1952,16508.6232961414,16508.6232961414,0.0,1.0,17,17,8046737.667356885,8046737.667356886,8046737.667356885,8023759.917938752,7568563.165041523,available
HS_021,"Atlantic, Northwest",High Seas,1953,14910.3794247586,14910.3794247586,0.0,1.0,17,17,5738829.309024654,5738829.309024655,5738829.309024655,5725102.170517446,5293614.854273209,available
HS_021,"Atlantic, Northwest",High Seas,1954,17194.567950409604,17194.567950409604,0.0,1.0,18,18,6832048.526782245,6832048.526782244,6832048.526782244,6818536.757577952,6305334.008180837,available
HS_021,"Atlantic, Northwest",High Seas,1955,18763.8416876451,18763.8416876451,0.0,1.0,18,18,8202105.101501668,8202105.101501669,8202105.101501668,8180782.414381039,7517878.859562871,available
HS_021,"Atlantic, Northwest",High Seas,1956,20863.362510542996,20863.362510542996,0.0,1.0,18,18,8932061.445730992,8932061.44573099,8932061.44573099,8914814.685657648,8419134.235741211,available
HS_021,"Atlantic, Northwest",High Seas,1957,38200.7619828799,38200.7619828799,0.0,1.0,19,19,18937182.728579327,18937182.728579327,18937182.728579327,18881011.366106506,18319313.933646087,available
HS_021,"Atlantic, Northwest",High Seas,1958,53777.9053759465,53777.9053759465,0.0,1.0,19,19,24899033.34107273,24899033.34107273,24899033.34107273,24830696.862380087,24162531.38280604,available
HS_021,"Atlantic, Northwest",High Seas,1959,70842.66067645121,70842.66067645121,0.0,1.0,22,22,34908354.294395186,34908354.29439518,34908354.29439518,34810256.43529526,34081064.402421,available
