functional_group,catch_tonnes_matched,tl_weighted,sppr,ppr
Cephalopods,74184.15420765888,4.097005641068263,1250.275269987356,92750613.43076436
Jellyfish,31.798045257100004,3.46,288.40315031266056,9170.656425932195
Large bathydemersals (>=90 cm),301.6798206571,3.8400000000000003,691.8309709189369,208711.44323185226
Large benthopelagics (>=90 cm),185039.8224750349,3.77956182779121,601.9519529374157,111385082.51003997
Large demersals (>=90 cm),157381.2713690131,4.171243954756508,1483.3510889064376,233451680.2587051
Large flatfishes (>=90 cm),4989.8621398865,4.178600024017941,1508.6900426855743,7528155.324820494
Large pelagics (>=90 cm),1795.3358928863001,4.260147745535643,1820.3200200910728,3268085.868609014
Large rays (>=90 cm),6855.2835830245,3.72,524.8074602497728,3597703.9664990506
Large reef assoc. fish (>=90 cm),295.2533549568,3.6489863041097608,445.64219442473717,131577.35301421423
Large sharks (>=90 cm),487.8691487123,4.007396855961081,1017.1777598824432,496249.64780293184
"Lobsters, crabs",72635.5215268051,2.971249918651082,93.59441166353075,6798278.903175046
Medium bathydemersals (30 - 89 cm),608.9024194958,3.579376293845122,379.6437843340529,231166.0188275465
Medium benthopelagics (30 - 89 cm),2643249.4572871537,3.5703546708235447,371.83877089324795,982862629.3619
Medium demersals (30 - 89 cm),775814.2436010564,3.8447834858620724,699.4931821718845,542676774.0307765
Medium pelagics (30 - 89 cm),663237.9448536249,3.1843472718801715,152.8788023766304,101395022.69995981
Medium reef assoc. fish (30 - 89 cm),696.6869505685,3.969506152943133,932.1936772652352,649447.1703531533
Other demersal invertebrates,45596.07779321559,2.2300422028008473,16.984086882245066,774407.7467295785
Shrimps,33568.46112087091,2.812218757096653,64.89612374421881,2178463.0068030367
Small bathydemersals (<30 cm),1189.3235408127,3.51,323.5936569296281,384857.55384407536
Small bathypelagics (<30 cm),194.2687440237,3.1,125.89254117941675,24456.985856877225
Small benthopelagics (<30 cm),0.9564359593,3.62,416.8693834703355,398.7088686822499
Small demersals (<30 cm),22825.8619399928,3.0,100.0,2282586.1939992798
Small pelagics (<30 cm),41662.9902237496,3.179729706268943,151.26195398677083,6302025.310176095
Small to medium flatfishes (<90 cm),68209.09915070189,3.6681899729578498,465.7897988861427,31771102.575610403
