commercial_group,catch_tonnes_matched,tl_weighted,sppr,ppr
Anchovies,10377.7610720746,3.14,138.03842646028852,1432529.8085700145
Cod-likes,2807898.5137336077,3.6041390194670493,401.91944634319395,1128549016.0276887
Crustaceans,106203.98264767599,2.920984088401038,83.36506409258419,8853701.82031121
Flatfishes,73198.9612905884,3.702983851787518,504.64253327639534,36939309.25888333
Herring-likes,557600.6076072942,3.1134453392708945,129.851012178741,72405003.28928815
Molluscs,34538.13871137079,2.18881543169166,15.44597870287566,533475.3549727986
Other fishes & inverts,472257.4960411431,3.397722319680472,249.87471954415403,118005209.37590507
Perch-likes,77348.54861944108,3.4051167376169893,254.16558064885163,19659338.772206172
"Salmon, smelts, etc",622434.0821785933,4.1303859967766385,1350.1623608472385,840387069.8660336
Scorpionfishes,29857.6864427241,3.4656234349996193,292.1618023289985,8723275.484480377
Sharks & rays,7343.1527317368,3.7390942589079392,548.3959754052407,4026955.4048704603
Tuna & billfishes,1793.1945488683,4.26082910551169,1823.178142188881,3269313.106188936
