commercial_group,catch_tonnes_matched,tl_weighted,sppr,ppr
Anchovies,1228.6832007306,3.11,128.82495516931337,158285.05825140802
Cod-likes,1769.0024292279,4.430008628802343,2691.588281356428,4761426.208200869
Crustaceans,3668.9809333845,3.004236573734653,100.980280733283,370494.7246582295
Flatfishes,13301.9886556663,3.546251025285238,351.76370368999915,4679156.79595953
Herring-likes,151468.78053348788,3.23007011645028,169.85178544936866,25727242.81345149
Molluscs,12922.572165915199,2.00849556457211,10.1975434529125,131778.49118531783
Other fishes & inverts,200690.75732130528,3.3567711119120243,227.38986923076112,45635045.063114025
Perch-likes,120712.1808243444,3.592217291192284,391.03649471656377,47202868.05914364
Scorpionfishes,554.5543120285,3.880477067876966,759.4113222880778,421134.8233781185
Sharks & rays,6037.319880749001,4.251333817158132,1783.7493060227382,10769065.14752331
Tuna & billfishes,29790.543999560097,4.448782054187128,2810.490063535665,83726027.89808568
