commercial_group,catch_tonnes_matched,tl_weighted,sppr,ppr
Cod-likes,236.61480321599998,3.9496146018527982,890.4603821570536,210696.10809573537
Crustaceans,37.971743209,2.9953583795413365,98.93691847393625,3756.8072621820756
Flatfishes,0.25,3.57,371.5352290971724,92.8838072742931
Herring-likes,191.082329868,3.06,114.81536214968828,21939.18690420062
Molluscs,1486.133848118,2.0888931199884833,12.271371951364006,18236.901219767882
Other fishes & inverts,5926.339917572401,3.4288236064468127,268.4253984493641,1590780.1537207433
Perch-likes,4895.297134459801,3.5800582272467953,380.2403729431343,1861389.6080744513
"Salmon, smelts, etc",0.16585376599999999,3.6665782888523615,464.0644378278334,76.96683468041903
Scorpionfishes,460.359008617,3.7611039902447154,576.904584573874,265583.2226210309
Sharks & rays,2761.8912458044,4.35375453974571,2258.1591134758196,6236789.887142291
Tuna & billfishes,5198.9294116562005,4.4511292540275855,2825.7208362876204,14690723.164905464
