functional_group,catch_tonnes_matched,tl_weighted,sppr,ppr
Cephalopods,382.3926802322,3.8241421414785197,667.025046019478,255065.49512939475
Large bathydemersals (>=90 cm),6248.8065830297,3.84,691.8309709189363,4323117.925422078
Large benthopelagics (>=90 cm),22186.835590994,3.7887656940132195,614.8450684736767,13641466.448158914
Large demersals (>=90 cm),109639.96943592218,4.163263706123264,1456.3431121277877,159673414.3019064
Large flatfishes (>=90 cm),6797.1484749281,4.141906514390701,1386.4573499209268,9423956.461567882
Large rays (>=90 cm),13066.0632057037,3.82,660.6934480075957,8632662.351261558
Large reef assoc. fish (>=90 cm),12074.693525209099,3.7918617525074634,619.2439218770965,7477180.574014465
Large sharks (>=90 cm),105.86179242360002,4.0494093091210015,1120.4934163852356,118617.44145738424
"Lobsters, crabs",7562.4913625619,3.2304063365326283,169.98333142800263,1285497.4757037666
Medium benthopelagics (30 - 89 cm),796581.615275561,3.57,371.5352290971724,295958132.9260012
Medium demersals (30 - 89 cm),149630.063438264,3.9132830331596735,818.9983619794209,122546776.85881506
Medium pelagics (30 - 89 cm),63790.524122938,3.4825319053612556,303.76092411325635,19377068.55725262
Medium reef assoc. fish (30 - 89 cm),7.1073953668,4.38,2398.83291901949,17049.453974366443
Other demersal invertebrates,117.55580705100002,2.0512731435360996,11.253125012559721,1322.8701926972526
Shrimps,84.0972554467,2.7,50.11872336272725,4214.847081297765
Small pelagics (<30 cm),16.125351453599997,3.44467223045208,278.4019228138794,4489.328850731825
Small to medium flatfishes (<90 cm),112018.74900535209,3.6174621085864986,414.4404232779348,46425097.75284286
Small to medium rays (<90 cm),689.6711486076999,3.7999999999999994,630.9573444801923,435153.07649011846
