functional_group,taxon_count_total,taxon_count_matched,catch_tonnes_total,catch_tonnes_matched,catch_tonnes_missing_tl,catch_coverage_fraction,sppr_correct,ppr_correct,tl_weighted_jensen,sppr_jensen,ppr_jensen,jensen_difference,jensen_ratio_correct_to_error,jensen_percent_difference
Cephalopods,3,3,5.7793089162,5.7793089162,0.0,1.0,464.05518772075834,2681.918284003443,3.656320534198926,453.2319676377073,2619.3675516754715,62.55073232797167,1.0238800897903624,0.023880089790362283
Large bathydemersals (>=90 cm),1,1,76.1312414689,76.1312414689,0.0,1.0,2630.2679918953813,200245.56761890597,4.42,2630.2679918953813,200245.56761890597,0.0,1.0,0.0
Large bathypelagics (>=90 cm),1,1,280.0678282609,280.0678282609,0.0,1.0,1659.5869074375596,464796.9009762606,4.22,1659.5869074375596,464796.9009762606,0.0,1.0,0.0
Large benthopelagics (>=90 cm),5,5,160.1700357622,160.1700357622,0.0,1.0,1027.871172781403,164634.16250333178,3.4828377069797303,303.97488790393913,48687.66866638467,115946.4938369471,3.381434498978174,2.381434498978174
Large demersals (>=90 cm),1,1,71.18616095189999,71.18616095189999,0.0,1.0,3090.295432513592,219986.26804783396,4.49,3090.295432513592,219986.26804783396,0.0,1.0,0.0
Large pelagics (>=90 cm),17,17,15276.5137031,15276.5137031,0.0,1.0,2358.5527658393726,36030463.64682958,4.363893245083446,2311.4965261052644,35311608.35571512,718855.2911144644,1.0203574780245919,0.020357478024591848
Large rays (>=90 cm),1,1,1.4475016023,1.4475016023,0.0,1.0,229.08676527677721,331.60345980385904,3.3600000000000003,229.08676527677747,331.6034598038594,-3.410605131648481e-13,0.999999999999999,-1.0285191637221833e-15
Large reef assoc. fish (>=90 cm),9,9,1699.1816940392998,1699.1816940392998,0.0,1.0,2889.0707232908344,4909056.085800665,4.45190723189423,2830.7872567758823,4810021.886433306,99034.19936735928,1.0205891369531366,0.02058913695313649
Large sharks (>=90 cm),6,6,206.48458765549998,206.48458765549998,0.0,1.0,1627.4855698344354,336050.6868025398,4.187973017938616,1541.6046724001894,318317.6051083452,17733.08169419458,1.0557087682541428,0.055708768254142914
"Lobsters, crabs",3,3,2.6675878647999998,2.6675878647999998,0.0,1.0,555.4610496520164,1481.741155420789,3.6978166990077996,498.673969643335,1330.2566299122038,151.4845255085852,1.1138761665247878,0.11387616652478784
Medium bathydemersals (30 - 89 cm),1,1,21.249301938000002,21.249301938000002,0.0,1.0,467.73514128719813,9939.045244224764,3.6699999999999995,467.7351412871976,9939.045244224753,1.0913936421275139e-11,1.000000000000001,1.0980870046463328e-15
Medium bathypelagics (30 - 89 cm),2,2,0.0349836443,0.0349836443,0.0,1.0,362.81080619940997,12.692444192276392,3.490706156876858,309.53242978686575,10.828572422978436,1.8638717692979565,1.1721253454742369,0.17212534547423677
Medium benthopelagics (30 - 89 cm),3,3,302.50416617279996,302.50416617279996,0.0,1.0,1227.8256519379836,371422.3750450742,4.088860151215629,1227.0440425094387,371185.9349366194,236.44010845478624,1.0006369856349626,0.000636985634962593
Medium demersals (30 - 89 cm),10,10,1070.1442989993002,1070.1442989993002,0.0,1.0,526.9657306390193,563929.3724113473,3.5003437143019585,316.47813767218014,338677.2747877992,225252.09762354812,1.665093628631214,0.6650936286312139
Medium pelagics (30 - 89 cm),7,7,927.0196539653999,927.0196539653999,0.0,1.0,1203.0003458954175,1115204.9643722263,3.9983529545390866,996.214719977057,923510.6249883692,191694.3393838571,1.2075713415709444,0.20757134157094437
Medium reef assoc. fish (30 - 89 cm),44,44,856.8425045877001,856.8425045877001,0.0,1.0,443.5768048622963,380075.46045521944,3.3127508886372024,205.47116750580747,176056.42978623492,204019.03066898452,2.158827490235383,1.1588274902353828
Other demersal invertebrates,1,1,5.263133777899999,5.263133777899999,0.0,1.0,114.81536214968828,604.2886107518455,3.06,114.81536214968828,604.2886107518455,0.0,1.0,0.0
Shrimps,1,1,1.0031491007,1.0031491007,0.0,1.0,31.622776601683793,31.7223599096161,2.5,31.622776601683793,31.7223599096161,0.0,1.0,0.0
Small pelagics (<30 cm),2,2,40.2545498904,40.2545498904,0.0,1.0,369.8419001898986,14887.81922275461,3.566941446660185,368.92785487030903,14851.024739835106,36.794482919503935,1.002477571990087,0.0024775719900869595
Small reef assoc. fish (<30 cm),20,20,167.44098206660001,167.44098206660001,0.0,1.0,157.2039379187537,26322.38174985294,3.0240768363452584,105.70045002578448,17698.58715719893,8623.794592654009,1.4872589272837107,0.4872589272837107
Small to medium flatfishes (<90 cm),2,2,0.5670226334,0.5670226334,0.0,1.0,2355.7588696316698,1335.7685979139567,4.3654832453130785,2319.974681325683,1315.4781532266145,20.290444687342188,1.0154243874271676,0.015424387427167556
