commercial_group,catch_tonnes_matched,tl_weighted,sppr,ppr
Other fishes & inverts,33612.6652031533,3.30486056610096,201.77184541850934,6782089.487474756
Perch-likes,18111.6321857724,4.292135851834571,1959.4575163565628,35488973.81989717
Sharks & rays,69815.97612667471,4.301341671050433,2001.435833355204,139732196.36059824
Tuna & billfishes,739130.934092892,4.431340406972279,2699.8547927479863,1995546194.8789904
