commercial_group,taxon_count_total,taxon_count_matched,catch_tonnes_total,catch_tonnes_matched,catch_tonnes_missing_tl,catch_coverage_fraction,sppr_correct,ppr_correct,tl_weighted_jensen,sppr_jensen,ppr_jensen,jensen_difference,jensen_ratio_correct_to_error,jensen_percent_difference
Anchovies,1,1,6447.5123056993,6447.5123056993,0.0,1.0,128.82495516931337,830600.4837353085,3.1100000000000003,128.82495516931348,830600.4837353093,-8.149072527885437e-10,0.999999999999999,-9.81106162042922e-16
Cod-likes,27,27,410804.471906796,410804.471906796,0.0,1.0,1519.6927881922516,624296593.3138843,4.160818219507097,1448.1655751691935,594912894.340982,29383698.972902298,1.0493915987574152,0.04939159875741515
Crustaceans,30,30,56326.11743821189,56326.11743821189,0.0,1.0,120.3784637527562,6780451.486369279,3.008273074314981,101.92320561329518,5740938.449053482,1039513.0373157971,1.1810702285942785,0.18107022859427857
Flatfishes,26,26,46661.755388687,46661.755388687,0.0,1.0,520.2671741089305,24276579.615034346,3.5160114712780515,328.1039594033852,15309906.69574045,8966672.919293895,1.585677829231227,0.585677829231227
Herring-likes,7,7,116297.15182404731,116297.15182404731,0.0,1.0,178.95045143880833,20811427.819960896,3.2211317584161545,166.39173813187585,19350885.231789887,1460542.588171009,1.075476784171693,0.07547678417169311
Molluscs,44,44,103364.6414470407,103364.6414470407,0.0,1.0,169.85591466273758,17557095.716773015,2.518321230365662,32.985360156655176,3409519.9255941645,14147575.79117885,5.149433380628625,4.149433380628625
Other fishes & inverts,66,66,102124.80158346529,102124.80158346529,0.0,1.0,1432.4211635225067,146285727.1086925,3.904681502363087,802.9370579388383,81999787.72601524,64285939.38267726,1.783976900007046,0.7839769000070461
Perch-likes,87,87,239418.93469134293,239418.93469134293,0.0,1.0,490.9564795707111,117544277.31863172,3.647282685777777,443.8974863670626,106277463.29816705,11266814.020464674,1.1060132004548795,0.10601320045487941
"Salmon, smelts, etc",8,8,11424.3280812336,11424.3280812336,0.0,1.0,240.6669144481145,2749457.788953439,3.367749921586502,233.2114781314787,2664284.438483448,85173.3504699911,1.0319685650825154,0.0319685650825154
Scorpionfishes,18,18,11338.588108537,11338.588108537,0.0,1.0,652.9166147218364,7403152.563551248,3.80171193066121,633.4494022489947,7182421.859700322,220730.7038509259,1.0307320717388404,0.030732071738840416
Sharks & rays,53,53,31528.077980077996,31528.077980077996,0.0,1.0,1022.3345531314052,32232243.512855135,3.9589994018327253,909.9120193813114,28687777.10206423,3544466.4107909054,1.123553191248682,0.12355319124868211
Tuna & billfishes,16,16,3943.186333928101,3943.186333928101,0.0,1.0,2406.1037558602397,9487715.448121173,4.370216563873295,2345.3980723383434,9248341.626465866,239373.82165530697,1.025882891368361,0.025882891368360986
