functional_group,taxon_count_total,taxon_count_matched,catch_tonnes_total,catch_tonnes_matched,catch_tonnes_missing_tl,catch_coverage_fraction,sppr_correct,ppr_correct,tl_weighted_jensen,sppr_jensen,ppr_jensen,jensen_difference,jensen_ratio_correct_to_error,jensen_percent_difference
Large benthopelagics (>=90 cm),1,1,0.0116196838,0.0116196838,0.0,1.0,1513.5612484362073,17.587103118761974,4.18,1513.5612484362073,17.587103118761974,0.0,1.0,0.0
Large pelagics (>=90 cm),13,13,14811.310747730597,14811.310747730597,0.0,1.0,2687.053080253072,39798778.16727493,4.427197709968676,2674.2235558924285,39608756.09522386,190022.07205107063,1.0047974763861363,0.004797476386136349
Large reef assoc. fish (>=90 cm),1,1,20.0,20.0,0.0,1.0,380.1893963205613,7603.787926411225,3.5799999999999996,380.1893963205609,7603.787926411218,7.275957614183426e-12,1.0000000000000009,9.568859211487085e-16
Large sharks (>=90 cm),3,3,149.46800412610003,149.46800412610003,0.0,1.0,1000.053408055981,149475.98692163176,4.000013175864617,1000.0303390096732,149472.53883732305,3.448084308707621,1.0000230683464368,2.306834643693521e-05
"Lobsters, crabs",1,1,1.3940792185,1.3940792185,0.0,1.0,39.810717055349734,55.499293320446576,2.6,39.810717055349734,55.499293320446576,0.0,1.0,0.0
Medium demersals (30 - 89 cm),4,4,3366.504091327,3366.504091327,0.0,1.0,200.4258824446926,674734.553257882,3.2945195130241864,197.0241728974328,663282.6841495257,11451.869108356303,1.0172654425963796,0.01726544259637973
Medium pelagics (30 - 89 cm),5,5,635.7517510216001,635.7517510216001,0.0,1.0,853.8758776630967,542853.0843794193,3.7353862435481506,543.7336907744007,345679.64599926246,197173.43838015688,1.570393544028848,0.5703935440288479
Medium reef assoc. fish (30 - 89 cm),12,12,1126.0,1126.0,0.0,1.0,1278.1851263139758,1439236.4522295368,3.8683392539964467,738.480877477215,831529.4680393441,607706.9841901928,1.7308303644645326,0.7308303644645326
Small pelagics (<30 cm),1,1,59.0,59.0,0.0,1.0,58.8843655355589,3474.177566597975,2.77,58.8843655355589,3474.177566597975,0.0,1.0,0.0
Small reef assoc. fish (<30 cm),1,1,96.0,96.0,0.0,1.0,309.0295432513592,29666.836152130483,3.49,309.0295432513592,29666.836152130483,0.0,1.0,0.0
