commercial_group,taxon_count_total,taxon_count_matched,catch_tonnes_total,catch_tonnes_matched,catch_tonnes_missing_tl,catch_coverage_fraction,sppr_correct,ppr_correct,tl_weighted_jensen,sppr_jensen,ppr_jensen,jensen_difference,jensen_ratio_correct_to_error,jensen_percent_difference
Anchovies,1,1,0.0052133158,0.0052133158,0.0,1.0,93.32543007969915,0.4865349391762908,2.97,93.32543007969915,0.4865349391762908,0.0,1.0,0.0
Cod-likes,6,6,706803.8940885267,706803.8940885267,0.0,1.0,822.3301071846022,581226121.9843124,3.771814822437368,591.3094536956745,417939824.4834621,163286297.50085032,1.3906933197922888,0.39069331979228883
Crustaceans,17,17,27630.049904951098,27630.049904951098,0.0,1.0,644.7958257597014,17815740.844244704,3.675917663722411,474.15208400617524,13100845.743627187,4714895.100617517,1.3598924216714057,0.3598924216714057
Flatfishes,21,21,69768.85210018101,69768.85210018101,0.0,1.0,744.1861576993239,51921013.97152611,3.7457963772897322,556.9245688251864,38855987.87332151,13065026.098204598,1.3362422837066776,0.33624228370667764
Herring-likes,3,3,27995.9477756774,27995.9477756774,0.0,1.0,144.8848136611816,4056187.676747191,3.160677930288026,144.7697852883678,4052967.3484291756,3220.3283180156723,1.0007945606369772,0.0007945606369771983
Molluscs,14,14,2547.1570238147997,2547.1570238147997,0.0,1.0,14.781416708396502,37650.58939072559,2.156281445323247,14.331163320316847,36503.72331078208,1146.8660799435092,1.0314177836101657,0.0314177836101656
Other fishes & inverts,19,19,35364.4433107304,35364.4433107304,0.0,1.0,177.0365482354278,6260798.973999174,3.1812978702740278,151.80912262089294,5368645.110978289,892153.8630208857,1.166178587814741,0.16617858781474104
Perch-likes,17,17,169.1047980331,169.1047980331,0.0,1.0,343.6735611003672,58116.84813919385,3.5280693356944957,337.3411613272112,57046.00895448945,1070.8391847043968,1.0187715004840865,0.018771500484086417
"Salmon, smelts, etc",17,17,157619.026070673,157619.026070673,0.0,1.0,1707.7482543290891,269173616.621243,4.047743998239861,1116.2050890518558,175935159.03148234,93238457.58976066,1.529959208284663,0.529959208284663
Scorpionfishes,34,34,64246.36009520989,64246.36009520989,0.0,1.0,439.69943846407705,28249088.45722468,3.594656462160672,393.238890558708,25264167.36627559,2984921.0909490883,1.1181484055133981,0.11814840551339814
Sharks & rays,17,17,9848.127002097699,9848.127002097699,0.0,1.0,671.6024137472891,6614025.8654986685,3.8220375487881553,663.800459630672,6537191.230493684,76834.63500498421,1.0117534629622853,0.011753462962285365
Tuna & billfishes,4,4,873.6584609124,873.6584609124,0.0,1.0,2067.6103019924144,1806385.2342053151,4.3138332681755935,2059.838959996543,1799595.7355179784,6789.498687336687,1.0037727910515317,0.003772791051531617
