commercial_group,catch_tonnes_matched,tl_weighted,sppr,ppr
Anchovies,41179.7022503415,3.1999999999999997,158.48931924611125,6526542.976414179
Crustaceans,67646.75445076262,3.3822613977072176,241.13563643915992,16312043.187528217
Flatfishes,3958.0456304902,4.39,2454.7089156850284,9715849.897852464
Herring-likes,101108.6879279575,3.344526299619275,221.0682124769484,22351916.906123172
Molluscs,944.193114489,2.1,12.589254117941675,11886.687054712818
Other fishes & inverts,632764.6121292852,3.407046702402432,255.29758253614273,161543275.79102653
Perch-likes,425467.6478529367,3.731359863392143,538.7159863549853,229206223.57523033
Scorpionfishes,1427.0050507493,3.9,794.3282347242813,1133510.402904325
Sharks & rays,46574.4813220033,4.0496681698055585,1121.1614841699973,52217514.60342504
Tuna & billfishes,12863.7695078624,4.432932392367037,2709.7697628881474,34857853.649168074
