commercial_group,catch_tonnes_matched,tl_weighted,sppr,ppr
Anchovies,282.21993222730003,3.2106716538275415,162.43202322061808,45841.55458486606
Crustaceans,1048.3587953452,2.986860868648432,97.01991027458813,101711.6762599666
Flatfishes,90.5291171133,3.635772303269035,432.2871273180068,39134.57197554387
Herring-likes,1069.0966517503002,3.4164322976011423,260.87490120362406,278900.48340248485
Molluscs,223.3383008566,2.1,12.589254117941675,2811.662623753048
Other fishes & inverts,9702.1606912912,3.330928950508252,214.25400582484855,2078726.7932655213
Perch-likes,13985.522787458103,3.3775776296719733,238.54901611607673,3336232.7008171016
Scorpionfishes,32.789769679,3.881152665620405,760.5935980593621,24939.688899688386
Sharks & rays,2498.1564505325,3.9563345657928624,904.3458829507018,2259197.501005805
Tuna & billfishes,1402.1633563349,4.471436308676833,2960.985691108555,4151785.634704385
