commercial_group,catch_tonnes_matched,tl_weighted,sppr,ppr
Anchovies,0.4954686842,3.11,128.82495516931337,63.82873102986368
Cod-likes,123.7776711627,4.49923870550702,3156.7392159589203,390733.82861936267
Crustaceans,63.42522482259999,3.315924727132053,206.97825784643496,13127.642537300208
Flatfishes,79.46006172969999,3.2338663354193593,171.34298770595112,13614.924380066102
Herring-likes,21107.9785445047,3.168320040575188,147.33978797995604,3110045.0834327834
Molluscs,308.97124966729996,2.000216858071436,10.0049945885064,3091.255680925396
Other fishes & inverts,113838.5320018882,3.2976047109193725,198.42880225209274,22588843.555271205
Perch-likes,82496.3477119562,3.660784203038911,457.91429674419413,37776257.04648493
Scorpionfishes,63.1564919816,3.544086170058039,350.0146078994088,22105.69477724188
Sharks & rays,1530.4755863006,3.9621897656700735,916.6209216121468,1402865.942419747
Tuna & billfishes,19950.0186193323,4.4330580056573785,2710.5536372874744,54075595.532584004
